evid,evid_ref,avg_picktime_SNR,grade_new,isol_or_rpt,avg_temp_Regolith_K,avg_temp_Rock_K,avg_interval_day,avg_PGV,avg_duration_s,avg_emergence_s,theta_mean_lag_deg,theta_sd_lag_deg,theta_mean_snr_deg,theta_sd_snr_deg
760912-21-N2,760912-21-N2,1976-09-12 21:03:26.800000,AA,isolated,252.44149629629632,294.9187259259259,28.59614351851852,0.0043589604122604,294.9187259259259,39.07967775,167.86128250084946,2.142064202814663,275.2754774092538,0.0040037245218469
760912-23-M1,760912-23-M1,1976-09-12 23:14:31.641698,AA,isolated,245.79478725656296,292.5784024598519,28.687171778912035,0.0051292766352697,292.5784024598519,14.65620825,149.16012152132564,1.3261103500218376,173.7573491023054,0.1801605329930557
760912-23-M2,760912-23-M2,1976-09-12 23:35:08.597427,AA,isolated,244.695691176,292.20399191160004,28.70148839614584,0.0046239446756669,292.20399191160004,14.250341250000002,9.27285614006913,3.8547300127051294,161.92805418162652,0.0439402829376342
760912-23-M3,760912-23-M3,1976-09-12 23:39:57.659202,AA,isolated,244.43655983226665,292.1162491253334,28.70483401854167,0.0051545968780693,292.1162491253334,29.166412750000003,176.44885252635424,33.76080146744024,282.00574702445897,0.0110648476452142
760912-23-M4,760912-23-M4,1976-09-12 23:20:29.433333,BB,isolated,245.4771703703704,292.4723901234568,28.69131288580247,0.0033949263699014,292.4723901234568,22.654536,151.00523810350523,72.92524576274691,236.2083038308332,1.3371333942087982
760913-00-M1,760913-00-M1,1976-09-13 00:20:05.483333,AA,isolated,242.2527412348741,291.3928197531852,28.732702353391204,0.0064408584872977,291.3928197531852,3.0111402500000004,233.43478489729245,0.707427903054671,290.65517959915206,0.1241058559722353
760913-00-M2,760913-00-M2,1976-09-13 00:32:25.564195,AA,isolated,241.5641400846667,291.1647133615555,28.7412681041088,0.0046566360353919,291.1647133615555,17.449320750000002,100.79254507693258,0.7670455995679102,128.7609938380039,0.0612846210329018
760913-00-N1,760913-00-N1,1976-09-13 00:37:18.700000,AA,isolated,241.29054666666667,291.07668148148144,28.744660879629627,0.0046877232390696,291.07668148148144,33.117603,104.79742567585872,1.4296619684070426,262.9851249223566,0.1583055603854344
760913-00-N2,760913-00-N2,1976-09-13 00:10:51.866667,BB,isolated,242.76090567901235,291.55719703703704,28.726294753086417,0.0037995384167895,291.55719703703704,42.62029566666666,117.46136937279124,1.2851837201665175,249.36391888875943,0.0302981015690345
760913-01-M3,760913-01-M3,1976-09-13 01:18:10.883333,CC,isolated,238.97285308674083,290.33010864207404,28.77304263116898,0.0032073530678179,290.33010864207404,27.207654,-1.0,-1.0,-1.0,-1.0
760913-01-M5,760913-01-M5,1976-09-13 01:22:23.600000,BB,isolated,238.7294962962964,290.2519911111111,28.7759675925926,0.0028625341261274,290.2519911111111,43.84954733333333,138.21417746329672,158.9171074586283,322.5444150686995,0.5530579241223721
760913-01-M6,760913-01-M6,1976-09-13 01:50:15.433333,BB,isolated,237.11157629629625,289.7318651851852,28.7953175154321,0.0037836667127609,289.7318651851852,48.86938899999999,295.7456419831539,92.38305589702136,34.06302307000425,48.989275398779085
760913-01-N1,760913-01-N1,1976-09-13 01:39:46.225000,AA,isolated,237.72548703703703,289.9276188888889,28.78803501157408,0.0045291525179561,289.9276188888889,32.37704175,144.77543352833905,0.0755129211057901,291.6909077609911,2.167233644433894
760913-02-M1,760913-02-M1,1976-09-13 02:38:07.833333,BB,isolated,234.241325925926,288.84822962962966,28.828562885802462,0.0048915279966299,288.84822962962966,34.525511333333334,135.83858138313389,0.9172967296156648,178.81396169948252,0.130622273466891
760913-02-M2,760913-02-M2,1976-09-13 02:40:54.034956,AA,isolated,234.07143093386668,288.7965224581333,28.83048651569444,0.0173685524827894,288.7965224581333,10.97330025,123.84219423332158,0.287036094945707,148.9440234351021,4.41110842248222
760913-02-M4,760913-02-M4,1976-09-13 02:58:23.800000,AA,isolated,232.9897629629629,288.46992888888883,28.84263657407408,0.0071656791524292,288.46992888888883,17.51590225,162.6697902391433,0.1813101948568378,154.32106994406448,0.2673652589809372
760913-02-N1,760913-02-N1,1976-09-13 02:15:00.700000,BB,isolated,235.63929185185188,289.2797792592592,28.81250810185185,0.0040728272077362,289.2797792592592,17.433221,150.20225885852955,49.62559658882131,146.23793407985212,0.1682671476720442
760913-02-N2,760913-02-N2,1976-09-13 02:34:18.700000,CC,isolated,234.472717037037,288.9195155555556,28.82591087962963,0.0033238573656606,288.9195155555556,29.459865,-1.0,-1.0,-1.0,-1.0
760913-03-M2,760913-03-M2,1976-09-13 03:46:43.757485,AA,isolated,229.9377882014074,287.55771989355554,28.876200896817128,0.0056447728955356,287.55771989355554,39.061566,349.01159367519625,0.2135337853385165,219.67192592027428,0.8700229820733136
760913-03-N1,760913-03-N1,1976-09-13 03:53:33.433333,BB,isolated,229.4947313580247,287.4302651851852,28.8809425154321,0.0048926448147744,287.4302651851852,12.006010000000002,20.59843734090161,144.79647963093123,225.2925474124114,1.306180629325957
760913-04-M5,760913-04-M5,1976-09-13 04:38:22.133334,BB,isolated,226.5320740737037,286.583780740637,28.91206172839892,0.0035629869833198,286.583780740637,26.15124833333333,200.01514505131087,120.22024762418584,146.09489864201947,0.0946749504153397
760913-04-N1,760913-04-N1,1976-09-13 04:11:07.333333,BB,isolated,228.34173827160487,287.0991654320988,28.89314043209876,0.003052301989419,287.0991654320988,38.07993266666667,127.73947477827848,2.218555975085072,52.81498822069972,2.601075615990208
760913-05-M1,760913-05-M1,1976-09-13 05:09:54.875000,AA,isolated,224.37258888888888,285.9794481481481,28.93396846064815,0.0054074585375659,285.9794481481481,31.775086,114.7866168421225,0.6566830041460125,307.613709426786,0.1312783825660717
760913-05-M3,760913-05-M3,1976-09-13 05:18:12.365842,BB,isolated,223.7977105825778,285.8201528491556,28.939726456504623,0.0047243414127633,285.8201528491556,32.002609,217.7941413151506,52.816555072022496,131.25051718455305,0.0889474831026479
760913-05-M4,760913-05-M4,1976-09-13 05:37:35.100000,BB,isolated,222.43395555595063,285.4483377778864,28.95318402777392,0.0034504220547563,285.4483377778864,24.91247266666667,199.96494977054743,154.61774421829043,258.43789416055023,12.903943970997798
760913-05-M6,760913-05-M6,1976-09-13 05:52:46.200000,DD,isolated,221.35056,285.15496,28.96372916666667,0.003329183257326,285.15496,35.398641,-1.0,-1.0,-1.0,-1.0
