evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,grade_new,isol_or_rpt,num_per_family,emergence_s,picktime_SNR,Regolith_Temp_K,Rock_Temp_K,interval_day_number,diurnal_interval,duration_s,PGV,theta_mean_lag_deg,theta_sd_lag_deg,theta_mean_snr_deg,theta_sd_snr_deg
770330-20-M1,761103-05-M2,3,1977-03-30 20:32:51.066666,0.918928561608984,-0.8333333333333334,3,35,B,AA,repeating,23,28.132314,1977-03-30 20:32:50.233333,381.9551318518222,350.0726977777333,20.60613695987269,sunrise8,216.8000001297436,0.0089326895541589,39.433158350494566,46.83453521172753,45.98032510799517,5.892772217075997
770331-07-N1,761103-05-M2,3,1977-03-31 07:49:15.318707,0.8931869139121894,1.981292517006803,3,35,D,AA,repeating,23,19.429593,1977-03-31 07:49:17.300000,384.57858074074073,354.8700162962963,21.075894675925927,sunrise8,167.4000001297464,0.0102505250264439,122.94738391676503,3.066567544835051,82.95834383779521,1.8491975195448385
760905-00-M3,761103-05-M2,4,1976-09-05 00:40:37.636454,0.8732282317881853,-4.404761904761905,3,35,A,AA,repeating,23,27.270749,1976-09-05 00:40:33.231692,380.1241915076741,347.47443089226664,20.7469124038426,sunrise1,217.40000012974355,0.0091766024656001,309.9646736553338,0.6752613599673785,164.86240152947158,3.131172886813528
760905-06-M1,761103-05-M2,4,1976-09-05 06:22:39.981988,0.9386516712541444,-0.935374149659864,3,35,A,AA,repeating,23,28.291158,1976-09-05 06:22:39.046614,381.43053609564447,349.9310721912889,20.98447970618056,sunrise1,181.4000001297456,0.0109663253722963,15.296625122506764,7.102537170253106,221.6954250469377,0.2698841240661135
760905-12-M2,761103-05-M2,4,1976-09-05 12:28:27.277211,0.9492810498803188,-0.9438775510204084,3,35,B,AA,repeating,23,19.180273,1976-09-05 12:28:26.333333,382.5358370370223,352.24695308638513,21.23849922839121,sunrise1,173.20000012974606,0.0126846777303865,23.25352150237118,2.985083142293228,171.3698559560085,0.0743828591623314
761004-11-M2,761103-05-M2,4,1976-10-04 11:27:33.341836,0.9090549855674116,-0.0085034013605442,3,35,B,AA,repeating,23,25.751702,1976-10-04 11:27:33.333333,381.7058024691111,349.61928395057777,20.70403163579861,sunrise2,146.1000001297476,0.0096557870376309,165.96500951245602,0.1154456385158969,57.68701959126298,0.2439446874777572
761004-17-M2,761103-05-M2,4,1976-10-04 17:04:13.750340,0.954065013032192,-0.8503401360544218,3,35,B,AA,repeating,23,26.601702,1976-10-04 17:04:12.900000,383.0616533333333,352.07330666666667,20.937822916666665,sunrise2,300.00000012975136,0.0115503791060886,15.820821949421756,5.7293440441657255,48.96997881419613,0.026341289060356
761004-23-M1,761103-05-M2,4,1976-10-04 23:01:33.201591,0.951750066267132,-0.8333333333333334,3,35,A,AA,repeating,23,26.600341,1976-10-04 23:01:32.368258,384.2241052559111,354.3862455971259,21.185964910393515,sunrise2,171.20000012974617,0.0105557000588616,46.41631115654664,5.627741321291078,232.09419714849668,0.1777031721062157
761005-05-M1,761103-05-M2,4,1976-10-05 05:35:29.850608,0.9116222276533448,0.1785714285714285,3,35,A,AA,repeating,23,27.194559,1976-10-05 05:35:30.029179,385.1864453090074,356.59111327251856,21.45954894883102,sunrise2,132.50000012974837,0.0099926788532434,50.07461288077703,43.47510947619483,61.21689224726314,6.048939119770097
761103-00-M1,761103-05-M2,4,1976-11-03 00:18:48.585994,0.9360256201513378,0.0170068027210884,3,35,A,AA,repeating,23,25.715307,1976-11-03 00:18:48.603001,383.7336002222963,351.8837603556741,20.700562534733795,sunrise3,181.7000001297456,0.0112246038418214,7.2301262950123775,24.3944894498526,92.3218389257637,2.920744089519055
761103-05-M2,761103-05-M2,4,1976-11-03 05:54:43.533333,1.0,0.0,3,35,B,AA,repeating,23,25.754083,1976-11-03 05:54:43.533333,385.09124641973335,354.3371812345333,20.93383719135417,sunrise3,207.6000001297441,0.0120624112314273,308.480456759726,1.6635658830434583,347.7102234854201,0.1535505669947216
761103-11-M2,761103-05-M2,4,1976-11-03 11:54:07.349660,0.94215832868619,0.0170068027210884,3,35,B,AA,repeating,23,23.218368,1976-11-03 11:54:07.366667,386.2743274074222,356.6634306173185,21.18341859568288,sunrise3,172.20000012974612,0.0102586259443422,31.82533363854322,4.556868273331448,43.45828747598284,1.4503543501514935
761202-20-M3,761103-05-M2,4,1976-12-02 20:28:50.783674,0.9543056386172228,-0.0170068027210884,3,35,B,AA,repeating,23,18.262246,1976-12-02 20:28:50.766667,386.8992306173037,356.4884612346074,20.96274035494213,sunrise4,215.70000012974364,0.0105296016284383,129.08247283296097,0.977580268060804,37.94603176183002,4.447580911726152
761203-02-M2,761103-05-M2,4,1976-12-03 02:32:13.475170,0.9150805160446516,-0.0085034013605442,3,35,B,AA,repeating,23,18.227212,1976-12-03 02:32:13.466667,388.0612424691556,358.8018637037333,21.215086419756943,sunrise4,209.000000129744,0.0113774366515961,151.80610459586092,0.6861640640306607,53.64356706561505,0.9497725956064224
761231-22-M1,761103-05-M2,4,1976-12-31 22:06:38.349060,0.9109065953611372,-1.0034013605442178,3,35,A,AA,repeating,23,23.8483,1976-12-31 22:06:37.345659,384.2653196141333,351.5321993568889,20.429078074756944,sunrise5,221.1000001297433,0.0084517452612242,1.5474183620353386,34.37974824913044,144.6395935404603,2.4032402278318608
770101-08-N1,761103-05-M2,4,1977-01-01 08:53:16.114966,0.9020899962793236,0.0850340136054421,3,35,D,AA,repeating,23,27.257484,1977-01-01 08:53:16.200000,387.2100888888889,356.5821422222222,20.878138888888888,sunrise5,146.2000001297476,0.0109777102643941,109.10650470032589,1.1335694611320866,55.51472432055018,0.1935381147376149
770130-15-M1,761103-05-M2,4,1977-01-30 15:12:48.450510,0.9202406639918056,-0.7993197278911566,3,35,A,AA,repeating,23,19.194899,1977-01-30 15:12:47.651190,384.7182356613333,352.5837261022222,20.51669735173611,sunrise6,219.70000012974344,0.0088356283260753,5.916521686755959,24.249988954205733,118.33983648319092,0.4454522336102049
770130-20-M2,761103-05-M2,4,1977-01-30 20:37:16.986395,0.8968192984650711,-0.9863945578231292,3,35,C,AA,repeating,23,20.345239,1977-01-30 20:37:16.000000,386.1891703703704,355.11813333333333,20.742025462962964,sunrise6,164.90000012974653,0.0111645664632279,0.5655203649053869,45.57075985379192,231.0476065821508,0.0230527336930051
770131-02-M1,761103-05-M2,4,1977-01-31 02:14:32.463188,0.9192069981041452,0.0255102040816326,3,35,A,AA,repeating,23,23.192518,1977-01-31 02:14:32.488698,387.47836970062224,357.47714697608893,20.97624408215278,sunrise6,185.40000012974537,0.0099957169289808,65.72308650966394,51.43448116305536,359.8057339967717,0.9503167624307084
770301-02-N1,761103-05-M2,4,1977-03-01 02:54:40.666667,0.8515468547104869,0.8333333333333334,3,35,D,AA,repeating,23,30.115647,1977-03-01 02:54:41.500000,382.6416888888889,350.0228148148148,20.41818865740741,sunrise7,281.3000001297471,0.0110735125813049,1.49601628992815,0.3291761181966952,82.3065635427479,1.015853531775593
770301-13-M1,761103-05-M2,4,1977-03-01 13:43:36.361335,0.9329722321223292,0.0255102040816326,3,35,A,AA,repeating,23,23.187076,1977-03-01 13:43:36.386845,385.5583784797037,355.0467569594074,20.86882392181713,sunrise7,180.40000012974565,0.0098117821192376,16.543234538944738,48.20686742816535,90.99758513752413,2.120667320700034
770301-19-M2,761103-05-M2,4,1977-03-01 19:31:51.516326,0.8892675944672249,0.0170068027210884,3,35,B,AA,repeating,23,26.748981,1977-03-01 19:31:51.533333,386.74495703702223,357.3315664197185,21.11066589505787,sunrise7,239.70000012974228,0.0127038001693776,150.01717802507693,2.414604036520995,38.196775860436816,0.2077890792393358
770330-20-M1,761103-05-M2,4,1977-03-30 20:32:51.284694,0.8772904819033054,2.848639455782313,3,35,B,AA,repeating,23,19.980613,1977-03-30 20:32:54.133333,381.9554785184889,350.07321777773336,20.60618209876157,sunrise8,116.90000012974924,0.0095739434448755,39.433158350494566,46.83453521172753,45.98032510799517,5.892772217075997
770331-07-N1,761103-05-M2,4,1977-03-31 07:49:15.525510,0.8982858774502968,-0.0255102040816326,3,35,D,AA,repeating,23,18.244899,1977-03-31 07:49:15.500000,384.57847407407405,354.86982962962963,21.0758738425926,sunrise8,168.60000012974632,0.0104226626584674,122.94738391676503,3.066567544835051,82.95834383779521,1.8491975195448385
761227-23-M5,770126-13-M2,1,1976-12-27 23:03:44.089456,0.9011767980670896,0.1105442176870748,3,35,C,AA,repeating,2,2.169048,1976-12-27 23:03:44.200000,303.43962074074074,259.7997037037037,16.46874074074074,sunrise5,85.70000012975102,0.0052534836238293,90.27547403274396,0.1027259695177827,99.22872137631632,0.0014139819097455
770126-13-M2,770126-13-M2,1,1977-01-26 13:16:55.076335,1.0,0.0,3,35,A,AA,repeating,2,2.278912,1977-01-26 13:16:55.076335,302.6878880402963,259.4592875314815,16.4362277353588,sunrise6,65.80000012975215,0.0060287672190721,89.52961881075997,0.2084598239565806,66.82531476716403,1.6539545132352698
761227-23-M5,770126-13-M2,2,1976-12-27 23:03:45.097619,0.8143895878975291,2.202380952380953,3,35,C,AA,repeating,2,1.569048,1976-12-27 23:03:47.300000,303.4411244444444,259.80085185185186,16.46877662037037,sunrise5,51.00000012975207,0.0029475830924835,90.27547403274396,0.1027259695177827,99.22872137631632,0.0014139819097455
770126-13-M2,770126-13-M2,2,1977-01-26 13:16:56.076335,1.0,0.0,3,35,A,AA,repeating,2,3.804423,1977-01-26 13:16:56.076335,302.6883621143704,259.45965790185187,16.43623930943287,sunrise6,35.00000012975184,0.0034022497607474,89.52961881075997,0.2084598239565806,66.82531476716403,1.6539545132352698
761227-23-M5,770126-13-M2,3,1976-12-27 23:03:45.093878,0.8653825292728674,0.3061224489795918,3,35,C,AA,repeating,2,0.909525,1976-12-27 23:03:45.400000,303.44019555555553,259.80014814814814,16.46875462962963,sunrise5,73.50000012975171,0.0048642013355518,90.27547403274396,0.1027259695177827,99.22872137631632,0.0014139819097455
770126-13-M2,770126-13-M2,3,1977-01-26 13:16:56.076335,1.0,0.0,3,35,A,AA,repeating,2,7.511906,1977-01-26 13:16:56.076335,302.6883621143704,259.45965790185187,16.43623930943287,sunrise6,45.70000012975199,0.0055034581267155,89.52961881075997,0.2084598239565806,66.82531476716403,1.6539545132352698
761227-23-M5,770126-13-M2,4,1976-12-27 23:03:44.791497,0.8451942757035847,0.0085034013605442,3,35,C,AA,repeating,2,2.317348,1976-12-27 23:03:44.800000,303.4399051851852,259.79992592592595,16.468747685185186,sunrise5,50.50000012975206,0.0058945708994979,90.27547403274396,0.1027259695177827,99.22872137631632,0.0014139819097455
770126-13-M2,770126-13-M2,4,1977-01-26 13:16:55.776335,1.0,0.0,3,35,A,AA,repeating,2,2.344219,1977-01-26 13:16:55.776335,302.68821989214814,259.4595467907407,16.43623583721065,sunrise6,118.30000012974917,0.0081260415906178,89.52961881075997,0.2084598239565806,66.82531476716403,1.6539545132352698
760904-09-M1,761004-00-M1,1,1976-09-04 09:38:49.868339,0.919966993521277,-1.9217687074829928,3,35,A,AA,repeating,20,47.922791,1976-09-04 09:38:47.946570,375.4214166813333,339.62936907066666,20.120693826041663,sunrise1,224.30000012974315,0.006723577430896,302.8099906274941,8.150964626844008,178.39247527033956,0.5721498493679863
760904-13-M1,761004-00-M1,1,1976-09-04 13:28:16.325657,0.9410528280788382,0.9013605442176872,3,35,A,AA,repeating,20,32.363266,1976-09-04 13:28:17.227018,376.7993420611259,341.81477437303704,20.28006049789352,sunrise1,154.9000001297471,0.0067234088257684,339.2358999603266,0.5116190842689479,316.9409198916397,0.5489611067435279
760904-17-M1,761004-00-M1,1,1976-09-04 17:23:48.556310,0.93775709804191,-0.1615646258503401,3,35,A,AA,repeating,20,33.425171,1976-09-04 17:23:48.394745,378.07696842177774,343.928280702963,20.44361567991898,sunrise1,155.0000001297471,0.0066082478340677,315.8673096324455,5.9310414172241455,10.008498102140535,0.977502197242194
761003-16-M1,761004-00-M1,1,1976-10-03 16:57:03.355971,0.9138107977676204,-0.0595238095238095,3,35,A,AA,repeating,20,46.052382,1976-10-03 16:57:03.296447,375.4023906900149,339.5485860350222,19.93285065332176,sunrise2,184.00000012974544,0.0070821972604441,275.8762562405083,13.45514978569517,219.48776647715567,0.0336081749923083
761003-20-M1,761004-00-M1,1,1976-10-03 20:42:25.219728,0.9378274663894612,-0.1530612244897959,3,35,B,AA,repeating,20,35.076192,1976-10-03 20:42:25.066667,376.9205995062074,341.83808493832595,20.08935262346065,sunrise2,406.1000001297755,0.0072794616912311,355.14849991118297,23.47068630455618,198.3675004240836,0.0794071389431401
761004-00-M1,761004-00-M1,1,1976-10-04 00:30:30.395061,1.0,0.0,3,35,A,AA,repeating,20,34.918028,1976-10-04 00:30:30.395061,378.32981874706667,344.03116963866665,20.247747628020832,sunrise2,217.6000001297436,0.0065440854841879,186.8465117907768,0.3367287124754296,233.8851466467993,0.1684865501529993
761004-04-M1,761004-00-M1,1,1976-10-04 04:17:11.241750,0.932563985212232,0.5272108843537415,3,35,A,AA,repeating,20,29.423471,1976-10-04 04:17:11.768961,379.6017127965333,346.0761879942222,20.405170937048613,sunrise2,207.9000001297441,0.0056171423239432,69.75779340797672,0.3746239260765314,192.6235304852389,0.555651066631749
761004-08-M1,761004-00-M1,1,1976-10-04 08:07:31.329067,0.8997256488742654,0.5527210884353742,3,35,A,AA,repeating,20,17.601702,1976-10-04 08:07:31.881788,380.7801672700445,348.0302509050667,20.56512594662037,sunrise2,239.1000001297423,0.0058342890206362,120.683610582902,2.0083125400161066,200.17870585705444,0.0849497525363942
761102-10-M2,761004-00-M1,1,1976-11-02 10:40:48.512337,0.9319460963246374,-0.0170068027210884,3,35,A,AA,repeating,20,34.948301,1976-11-02 10:40:48.495330,379.3472513675556,344.75568072044445,20.13250573298611,sunrise3,169.0000001297463,0.0073456441475923,301.68754586210014,31.06633559091115,29.597408859177246,0.4376197028530308
761102-14-M1,761004-00-M1,1,1976-11-02 14:27:11.272322,0.9289371792748936,0.1615646258503401,3,35,A,AA,repeating,20,54.526532,1976-11-02 14:27:11.433887,380.7158524030963,346.8983605758518,20.289715669988425,sunrise3,158.80000012974688,0.0061982340938222,119.3548101814812,0.1547788336405393,167.32234869182955,0.043836893862254
761102-18-M1,761004-00-M1,1,1976-11-02 18:14:35.760641,0.902194060886674,-0.1700680272108843,3,35,A,AA,repeating,20,30.140137,1976-11-02 18:14:35.590573,381.9678302731555,348.9167454097333,20.447634150150463,sunrise3,176.0000001297459,0.0062720551274511,178.60041193214437,0.1789261731103314,193.36890570826515,0.0979486606687285
761201-16-M1,761004-00-M1,1,1976-12-01 16:50:07.009380,0.9085654479318166,0.391156462585034,3,35,A,AA,repeating,20,44.004763,1976-12-01 16:50:07.400536,377.8330993227852,341.88464898417783,19.810849543240742,sunrise4,231.1000001297428,0.0074350432769456,149.72235967359254,0.8331592730689731,184.43253076584315,0.1933730219521845
761201-20-M2,761004-00-M1,1,1976-12-01 20:22:24.962245,0.9208955399950596,-1.862244897959184,3,35,C,AA,repeating,20,31.808164,1976-12-01 20:22:23.100000,379.3525155555556,344.13877333333335,19.958253472222225,sunrise4,223.2000001297432,0.0074047753185006,171.38736068507455,0.0464734667473493,99.9053691219338,0.0635854986991509
761201-23-N1,761004-00-M1,1,1976-12-01 23:57:17.781293,0.9291555067638996,0.5187074829931974,3,35,D,AA,repeating,20,29.429593,1976-12-01 23:57:18.300000,380.7832311111112,346.30364888888886,20.107503472222223,sunrise4,136.10000012974817,0.0076874646744296,133.05913545633507,0.0123102534537886,135.0104058688905,0.0820972808976827
761231-06-M2,761004-00-M1,1,1976-12-31 06:42:37.823705,0.9074843697379266,0.0255102040816326,3,35,A,AA,repeating,20,45.980614,1976-12-31 06:42:37.849215,378.37315249955554,342.50262281177777,19.78741723628472,sunrise5,215.20000012974367,0.0071940755527494,151.1969458543137,3.54194253539396,265.164802376667,2.1860167005274174
761231-17-M1,761004-00-M1,1,1976-12-31 17:23:01.615181,0.9046770469989462,0.7738095238095238,3,35,A,AA,repeating,20,35.227552,1976-12-31 17:23:02.388991,382.6700255249926,348.9914650357037,20.232145705914352,sunrise5,207.6000001297441,0.0053560986374653,132.9782133420514,0.0034016099301295,170.99463491805653,4.437113318551393
770129-21-M1,761004-00-M1,1,1977-01-29 21:19:17.769955,0.9018929870985788,0.042517006802721,3,35,A,AA,repeating,20,45.666328,1977-01-29 21:19:17.812472,378.0972222189037,342.3458333283555,19.77121310731481,sunrise6,252.2000001297416,0.0070736019490255,99.69359071389106,131.26761347866062,208.54486468328693,2.69281220410213
770130-04-M2,761004-00-M1,1,1977-01-30 04:37:06.846594,0.9092227579952256,0.54421768707483,3,35,A,AA,repeating,20,29.414967,1977-01-30 04:37:07.390812,381.1306537258667,346.8796488730667,20.07525915291667,sunrise6,185.60000012974533,0.0071040408691098,80.81302420505503,0.3112590545952617,216.20785366231303,0.0546427829361733
770228-16-M1,761004-00-M1,1,1977-02-28 16:24:28.472789,0.9161660809162412,0.5272108843537415,3,35,B,AA,repeating,20,29.416668,1977-02-28 16:24:29.000000,378.8856740740741,344.1560592592593,19.98054398148148,sunrise7,156.20000012974702,0.0071999050632344,192.08938805846165,0.7324458524883224,191.505158959114,0.7910052422543962
770228-20-M1,761004-00-M1,1,1977-02-28 20:05:52.048079,0.9033080986454648,0.5017006802721089,3,35,A,AA,repeating,20,29.44626,1977-02-28 20:05:52.549780,380.3132273845926,346.3307858900741,20.13428877060185,sunrise7,167.90000012974636,0.0079020747934013,189.7272389703566,0.6528177361068246,184.1083067512456,0.1322736144153825
760904-09-M1,761004-00-M1,2,1976-09-04 09:38:48.569359,0.920408674117146,-0.7227891156462586,3,35,A,AA,repeating,20,45.055103,1976-09-04 09:38:47.846570,375.4214063109629,339.6293527743704,20.12069266863426,sunrise1,194.2000001297449,0.0072112070266665,302.8099906274941,8.150964626844008,178.39247527033956,0.5721498493679863
760904-13-M1,761004-00-M1,2,1976-09-04 13:28:15.017494,0.912962675005243,1.3095238095238095,3,35,A,AA,repeating,20,55.635716,1976-09-04 13:28:16.327018,376.7992487277926,341.8146410397037,20.28005008122685,sunrise1,164.40000012974656,0.0075155400706737,339.2358999603266,0.5116190842689479,316.9409198916397,0.5489611067435279
760904-17-M1,761004-00-M1,2,1976-09-04 17:23:47.257670,0.9264041946914218,1.4370748299319729,3,35,A,AA,repeating,20,20.633675,1976-09-04 17:23:48.694745,378.0769950884444,343.9283251474074,20.443619152141203,sunrise1,132.2000001297484,0.0067001745608679,315.8673096324455,5.9310414172241455,10.008498102140535,0.977502197242194
761003-16-M1,761004-00-M1,2,1976-10-03 16:57:02.042706,0.895999515880414,-0.6462585034013606,3,35,A,AA,repeating,20,47.986396,1976-10-03 16:57:01.396447,375.4021655048296,339.54824825724444,19.93282866258102,sunrise2,206.70000012974413,0.0070048653870187,275.8762562405083,13.45514978569517,219.48776647715567,0.0336081749923083
761003-20-M1,761004-00-M1,2,1976-10-03 20:42:23.915647,0.9288555447239252,0.0510204081632653,3,35,B,AA,repeating,20,31.737416,1976-10-03 20:42:23.966667,376.9204854321333,341.8379056790667,20.089339891979165,sunrise2,212.9000001297438,0.0062582516165263,355.14849991118297,23.47068630455618,198.3675004240836,0.0794071389431401
761004-00-M1,761004-00-M1,2,1976-10-04 00:30:29.095061,1.0,0.0,3,35,A,AA,repeating,20,48.743539,1976-10-04 00:30:29.095061,378.32968393225184,344.03097704607404,20.24773258172453,sunrise2,328.4000001297578,0.0065522237018969,186.8465117907768,0.3367287124754296,233.8851466467993,0.1684865501529993
761004-04-M1,761004-00-M1,2,1976-10-04 04:17:09.932907,0.933234705149954,0.1360544217687075,3,35,A,AA,repeating,20,21.92279,1976-10-04 04:17:10.068961,379.6015616854222,346.0759361423703,20.40515126112269,sunrise2,196.0000001297448,0.0071320247703142,69.75779340797672,0.3746239260765314,192.6235304852389,0.555651066631749
761004-08-M1,761004-00-M1,2,1976-10-04 08:07:30.026346,0.9093544423136858,-0.1445578231292517,3,35,A,AA,repeating,20,30.928232,1976-10-04 08:07:29.881788,380.7799894922667,348.0299842384,20.56510279847222,sunrise2,260.00000012974226,0.0067789405039238,120.683610582902,2.0083125400161066,200.17870585705444,0.0849497525363942
761102-10-M2,761004-00-M1,2,1976-11-02 10:40:47.205874,0.9003909156185804,2.389455782312925,3,35,A,AA,repeating,20,19.707144,1976-11-02 10:40:49.595330,379.3473654416297,344.7558599797037,20.13251846446759,sunrise3,162.50000012974667,0.006810969035122,301.68754586210014,31.06633559091115,29.597408859177246,0.4376197028530308
761102-14-M1,761004-00-M1,2,1976-11-02 14:27:09.960758,0.9096386764498924,1.5731292517006803,3,35,A,AA,repeating,20,29.264967,1976-11-02 14:27:11.533887,380.71586277346665,346.8983753906667,20.28971682739584,sunrise3,126.20000012974872,0.006652406883013,119.3548101814812,0.1547788336405393,167.32234869182955,0.043836893862254
761102-18-M1,761004-00-M1,2,1976-11-02 18:14:34.471185,0.9023768959658062,-0.2806122448979592,3,35,A,AA,repeating,20,27.467008,1976-11-02 18:14:34.190573,381.9677058287111,348.9165587430667,20.44761794644676,sunrise3,216.2000001297436,0.0063281551326233,178.60041193214437,0.1789261731103314,193.36890570826515,0.0979486606687285
761201-16-M1,761004-00-M1,2,1976-12-01 16:50:05.708019,0.8863256050538268,1.2925170068027212,3,35,A,AA,repeating,20,43.018709,1976-12-01 16:50:07.000536,377.8330519153778,341.8845778730667,19.81084491361111,sunrise4,269.9000001297445,0.0077394571744895,149.72235967359254,0.8331592730689731,184.43253076584315,0.1933730219521845
761201-20-M2,761004-00-M1,2,1976-12-01 20:22:23.652381,0.8637884545895486,1.5476190476190477,3,35,C,AA,repeating,20,51.408845,1976-12-01 20:22:25.200000,379.35276444444446,344.13914666666665,19.958277777777777,sunrise4,132.80000012974835,0.0084807546358737,171.38736068507455,0.0464734667473493,99.9053691219338,0.0635854986991509
761201-23-N1,761004-00-M1,2,1976-12-01 23:57:16.476190,0.8534225616251923,4.523809523809525,3,35,D,AA,repeating,20,17.545919,1976-12-01 23:57:21.000000,380.7835111111111,346.3040888888889,20.107534722222223,sunrise4,123.20000012974889,0.0068110496694457,133.05913545633507,0.0123102534537886,135.0104058688905,0.0820972808976827
761231-06-M2,761004-00-M1,2,1976-12-31 06:42:36.514861,0.8752586348308954,-0.3656462585034014,3,35,A,AA,repeating,20,47.689117,1976-12-31 06:42:36.149215,378.3729510180741,342.5022954043704,19.787397560358794,sunrise5,170.9000001297462,0.0067531192832182,151.1969458543137,3.54194253539396,265.164802376667,2.1860167005274174
761231-17-M1,761004-00-M1,2,1976-12-31 17:23:00.309399,0.8989615279476786,1.479591836734694,3,35,A,AA,repeating,20,32.706804,1976-12-31 17:23:01.788991,382.6699633027704,348.9913761468148,20.23213876146991,sunrise5,180.70000012974563,0.0070380042379738,132.9782133420514,0.0034016099301295,170.99463491805653,4.437113318551393
770129-21-M1,761004-00-M1,2,1977-01-29 21:19:16.466213,0.8913231312436274,0.6462585034013606,3,35,A,AA,repeating,20,31.170749,1977-01-29 21:19:17.112472,378.0971392559408,342.3457088839112,19.771205005462964,sunrise6,341.70000012976084,0.0072186453936501,99.69359071389106,131.26761347866062,208.54486468328693,2.69281220410213
770130-04-M2,761004-00-M1,2,1977-01-30 04:37:05.545574,0.910531450578771,-0.6547619047619048,3,35,A,AA,repeating,20,25.273811,1977-01-30 04:37:04.890812,381.1303574295704,346.8792414656593,20.07523021773148,sunrise6,203.20000012974435,0.0064644176431722,80.81302420505503,0.3112590545952617,216.20785366231303,0.0546427829361733
770228-16-M1,761004-00-M1,2,1977-02-28 16:24:27.171429,0.9003870609964525,1.4285714285714286,3,35,B,AA,repeating,20,32.308164,1977-02-28 16:24:28.600000,378.88563259259263,344.1559940740741,19.980539351851853,sunrise7,159.30000012974685,0.0069461815037926,192.08938805846165,0.7324458524883224,191.505158959114,0.7910052422543962
770228-20-M1,761004-00-M1,2,1977-02-28 20:05:50.748760,0.9042854931736652,1.3010204081632657,3,35,A,AA,repeating,20,55.584015,1977-02-28 20:05:52.049780,380.31317553274073,346.3307044085926,20.134282983564816,sunrise7,153.80000012974716,0.0071922860459968,189.7272389703566,0.6528177361068246,184.1083067512456,0.1322736144153825
760904-09-M1,761004-00-M1,3,1976-09-04 09:38:49.972080,0.9255905702153104,-2.525510204081633,3,35,A,AA,repeating,20,28.167688,1976-09-04 09:38:47.446570,375.4213648294815,339.6292875891852,20.12068803900463,sunrise1,193.10000012974493,0.0090863720773735,302.8099906274941,8.150964626844008,178.39247527033956,0.5721498493679863
760904-13-M1,761004-00-M1,3,1976-09-04 13:28:16.413072,0.9167360899390572,3.613945578231293,3,35,A,AA,repeating,20,40.549661,1976-09-04 13:28:20.027018,376.7996324314963,341.81518918785184,20.28009290530093,sunrise1,139.300000129748,0.0091353274957103,339.2358999603266,0.5116190842689479,316.9409198916397,0.5489611067435279
760904-17-M1,761004-00-M1,3,1976-09-04 17:23:48.662092,0.9317903072676788,1.6326530612244898,3,35,A,AA,repeating,20,42.520069,1976-09-04 17:23:50.294745,378.0771373106666,343.92856218444444,20.44363767065972,sunrise1,136.40000012974815,0.0083646705506751,315.8673096324455,5.9310414172241455,10.008498102140535,0.977502197242194
761003-16-M1,761004-00-M1,3,1976-10-03 16:57:03.460733,0.905007098817246,3.035714285714286,3,35,A,AA,repeating,20,22.631294,1976-10-03 16:57:06.496447,375.4027699492741,339.5491549239111,19.9328876903588,sunrise2,163.00000012974664,0.0104693983462545,275.8762562405083,13.45514978569517,219.48776647715567,0.0336081749923083
761003-20-M1,761004-00-M1,3,1976-10-03 20:42:25.317007,0.9297993977114328,1.6496598639455784,3,35,B,AA,repeating,20,24.026532,1976-10-03 20:42:26.966667,376.9207965432444,341.8383945679556,20.08937461420139,sunrise2,137.3000001297481,0.0091572734363581,355.14849991118297,23.47068630455618,198.3675004240836,0.0794071389431401
761004-00-M1,761004-00-M1,3,1976-10-04 00:30:30.495061,1.0,0.0,3,35,A,AA,repeating,20,25.676872,1976-10-04 00:30:30.495061,378.329829117437,344.0311844534815,20.247748785428243,sunrise2,186.6000001297453,0.0074088869824048,186.8465117907768,0.3367287124754296,233.8851466467993,0.1684865501529993
761004-04-M1,761004-00-M1,3,1976-10-04 04:17:11.342090,0.9368204705936144,-1.5731292517006803,3,35,A,AA,repeating,20,47.316328,1976-10-04 04:17:09.768961,379.6015350187556,346.0758916979259,20.405147788900464,sunrise2,223.00000012974323,0.0073661219355032,69.75779340797672,0.3746239260765314,192.6235304852389,0.555651066631749
761004-08-M1,761004-00-M1,3,1976-10-04 08:07:31.433489,0.8969793909471973,0.7482993197278912,3,35,A,AA,repeating,20,25.966668,1976-10-04 08:07:32.181788,380.7801939367111,348.03029090506664,20.56512941884259,sunrise2,199.50000012974456,0.0068052520303803,120.683610582902,2.0083125400161066,200.17870585705444,0.0849497525363942
761102-10-M2,761004-00-M1,3,1976-11-02 10:40:48.609276,0.9160260289413632,1.3860544217687076,3,35,A,AA,repeating,20,58.890478,1976-11-02 10:40:49.995330,379.3474069231111,344.7559251648889,20.132523094097223,sunrise3,126.80000012974868,0.0087399014955899,301.68754586210014,31.06633559091115,29.597408859177246,0.4376197028530308
761102-14-M1,761004-00-M1,3,1976-11-02 14:27:11.363139,0.924637323770566,1.870748299319728,3,35,A,AA,repeating,20,44.758845,1976-11-02 14:27:13.233887,380.7160390697629,346.8986272425185,20.28973650332176,sunrise3,168.70000012974631,0.0077538785363282,119.3548101814812,0.1547788336405393,167.32234869182955,0.043836893862254
