,evid,geophone,arrival_time,grade
20839,770228-11-M2,geo2,1977-02-28T11:01:46.000000,B
20840,770228-11-M2,geo3,1977-02-28T11:02:07.000000,B
20841,770228-11-M2,geo4,1977-02-28T11:01:43.000000,B
20842,770228-11-N1,geo3,1977-02-28T11:18:33.000000,D
20843,770228-15-M1,geo1,1977-02-28T15:53:55.015271,A
20844,770228-15-M1,geo3,1977-02-28T15:54:09.592773,A
20845,770228-15-M1,geo4,1977-02-28T15:54:09.592773,A
20846,770228-15-M1,geo2,1977-02-28T15:54:10.901773,A
20847,770228-15-M2,geo2,1977-02-28T15:06:23.000000,C
20848,770228-15-M2,geo3,1977-02-28T15:06:29.000000,C
20849,770228-15-N1,geo2,1977-02-28T15:45:26.000000,D
20850,770228-15-N2,geo4,1977-02-28T15:38:42.000000,D
20851,770228-15-N3,geo4,1977-02-28T15:42:20.000000,D
20852,770228-16-M1,geo3,1977-02-28T16:24:31.000000,B
20853,770228-16-M1,geo1,1977-02-28T16:24:35.000000,B
20854,770228-16-M1,geo2,1977-02-28T16:24:33.000000,B
20855,770228-16-M2,geo4,1977-02-28T16:04:56.000000,C
20856,770228-16-M2,geo3,1977-02-28T16:05:19.000000,C
20857,770228-16-N1,geo3,1977-02-28T16:02:59.000000,D
20858,770228-16-N2,geo3,1977-02-28T16:07:43.000000,D
20859,770228-16-N3,geo4,1977-02-28T16:12:01.000000,D
20860,770228-16-N4,geo4,1977-02-28T16:35:11.000000,D
20861,770228-16-N5,geo4,1977-02-28T16:40:42.000000,D
20862,770228-16-N6,geo4,1977-02-28T16:44:59.000000,D
20863,770228-17-M1,geo1,1977-02-28T17:19:38.000000,B
20864,770228-17-M1,geo3,1977-02-28T17:19:38.000000,B
20865,770228-17-M1,geo2,1977-02-28T17:19:37.000000,B
20866,770228-17-M2,geo4,1977-02-28T17:54:51.000000,B
20867,770228-17-M2,geo2,1977-02-28T17:54:59.000000,B
20868,770228-17-M2,geo1,1977-02-28T17:55:13.000000,B
20869,770228-17-M3,geo2,1977-02-28T17:04:01.000000,C
20870,770228-17-M3,geo3,1977-02-28T17:03:53.000000,C
20871,770228-17-M4,geo4,1977-02-28T17:16:33.000000,B
20872,770228-17-M4,geo2,1977-02-28T17:16:57.000000,B
20873,770228-17-M4,geo3,1977-02-28T17:16:41.000000,B
20874,770228-17-N1,geo2,1977-02-28T17:17:54.000000,D
20875,770228-17-N2,geo2,1977-02-28T17:27:58.000000,D
20876,770228-17-N3,geo3,1977-02-28T17:11:39.000000,D
20877,770228-17-N4,geo4,1977-02-28T17:10:17.000000,D
20878,770228-17-N5,geo4,1977-02-28T17:13:57.000000,D
20879,770228-17-N6,geo4,1977-02-28T17:15:19.000000,D
20880,770228-17-N7,geo4,1977-02-28T17:24:31.000000,D
20881,770228-17-N8,geo4,1977-02-28T17:26:09.000000,D
20882,770228-20-M1,geo1,1977-02-28T20:05:53.404530,A
20883,770228-20-M1,geo3,1977-02-28T20:05:54.832530,A
20884,770228-20-M1,geo4,1977-02-28T20:05:55.308530,A
20885,770228-20-M1,geo2,1977-02-28T20:06:01.853530,A
20886,770228-20-M2,geo1,1977-02-28T20:22:30.000000,C
20887,770228-20-M2,geo3,1977-02-28T20:22:54.000000,C
20888,770228-20-M3,geo3,1977-02-28T20:35:21.000000,B
20889,770228-20-M3,geo4,1977-02-28T20:34:55.000000,B
20890,770228-20-M3,geo2,1977-02-28T20:34:58.000000,B
20891,770228-20-N1,geo3,1977-02-28T20:28:38.000000,D
20892,770228-20-N2,geo3,1977-02-28T20:45:21.000000,D
20893,770228-20-N3,geo3,1977-02-28T20:51:35.000000,D
20894,770228-20-N4,geo4,1977-02-28T20:24:18.000000,D
20895,770301-00-M1,geo3,1977-03-01T00:01:42.000000,B
20896,770301-00-M1,geo1,1977-03-01T00:01:44.000000,B
20897,770301-00-M1,geo4,1977-03-01T00:01:47.000000,B
20898,770301-00-M2,geo2,1977-03-01T00:28:22.000000,B
20899,770301-00-M2,geo3,1977-03-01T00:28:27.000000,B
20900,770301-00-M2,geo4,1977-03-01T00:28:24.000000,B
20901,770301-00-M3,geo3,1977-03-01T00:43:22.000000,C
20902,770301-00-M3,geo2,1977-03-01T00:43:26.000000,C
20903,770301-00-M4,geo3,1977-03-01T00:52:43.000000,B
20904,770301-00-M4,geo2,1977-03-01T00:52:44.000000,B
20905,770301-00-M4,geo4,1977-03-01T00:52:41.000000,B
20906,770301-00-N1,geo1,1977-03-01T00:35:56.000000,D
20907,770301-01-M1,geo1,1977-03-01T01:51:02.000000,C
20908,770301-01-M1,geo3,1977-03-01T01:50:49.000000,C
20909,770301-01-M2,geo4,1977-03-01T01:04:24.000000,C
20910,770301-01-M2,geo2,1977-03-01T01:04:26.000000,C
20911,770301-01-N1,geo2,1977-03-01T01:15:17.000000,D
20912,770301-01-N2,geo2,1977-03-01T01:18:16.000000,D
20913,770301-01-N3,geo3,1977-03-01T01:02:43.000000,D
20914,770301-01-N4,geo3,1977-03-01T01:43:26.000000,D
20915,770301-01-N5,geo3,1977-03-01T01:47:43.000000,D
20916,770301-01-N6,geo4,1977-03-01T01:49:41.000000,D
20917,770301-02-M1,geo1,1977-03-01T02:34:07.000000,C
20918,770301-02-M1,geo2,1977-03-01T02:33:51.000000,C
20919,770301-02-M2,geo4,1977-03-01T02:06:58.000000,C
20920,770301-02-M2,geo2,1977-03-01T02:06:51.000000,C
20921,770301-02-M3,geo3,1977-03-01T02:01:19.000000,C
20922,770301-02-M3,geo4,1977-03-01T02:01:15.000000,C
20923,770301-02-N1,geo1,1977-03-01T02:54:45.000000,D
20924,770301-02-N2,geo2,1977-03-01T02:04:03.000000,D
20925,770301-03-M1,geo3,1977-03-01T03:07:26.000000,B
20926,770301-03-M1,geo2,1977-03-01T03:07:37.000000,B
20927,770301-03-M1,geo4,1977-03-01T03:07:37.000000,B
20928,770301-03-M2,geo4,1977-03-01T03:01:30.000000,C
20929,770301-03-M2,geo3,1977-03-01T03:01:12.000000,C
20930,770301-03-N1,geo1,1977-03-01T03:34:42.000000,D
20931,770301-03-N10,geo3,1977-03-01T03:50:00.000000,D
20932,770301-03-N11,geo4,1977-03-01T03:11:35.000000,D
20933,770301-03-N12,geo4,1977-03-01T03:20:36.000000,D
20934,770301-03-N13,geo4,1977-03-01T03:23:51.000000,D
20935,770301-03-N14,geo4,1977-03-01T03:51:25.000000,D
20936,770301-03-N2,geo1,1977-03-01T03:35:53.000000,D
20937,770301-03-N3,geo2,1977-03-01T03:02:06.000000,D
20938,770301-03-N4,geo2,1977-03-01T03:12:22.000000,D
20939,770301-03-N5,geo2,1977-03-01T03:28:52.000000,D
20940,770301-03-N6,geo2,1977-03-01T03:34:10.000000,D
20941,770301-03-N7,geo2,1977-03-01T03:42:11.000000,D
20942,770301-03-N8,geo3,1977-03-01T03:10:42.000000,D
20943,770301-03-N9,geo3,1977-03-01T03:19:45.000000,D
20944,770301-04-M1,geo3,1977-03-01T04:25:30.000000,C
20945,770301-04-M1,geo1,1977-03-01T04:25:29.000000,C
20946,770301-04-M2,geo2,1977-03-01T04:03:04.000000,C
20947,770301-04-M2,geo3,1977-03-01T04:03:00.000000,C
20948,770301-04-M3,geo2,1977-03-01T04:24:23.000000,C
20949,770301-04-M3,geo4,1977-03-01T04:24:09.000000,C
20950,770301-04-M4,geo2,1977-03-01T04:27:49.000000,C
20951,770301-04-M4,geo4,1977-03-01T04:27:33.000000,C
20952,770301-04-M5,geo2,1977-03-01T04:31:30.000000,C
20953,770301-04-M5,geo4,1977-03-01T04:31:14.000000,C
20954,770301-04-M6,geo2,1977-03-01T04:32:25.000000,C
20955,770301-04-M6,geo4,1977-03-01T04:32:30.000000,C
20956,770301-04-M7,geo3,1977-03-01T04:09:12.000000,C
20957,770301-04-M7,geo4,1977-03-01T04:09:19.000000,C
20958,770301-04-N1,geo2,1977-03-01T04:26:08.000000,D
20959,770301-04-N2,geo3,1977-03-01T04:12:22.000000,D
20960,770301-04-N3,geo3,1977-03-01T04:17:14.000000,D
20961,770301-04-N4,geo3,1977-03-01T04:21:10.000000,D
20962,770301-04-N5,geo3,1977-03-01T04:34:59.000000,D
20963,770301-04-N6,geo4,1977-03-01T04:18:12.000000,D
20964,770301-04-N7,geo4,1977-03-01T04:22:30.000000,D
20965,770301-04-N8,geo4,1977-03-01T04:33:48.000000,D
20966,770301-07-M1,geo1,1977-03-01T07:17:52.000000,B
20967,770301-07-M1,geo4,1977-03-01T07:17:54.000000,B
20968,770301-07-M1,geo3,1977-03-01T07:17:36.000000,B
20969,770301-07-M2,geo3,1977-03-01T07:23:10.000000,C
20970,770301-07-M2,geo1,1977-03-01T07:23:15.000000,C
20971,770301-07-M3,geo2,1977-03-01T07:14:56.000000,C
20972,770301-07-M3,geo3,1977-03-01T07:14:59.000000,C
20973,770301-07-M4,geo2,1977-03-01T07:43:41.000000,B
20974,770301-07-M4,geo4,1977-03-01T07:43:24.000000,B
20975,770301-07-M4,geo3,1977-03-01T07:43:23.000000,B
20976,770301-07-N1,geo1,1977-03-01T07:33:33.000000,D
20977,770301-07-N2,geo2,1977-03-01T07:02:47.000000,D
20978,770301-07-N3,geo2,1977-03-01T07:08:48.000000,D
20979,770301-07-N4,geo2,1977-03-01T07:40:23.000000,D
20980,770301-07-N5,geo3,1977-03-01T07:38:29.000000,D
20981,770301-07-N6,geo4,1977-03-01T07:21:31.000000,D
20982,770301-13-M1,geo4,1977-03-01T13:43:40.116720,A
20983,770301-13-M1,geo1,1977-03-01T13:43:41.425720,A
20984,770301-13-M1,geo2,1977-03-01T13:43:42.972720,A
20985,770301-13-M1,geo3,1977-03-01T13:43:43.032220,A
20986,770301-13-M2,geo2,1977-03-01T13:32:01.000000,B
20987,770301-13-M2,geo3,1977-03-01T13:31:53.000000,B
20988,770301-13-M2,geo4,1977-03-01T13:31:56.000000,B
20989,770301-13-N1,geo3,1977-03-01T13:52:38.000000,D
20990,770301-14-M1,geo3,1977-03-01T14:11:30.302058,A
20991,770301-14-M1,geo4,1977-03-01T14:11:34.586058,A
20992,770301-14-M1,geo2,1977-03-01T14:11:35.954558,A
20993,770301-14-M1,geo1,1977-03-01T14:11:43.035059,A
20994,770301-14-M2,geo2,1977-03-01T14:53:31.920770,A
20995,770301-14-M2,geo1,1977-03-01T14:53:32.158770,A
20996,770301-14-M2,geo3,1977-03-01T14:53:34.538770,A
20997,770301-14-M2,geo4,1977-03-01T14:53:46.795771,A
20998,770301-18-M1,geo1,1977-03-01T18:35:32.641679,A
20999,770301-18-M1,geo3,1977-03-01T18:35:40.912180,A
21000,770301-18-M1,geo4,1977-03-01T18:35:41.031180,A
21001,770301-18-M1,geo2,1977-03-01T18:35:43.768180,A
21002,770301-18-M2,geo3,1977-03-01T18:07:54.000000,C
21003,770301-18-M2,geo4,1977-03-01T18:07:54.000000,C
21004,770301-18-N1,geo2,1977-03-01T18:53:49.000000,D
21005,770301-18-N2,geo3,1977-03-01T18:14:16.000000,D
21006,770301-18-N3,geo3,1977-03-01T18:20:01.000000,D
21007,770301-18-N4,geo3,1977-03-01T18:21:31.000000,D
21008,770301-18-N5,geo4,1977-03-01T18:06:30.000000,D
21009,770301-18-N6,geo4,1977-03-01T18:26:36.000000,D
21010,770301-18-N7,geo4,1977-03-01T18:45:22.000000,D
21011,770301-19-M1,geo1,1977-03-01T19:14:06.000000,C
21012,770301-19-M1,geo2,1977-03-01T19:14:19.000000,C
21013,770301-19-M2,geo2,1977-03-01T19:31:53.000000,B
21014,770301-19-M2,geo1,1977-03-01T19:31:58.000000,B
21015,770301-19-M2,geo4,1977-03-01T19:31:49.000000,B
21016,770301-19-N1,geo2,1977-03-01T19:10:36.000000,D
21017,770301-19-N10,geo4,1977-03-01T19:36:46.000000,D
21018,770301-19-N11,geo4,1977-03-01T19:40:40.000000,D
21019,770301-19-N2,geo2,1977-03-01T19:24:50.000000,D
21020,770301-19-N3,geo2,1977-03-01T19:26:14.000000,D
21021,770301-19-N4,geo2,1977-03-01T19:54:21.000000,D
21022,770301-19-N5,geo3,1977-03-01T19:22:30.000000,D
21023,770301-19-N6,geo3,1977-03-01T19:28:36.000000,D
21024,770301-19-N7,geo3,1977-03-01T19:41:50.000000,D
21025,770301-19-N8,geo4,1977-03-01T19:07:43.000000,D
21026,770301-19-N9,geo4,1977-03-01T19:12:54.000000,D
21027,770301-20-M1,geo3,1977-03-01T20:50:06.841252,A
21028,770301-20-M1,geo2,1977-03-01T20:50:08.388252,A
21029,770301-20-M1,geo4,1977-03-01T20:50:09.280753,A
21030,770301-20-M1,geo1,1977-03-01T20:50:11.065753,A
21031,770301-20-M2,geo2,1977-03-01T20:37:20.000000,C
21032,770301-20-M2,geo3,1977-03-01T20:36:58.000000,C
21033,770301-20-M3,geo4,1977-03-01T20:35:42.000000,C
21034,770301-20-M3,geo3,1977-03-01T20:35:48.000000,C
21035,770301-20-N1,geo3,1977-03-01T20:01:46.000000,D
21036,770301-20-N10,geo4,1977-03-01T20:54:39.000000,D
21037,770301-20-N2,geo3,1977-03-01T20:13:15.000000,D
21038,770301-20-N3,geo3,1977-03-01T20:17:56.000000,D
21039,770301-20-N4,geo4,1977-03-01T20:05:44.000000,D
21040,770301-20-N5,geo4,1977-03-01T20:15:55.000000,D
21041,770301-20-N6,geo4,1977-03-01T20:25:37.000000,D
21042,770301-20-N7,geo4,1977-03-01T20:26:38.000000,D
21043,770301-20-N8,geo4,1977-03-01T20:36:48.000000,D
21044,770301-20-N9,geo4,1977-03-01T20:46:44.000000,D
21045,770301-21-M1,geo1,1977-03-01T21:29:04.000000,C
21046,770301-21-M1,geo3,1977-03-01T21:29:09.000000,C
21047,770301-21-M2,geo2,1977-03-01T21:11:13.000000,C
21048,770301-21-M2,geo4,1977-03-01T21:10:45.000000,C
21049,770301-21-M3,geo2,1977-03-01T21:13:46.000000,B
21050,770301-21-M3,geo4,1977-03-01T21:13:40.000000,B
21051,770301-21-M3,geo3,1977-03-01T21:13:57.000000,B
21052,770301-21-M4,geo3,1977-03-01T21:09:11.000000,C
21053,770301-21-M4,geo4,1977-03-01T21:09:08.000000,C
21054,770301-21-N1,geo2,1977-03-01T21:28:10.000000,D
21055,770301-21-N2,geo3,1977-03-01T21:18:11.000000,D
21056,770301-21-N3,geo3,1977-03-01T21:21:12.000000,D
21057,770301-21-N4,geo4,1977-03-01T21:12:40.000000,D
21058,770302-01-M1,geo2,1977-03-02T01:35:24.000000,A
21059,770302-01-M1,geo4,1977-03-02T01:35:26.000000,A
21060,770302-01-M1,geo3,1977-03-02T01:35:51.418181,A
21061,770302-01-M1,geo1,1977-03-02T01:35:55.702181,A
21062,770302-01-N1,geo4,1977-03-02T01:10:07.000000,D
21063,770302-01-N2,geo4,1977-03-02T01:34:08.000000,D
21064,770302-02-M1,geo3,1977-03-02T02:02:17.776512,A
21065,770302-02-M1,geo1,1977-03-02T02:02:18.431012,A
21066,770302-02-M1,geo2,1977-03-02T02:02:31.461513,A
21067,770302-02-M1,geo4,1977-03-02T02:02:31.580513,A
21068,770302-02-M2,geo1,1977-03-02T02:29:04.000000,B
21069,770302-02-M2,geo2,1977-03-02T02:29:14.000000,B
21070,770302-02-M2,geo3,1977-03-02T02:28:59.000000,B
21071,770302-02-M3,geo2,1977-03-02T02:31:09.000000,C
21072,770302-02-M3,geo1,1977-03-02T02:31:04.000000,C
21073,770302-02-N1,geo4,1977-03-02T02:05:51.000000,D
21074,770302-02-N2,geo4,1977-03-02T02:17:21.000000,D
21075,770302-02-N3,geo4,1977-03-02T02:57:08.000000,D
21076,770302-08-M1,geo4,1977-03-02T08:10:02.000000,C
21077,770302-08-M1,geo3,1977-03-02T08:10:18.000000,C
21078,770302-08-N1,geo1,1977-03-02T08:11:00.000000,D
21079,770302-08-N2,geo2,1977-03-02T08:02:10.000000,D
21080,770302-08-N3,geo2,1977-03-02T08:25:04.000000,D
21081,770302-08-N4,geo2,1977-03-02T08:38:57.000000,D
21082,770302-08-N5,geo2,1977-03-02T08:45:03.000000,D
21083,770302-08-N6,geo4,1977-03-02T08:06:57.000000,D
21084,770302-11-M1,geo2,1977-03-02T11:22:01.410111,A
21085,770302-11-M1,geo1,1977-03-02T11:22:03.552111,A
21086,770302-11-M1,geo4,1977-03-02T11:22:04.325611,A
21087,770302-11-M1,geo3,1977-03-02T11:22:04.504111,A
21088,770302-11-M2,geo4,1977-03-02T11:33:39.000000,C
21089,770302-11-M2,geo2,1977-03-02T11:33:33.000000,C
21090,770302-11-N1,geo2,1977-03-02T11:54:07.000000,D
21091,770302-18-M1,geo4,1977-03-02T18:16:00.177081,A
21092,770302-18-M1,geo3,1977-03-02T18:16:21.716082,A
21093,770302-18-M1,geo2,1977-03-02T18:16:23.679583,A
21094,770302-18-M1,geo1,1977-03-02T18:16:30.224583,A
21095,770302-18-M2,geo2,1977-03-02T18:04:13.000000,B
21096,770302-18-M2,geo3,1977-03-02T18:04:14.000000,B
21097,770302-18-M2,geo4,1977-03-02T18:04:20.000000,B
21098,770302-18-M3,geo4,1977-03-02T18:20:08.000000,C
21099,770302-18-M3,geo2,1977-03-02T18:19:56.000000,C
21100,770302-18-M4,geo2,1977-03-02T18:47:45.000000,B
21101,770302-18-M4,geo4,1977-03-02T18:47:46.000000,B
21102,770302-18-M4,geo3,1977-03-02T18:47:53.000000,B
21103,770302-18-N1,geo1,1977-03-02T18:48:44.000000,D
21104,770302-18-N2,geo2,1977-03-02T18:13:36.000000,D
21105,770302-18-N3,geo2,1977-03-02T18:25:43.000000,D
21106,770302-18-N4,geo4,1977-03-02T18:26:25.000000,D
21107,770302-18-N5,geo4,1977-03-02T18:27:49.000000,D
21108,770302-19-M1,geo4,1977-03-02T19:25:49.643630,A
21109,770302-19-M1,geo2,1977-03-02T19:25:50.952630,A
21110,770302-19-M1,geo3,1977-03-02T19:25:51.488130,A
21111,770302-19-M1,geo1,1977-03-02T19:25:53.749130,A
21112,770302-19-M2,geo4,1977-03-02T19:58:12.029793,A
21113,770302-19-M2,geo2,1977-03-02T19:58:12.922293,A
21114,770302-19-M2,geo1,1977-03-02T19:58:13.160293,A
21115,770302-19-M2,geo3,1977-03-02T19:58:13.160293,A
21116,770302-19-M3,geo3,1977-03-02T19:21:56.000000,C
21117,770302-19-M3,geo2,1977-03-02T19:21:41.000000,C
21118,770302-19-M4,geo3,1977-03-02T19:39:35.000000,B
21119,770302-19-M4,geo4,1977-03-02T19:39:24.000000,B
21120,770302-19-M4,geo2,1977-03-02T19:39:40.000000,B
21121,770302-19-N1,geo2,1977-03-02T19:10:20.000000,D
21122,770302-19-N2,geo2,1977-03-02T19:15:36.000000,D
21123,770302-19-N3,geo2,1977-03-02T19:16:39.000000,D
21124,770302-19-N4,geo3,1977-03-02T19:41:10.000000,D
21125,770302-19-N5,geo4,1977-03-02T19:13:59.000000,D
21126,770302-19-N6,geo4,1977-03-02T19:49:43.000000,D
21127,770302-20-M1,geo4,1977-03-02T20:06:56.721035,A
21128,770302-20-M1,geo2,1977-03-02T20:07:00.053035,A
21129,770302-20-M1,geo1,1977-03-02T20:07:00.410035,A
21130,770302-20-M1,geo3,1977-03-02T20:07:01.243035,A
21131,770302-22-M1,geo3,1977-03-02T22:04:51.720024,A
21132,770302-22-M1,geo2,1977-03-02T22:04:51.958025,A
21133,770302-22-M1,geo1,1977-03-02T22:04:52.612525,A
21134,770302-22-M1,geo4,1977-03-02T22:04:54.219025,A
21135,770302-22-M2,geo2,1977-03-02T22:49:12.000000,C
21136,770302-22-M2,geo4,1977-03-02T22:49:12.000000,C
21137,770302-22-N1,geo3,1977-03-02T22:21:05.000000,D
21138,770302-23-M1,geo2,1977-03-02T23:49:10.120748,A
21139,770302-23-M1,geo3,1977-03-02T23:49:10.715748,A
21140,770302-23-M1,geo4,1977-03-02T23:49:10.894248,A
21141,770302-23-M1,geo1,1977-03-02T23:49:11.727248,A
21142,770302-23-N1,geo1,1977-03-02T23:25:09.000000,D
21143,770302-23-N2,geo1,1977-03-02T23:27:16.000000,D
21144,770302-23-N3,geo4,1977-03-02T23:39:39.000000,D
21145,770303-00-M1,geo2,1977-03-03T00:08:02.646946,A
21146,770303-00-M1,geo4,1977-03-03T00:08:03.241946,A
21147,770303-00-M1,geo3,1977-03-03T00:08:03.420445,A
21148,770303-00-M1,geo1,1977-03-03T00:08:04.015445,A
21149,770303-00-M2,geo2,1977-03-03T00:30:21.754067,A
21150,770303-00-M2,geo1,1977-03-03T00:30:24.074566,A
21151,770303-00-M2,geo3,1977-03-03T00:30:37.521560,A
21152,770303-00-M2,geo4,1977-03-03T00:30:39.604059,A
21153,770303-00-N1,geo1,1977-03-03T00:41:47.000000,D
21154,770303-02-M1,geo2,1977-03-03T02:32:53.513166,A
21155,770303-02-M1,geo4,1977-03-03T02:32:57.142666,A
21156,770303-02-M1,geo1,1977-03-03T02:33:03.509166,A
21157,770303-02-M1,geo3,1977-03-03T02:33:04.342167,A
21158,770303-02-M2,geo1,1977-03-03T02:36:50.000000,C
21159,770303-02-M2,geo3,1977-03-03T02:36:59.000000,C
21160,770303-07-M1,geo4,1977-03-03T07:44:51.610226,A
21161,770303-07-M1,geo3,1977-03-03T07:44:55.834726,A
21162,770303-07-M1,geo1,1977-03-03T07:44:57.917226,A
21163,770303-07-M1,geo2,1977-03-03T07:45:01.546727,A
21164,770303-07-M2,geo3,1977-03-03T07:34:40.000000,B
21165,770303-07-M2,geo2,1977-03-03T07:34:51.000000,B
21166,770303-07-M2,geo4,1977-03-03T07:34:43.000000,B
21167,770303-07-N1,geo2,1977-03-03T07:30:14.000000,D
21168,770303-07-N2,geo2,1977-03-03T07:38:09.000000,D
21169,770303-08-M1,geo3,1977-03-03T08:35:35.000000,C
21170,770303-08-M1,geo1,1977-03-03T08:35:25.000000,C
21171,770303-08-M2,geo2,1977-03-03T08:25:51.000000,C
21172,770303-08-M2,geo4,1977-03-03T08:25:37.000000,C
21173,770303-08-N1,geo4,1977-03-03T08:34:11.000000,D
21174,770303-13-M1,geo1,1977-03-03T13:03:21.000000,C
21175,770303-13-M1,geo3,1977-03-03T13:03:05.000000,C
21176,770303-13-M2,geo2,1977-03-03T13:32:43.000000,C
21177,770303-13-M2,geo4,1977-03-03T13:32:49.000000,C
21178,770303-13-N1,geo2,1977-03-03T13:02:04.000000,D
21179,770303-19-M1,geo2,1977-03-03T19:10:27.300053,A
21180,770303-19-M1,geo4,1977-03-03T19:10:29.739553,A
21181,770303-19-M1,geo1,1977-03-03T19:10:34.023553,A
21182,770303-19-M1,geo3,1977-03-03T19:10:34.440053,A
21183,770303-19-M2,geo2,1977-03-03T19:56:30.709785,A
21184,770303-19-M2,geo4,1977-03-03T19:56:31.126285,A
21185,770303-19-M2,geo3,1977-03-03T19:56:31.602285,A
21186,770303-19-M2,geo1,1977-03-03T19:56:32.613785,A
21187,770304-01-M1,geo4,1977-03-04T01:08:09.387541,A
21188,770304-01-M1,geo2,1977-03-04T01:08:14.207041,A
21189,770304-01-M1,geo1,1977-03-04T01:08:24.084042,A
21190,770304-01-M1,geo3,1977-03-04T01:08:24.798042,A
21191,770304-01-M2,geo3,1977-03-04T01:40:16.000000,B
21192,770304-01-M2,geo1,1977-03-04T01:40:11.000000,B
21193,770304-01-M2,geo4,1977-03-04T01:40:13.000000,B
21194,770304-01-M3,geo4,1977-03-04T01:25:32.000000,B
21195,770304-01-M3,geo2,1977-03-04T01:25:48.000000,B
21196,770304-01-M3,geo3,1977-03-04T01:25:33.000000,B
21197,770304-03-M1,geo4,1977-03-04T03:09:53.495550,A
21198,770304-03-M1,geo3,1977-03-04T03:09:55.042550,A
21199,770304-03-M1,geo2,1977-03-04T03:09:55.102050,A
21200,770304-03-M1,geo1,1977-03-04T03:09:55.816050,A
21201,770304-03-N1,geo1,1977-03-04T03:20:15.000000,D
21202,770304-08-M1,geo2,1977-03-04T08:07:23.122037,A
21203,770304-08-M1,geo1,1977-03-04T08:07:23.419537,A
21204,770304-08-M1,geo3,1977-03-04T08:07:29.012538,A
21205,770304-08-M1,geo4,1977-03-04T08:07:32.880038,A
21206,770304-08-M2,geo3,1977-03-04T08:28:01.708141,A
21207,770304-08-M2,geo1,1977-03-04T08:28:02.898141,A
21208,770304-08-M2,geo2,1977-03-04T08:28:02.898141,A
21209,770304-08-M2,geo4,1977-03-04T08:28:03.612141,A
21210,770304-08-N1,geo1,1977-03-04T08:18:44.000000,D
21211,770304-09-M1,geo4,1977-03-04T09:02:28.546012,A
21212,770304-09-M1,geo2,1977-03-04T09:02:29.557513,A
21213,770304-09-M1,geo3,1977-03-04T09:02:30.331013,A
21214,770304-09-M1,geo1,1977-03-04T09:02:32.056513,A
21215,770304-10-M1,geo4,1977-03-04T10:16:35.239584,A
21216,770304-10-M1,geo3,1977-03-04T10:16:36.667584,A
21217,770304-10-M1,geo2,1977-03-04T10:16:37.917084,A
21218,770304-10-M1,geo1,1977-03-04T10:16:38.809584,A
21219,770304-10-N1,geo4,1977-03-04T10:06:39.000000,D
21220,770304-10-N2,geo4,1977-03-04T10:09:56.000000,D
21221,770304-16-M1,geo1,1977-03-04T16:27:31.000000,B
21222,770304-16-M1,geo4,1977-03-04T16:27:44.000000,B
21223,770304-16-M1,geo3,1977-03-04T16:27:28.000000,B
21224,770304-16-M2,geo3,1977-03-04T16:31:07.000000,C
21225,770304-16-M2,geo1,1977-03-04T16:31:10.000000,C
21226,770304-16-M3,geo2,1977-03-04T16:52:38.540681,A
21227,770304-16-M3,geo1,1977-03-04T16:52:44.193178,A
21228,770304-16-M3,geo3,1977-03-04T16:52:46.037677,A
21229,770304-16-M3,geo4,1977-03-04T16:52:47.822677,A
21230,770305-01-M1,geo4,1977-03-05T01:35:17.885678,A
21231,770305-01-M1,geo3,1977-03-05T01:35:18.659178,A
21232,770305-01-M1,geo1,1977-03-05T01:35:18.897178,A
21233,770305-01-M1,geo2,1977-03-05T01:35:19.730178,A
21234,770305-02-M1,geo1,1977-03-05T02:28:52.000000,C
21235,770305-02-M1,geo4,1977-03-05T02:28:53.000000,C
21236,770305-02-M2,geo3,1977-03-05T02:30:48.384655,A
21237,770305-02-M2,geo4,1977-03-05T02:30:48.682155,A
21238,770305-02-M2,geo1,1977-03-05T02:30:49.098655,A
21239,770305-02-M2,geo2,1977-03-05T02:30:49.812655,A
21240,770305-02-M3,geo2,1977-03-05T02:02:40.000000,C
21241,770305-02-M3,geo4,1977-03-05T02:02:19.000000,C
21242,770305-02-M4,geo2,1977-03-05T02:08:10.000000,C
21243,770305-02-M4,geo4,1977-03-05T02:08:05.000000,C
21244,770305-02-M5,geo4,1977-03-05T02:09:41.000000,C
21245,770305-02-M5,geo2,1977-03-05T02:09:45.000000,C
21246,770305-02-N1,geo3,1977-03-05T02:10:19.000000,D
21247,770305-02-N2,geo3,1977-03-05T02:17:15.000000,D
21248,770305-02-N3,geo3,1977-03-05T02:44:02.000000,D
21249,770305-03-M1,geo2,1977-03-05T03:33:12.740167,A
21250,770305-03-M1,geo3,1977-03-05T03:33:14.882167,A
21251,770305-03-M1,geo4,1977-03-05T03:33:16.131668,A
21252,770305-03-M1,geo1,1977-03-05T03:33:16.607668,A
21253,770305-03-M2,geo4,1977-03-05T03:12:51.000000,C
21254,770305-03-M2,geo3,1977-03-05T03:13:05.000000,C
21255,770305-03-N1,geo4,1977-03-05T03:04:27.000000,D
21256,770305-06-M1,geo1,1977-03-05T06:25:47.000000,B
21257,770305-06-M1,geo2,1977-03-05T06:25:49.000000,B
21258,770305-06-M1,geo4,1977-03-05T06:25:42.000000,B
21259,770305-06-M2,geo3,1977-03-05T06:20:56.000000,B
21260,770305-06-M2,geo4,1977-03-05T06:20:55.000000,B
21261,770305-06-M2,geo2,1977-03-05T06:20:52.000000,B
