evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,grade_new,isol_or_rpt,num_per_family,emergence_s,picktime_SNR,Regolith_Temp_K,Rock_Temp_K,interval_day_number,diurnal_interval,duration_s,PGV,mean_amplitude,theta_mean_lag_deg,theta_sd_lag_deg,theta_mean_snr_deg,theta_sd_snr_deg
770207-08-M3,770207-08-M3,2,1977-02-07 08:03:47.600000,1.0,0.0,3,35,C,BB,isolated,1,4.818368,1977-02-07 08:03:47.600000,284.8884977777778,311.0993066666667,28.218780092592592,sunset6,29.600000129751763,0.0101102183418529,0.0020299174115168,225.4787642244452,122.91373109218429,318.591532637933,102.39181916448238
770207-08-M3,770207-08-M3,3,1977-02-07 08:03:47.500000,1.0,0.0,3,35,C,BB,isolated,1,0.845239,1977-02-07 08:03:47.500000,284.8885555555556,311.09933333333333,28.218778935185185,sunset6,29.700000129751764,0.0063229455079594,0.0013489607047772,225.4787642244452,122.91373109218429,318.591532637933,102.39181916448238
770207-08-M3,770207-08-M3,4,1977-02-07 08:03:48.000000,1.0,0.0,3,35,C,BB,isolated,1,5.566327,1977-02-07 08:03:48.000000,284.88826666666665,311.0992,28.21878472222222,sunset6,447.1000001297848,0.0099180352053099,0.001255194637852,225.4787642244452,122.91373109218429,318.591532637933,102.39181916448238
770207-05-M9,770207-05-M9,2,1977-02-07 05:50:55.100000,1.0,0.0,3,35,C,BB,isolated,1,28.650001,1977-02-07 05:50:55.100000,289.3886859259259,313.2072340740741,28.12650578703704,sunset6,48.60000012975203,0.0110952412631575,0.0012725804385554,225.4787642244452,122.91373109218429,165.691054280973,99.05459652373392
770207-05-M9,770207-05-M9,3,1977-02-07 05:50:55.000000,1.0,0.0,3,35,C,BB,isolated,1,16.258504,1977-02-07 05:50:55.000000,289.3887407407408,313.2072592592593,28.12650462962963,sunset6,88.50000012975086,0.00819515716982,0.0009408813825627,225.4787642244452,122.91373109218429,165.691054280973,99.05459652373392
770207-05-M9,770207-05-M9,4,1977-02-07 05:50:54.700000,1.0,0.0,3,35,C,BB,isolated,1,7.153742,1977-02-07 05:50:54.700000,289.38890518518514,313.2073348148148,28.12650115740741,sunset6,41.100000129751926,0.0075612099801246,0.0009863214887651,225.4787642244452,122.91373109218429,165.691054280973,99.05459652373392
770207-11-M1,770207-11-M1,1,1977-02-07 11:01:52.698635,1.0,0.0,3,35,A,BB,isolated,1,63.889457,1977-02-07 11:01:52.698635,278.46987640488885,308.2016107545926,28.342450215682867,sunset6,453.2000001297862,0.0086858077584752,0.0011921642440221,274.86559046753115,2.270077637793903,176.05846959465742,5.501549279600632
770207-11-M1,770207-11-M1,2,1977-02-07 11:01:51.798635,1.0,0.0,3,35,A,BB,isolated,1,61.660206,1977-02-07 11:01:51.798635,278.47043640488886,308.201864087926,28.3424397990162,sunset6,153.2000001297472,0.0061318231772452,0.0010460315581271,274.86559046753115,2.270077637793903,176.05846959465742,5.501549279600632
770207-11-M1,770207-11-M1,4,1977-02-07 11:01:48.198635,1.0,0.0,3,35,A,BB,isolated,1,64.494899,1977-02-07 11:01:48.198635,278.4726764048889,308.2028774212593,28.342398132349533,sunset6,176.50000012974587,0.0089988811286296,0.0014605592558575,274.86559046753115,2.270077637793903,176.05846959465742,5.501549279600632
770207-12-M2,770207-12-M2,1,1977-02-07 12:38:46.224694,1.0,0.0,3,35,A,BB,isolated,1,17.661566,1977-02-07 12:38:46.224694,274.7636461253926,306.5952108268741,28.409736396921296,sunset6,100.1000001297502,0.0059905289157866,0.001365360453917,325.99453220185734,47.87026940073553,200.05309891163873,0.5795048733831989
770207-12-M2,770207-12-M2,3,1977-02-07 12:38:39.624694,1.0,0.0,3,35,A,BB,isolated,1,49.593199,1977-02-07 12:38:39.624694,274.7679483476148,306.59706860465184,28.409660008032407,sunset6,210.500000129744,0.006641169270632,0.0014865876214627,325.99453220185734,47.87026940073553,200.05309891163873,0.5795048733831989
770207-12-M2,770207-12-M2,4,1977-02-07 12:38:34.924694,1.0,0.0,3,35,A,BB,isolated,1,44.250682,1977-02-07 12:38:34.924694,274.7710120513185,306.59839156761484,28.409605609884256,sunset6,152.20000012974725,0.0078862490726735,0.0015641020205836,325.99453220185734,47.87026940073553,200.05309891163873,0.5795048733831989
770206-09-M2,770206-09-M2,2,1977-02-06 09:50:20.133333,1.0,0.0,3,35,B,BB,isolated,1,38.181294,1977-02-06 09:50:20.133333,321.89143209888886,330.18360197537777,27.29276774690972,sunset6,93.40000012975058,0.0061221250446144,0.0012054550960548,225.48323070005603,122.91388726301331,120.09821624916577,0.19181405327073775
770206-09-M2,770206-09-M2,3,1977-02-06 09:50:11.933333,1.0,0.0,3,35,B,BB,isolated,1,22.563266,1977-02-06 09:50:11.933333,321.894469135926,330.18530271611854,27.29267283950232,sunset6,226.50000012974303,0.0050063311682419,0.000849238276582,225.48323070005603,122.91388726301331,120.09821624916577,0.19181405327073775
770206-09-M2,770206-09-M2,4,1977-02-06 09:50:13.333333,1.0,0.0,3,35,B,BB,isolated,1,31.962586,1977-02-06 09:50:13.333333,321.89395061740737,330.18501234574813,27.292689043206018,sunset6,91.10000012975073,0.0049256364253743,0.000883317688206,225.48323070005603,122.91388726301331,120.09821624916577,0.19181405327073775
770206-20-M1,770206-20-M1,1,1977-02-06 20:03:12.900000,1.0,0.0,3,35,C,BB,isolated,1,7.436736,1977-02-06 20:03:12.900000,306.8642666666667,321.9676088888889,27.71837847222222,sunset6,71.00000012975185,0.0065525847031187,0.001201909500477,200.00282245636816,112.94873685953264,234.1650504442165,0.9473072126455246
770206-20-M1,770206-20-M1,3,1977-02-06 20:03:10.800000,1.0,0.0,3,35,C,BB,isolated,1,6.552042,1977-02-06 20:03:10.800000,306.8652,321.96810666666664,27.718354166666664,sunset6,58.40000012975217,0.0057574544721736,0.0012219230346687,200.00282245636816,112.94873685953264,234.1650504442165,0.9473072126455246
770206-20-M1,770206-20-M1,4,1977-02-06 20:03:10.800000,1.0,0.0,3,35,C,BB,isolated,1,0.599661,1977-02-06 20:03:10.800000,306.8652,321.96810666666664,27.718354166666664,sunset6,64.20000012975224,0.0058964924763838,0.0014098491783952,200.00282245636816,112.94873685953264,234.1650504442165,0.9473072126455246
770129-00-M4,770129-00-M4,2,1977-01-29 00:25:31.000000,1.0,0.0,3,35,C,BB,isolated,1,8.977892,1977-01-29 00:25:31.000000,366.6921777777778,326.5355851851852,18.900532407407407,sunrise6,351.0000001297629,0.0067875191323054,0.0015047844353787,225.4787642244452,122.91373109218429,202.61551878146815,0.13648215092516575
770129-00-M4,770129-00-M4,3,1977-01-29 00:25:31.600000,1.0,0.0,3,35,C,BB,isolated,1,5.444219,1977-01-29 00:25:31.600000,366.69228444444445,326.5357362962963,18.90053935185185,sunrise6,296.6000001297506,0.0111932364398983,0.0023548391474882,225.4787642244452,122.91373109218429,202.61551878146815,0.13648215092516575
770129-00-M4,770129-00-M4,4,1977-01-29 00:25:29.900000,1.0,0.0,3,35,C,BB,isolated,1,57.416328,1977-01-29 00:25:29.900000,366.69198222222224,326.53530814814815,18.900519675925924,sunrise6,198.50000012974465,0.0090399300543817,0.0010783954696876,225.4787642244452,122.91373109218429,202.61551878146815,0.13648215092516575
770206-20-M2,770206-20-M2,1,1977-02-06 20:23:59.200000,1.0,0.0,3,35,C,BB,isolated,1,42.653743,1977-02-06 20:23:59.200000,306.3023674074074,321.6721896296296,27.732803240740743,sunset6,157.20000012974697,0.0053669987183351,0.0010843235078441,19.79064621055571,132.86220362527575,349.947854065911,0.33012403748143565
770206-20-M2,770206-20-M2,3,1977-02-06 20:23:58.000000,1.0,0.0,3,35,C,BB,isolated,1,33.156464,1977-02-06 20:23:58.000000,306.30291851851854,321.67247407407405,27.732789351851853,sunset6,120.30000012974904,0.0079805735872125,0.0012310459501544,19.79064621055571,132.86220362527575,349.947854065911,0.33012403748143565
770206-20-M2,770206-20-M2,4,1977-02-06 20:24:03.000000,1.0,0.0,3,35,C,BB,isolated,1,17.994899,1977-02-06 20:24:03.000000,306.3006222222222,321.67128888888885,27.732847222222222,sunset6,125.00000012974878,0.0074513205492563,0.0011456339460547,19.79064621055571,132.86220362527575,349.947854065911,0.33012403748143565
770206-15-N1,770206-15-N1,1,1977-02-06 15:43:40.800000,1.0,0.0,3,35,D,BB,isolated,1,33.285035,1977-02-06 15:43:40.800000,313.5628533333333,325.55760000000004,27.53814583333333,sunset6,284.4000001297478,0.0051433307476879,0.0009845087031352,199.9624257219338,158.80305194411687,44.144996521719634,2.9360411566595213
770206-15-N1,770206-15-N1,3,1977-02-06 15:43:43.200000,1.0,0.0,3,35,D,BB,isolated,1,26.12313,1977-02-06 15:43:43.200000,313.56185777777773,325.5570666666667,27.538173611111112,sunset6,95.20000012975048,0.0055994040210344,0.0011450714929214,199.9624257219338,158.80305194411687,44.144996521719634,2.9360411566595213
770206-15-N1,770206-15-N1,4,1977-02-06 15:43:43.600000,1.0,0.0,3,35,D,BB,isolated,1,11.581974,1977-02-06 15:43:43.600000,313.56169185185183,325.5569777777778,27.53817824074074,sunset6,84.90000012975106,0.0058686992141687,0.0012312387651037,199.9624257219338,158.80305194411687,44.144996521719634,2.9360411566595213
770206-16-M2,770206-16-M2,1,1977-02-06 16:15:31.905203,1.0,0.0,3,35,A,BB,isolated,1,11.875511,1977-02-06 16:15:31.905203,312.77009858245924,325.12577061854813,27.560265106516205,sunset6,165.00000012974652,0.0058045453087203,0.0011056018446735,20.25508071816811,177.1571424968487,150.7071570883148,0.023109863391681026
770206-16-M2,770206-16-M2,3,1977-02-06 16:15:33.705203,1.0,0.0,3,35,A,BB,isolated,1,18.851022,1977-02-06 16:15:33.705203,312.7693519157926,325.12534395188146,27.56028593984953,sunset6,170.10000012974623,0.0050169636687324,0.0007365755539199,20.25508071816811,177.1571424968487,150.7071570883148,0.023109863391681026
770206-16-M2,770206-16-M2,4,1977-02-06 16:15:29.605203,1.0,0.0,3,35,A,BB,isolated,1,4.47313,1977-02-06 16:15:29.605203,312.77105265653336,325.12631580373335,27.56023848614583,sunset6,600.0,0.0036885310835932,0.0006101703293679,20.25508071816811,177.1571424968487,150.7071570883148,0.023109863391681026
770206-12-N2,770206-12-N2,1,1977-02-06 12:42:04.000000,1.0,0.0,3,35,D,BB,isolated,1,38.862246,1977-02-06 12:42:04.000000,317.95779259259257,327.9691111111111,27.41202546296296,sunset6,111.80000012974952,0.0037202969191104,0.0007326835572025,343.25360664944384,102.5178994856618,89.98295792518225,0.4886623470014624
