evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,grade_new,isol_or_rpt,num_per_family,emergence_s,picktime_SNR,Regolith_Temp_K,Rock_Temp_K,interval_day_number,diurnal_interval,duration_s,PGV,theta_mean_lag_deg,theta_sd_lag_deg,theta_mean_snr_deg,theta_sd_snr_deg,possible_source
760929-13-M1,761028-23-M3,1,1976-09-29 13:25:00.665149,0.8710698288417195,0.2551020408163265,3,35,A,AA,repeating,6,3.091838,1976-09-29 13:25:00.920251,262.92402863408887,234.1380913447852,15.785600928831018,sunrise2,45.200000129751984,0.0051877010385625,165.57224415584,2.7118226182107903,167.71118664584228,3.0790044448471736,geophone_rock
760929-13-M1,761028-23-M3,2,1976-09-29 13:25:00.671612,0.8748680796736239,0.348639455782313,3,35,A,AA,repeating,6,3.306463,1976-09-29 13:25:01.020251,262.9241041896444,234.1381254188593,15.785602086238429,sunrise2,57.30000012975216,0.0061164401771727,165.57224415584,2.7118226182107903,167.71118664584228,3.0790044448471736,geophone_rock
770126-00-N1,770126-00-N1,3,1977-01-26 00:33:15.300000,1.0,0.0,3,35,D,AA,isolated,1,0.664287,1977-01-26 00:33:15.300000,277.17064,242.67944,15.90590625,sunrise6,31.300000129751787,0.0044471264496486,345.38928399137603,0.6101388678763452,338.8155632498348,0.7980084864364073,unclear
770126-00-N1,770126-00-N1,2,1977-01-26 00:33:15.500000,1.0,0.0,3,35,D,AA,isolated,1,1.595239,1977-01-26 00:33:15.500000,277.17077037037035,242.6795111111111,15.905908564814816,sunrise6,40.30000012975192,0.0035030770378464,345.38928399137603,0.6101388678763452,338.8155632498348,0.7980084864364073,unclear
770126-00-N1,770126-00-N1,1,1977-01-26 00:33:15.900000,1.0,0.0,3,35,D,AA,isolated,1,0.327892,1977-01-26 00:33:15.900000,277.1710311111111,242.6796533333333,15.905913194444445,sunrise6,21.00000012975164,0.0032893190706067,345.38928399137603,0.6101388678763452,338.8155632498348,0.7980084864364073,unclear
770126-00-N1,770126-00-N1,4,1977-01-26 00:33:16.900000,1.0,0.0,3,35,D,AA,isolated,1,26.334695,1977-01-26 00:33:16.900000,277.17168296296296,242.6800088888889,15.905924768518515,sunrise6,27.40000012975173,0.0042914140667606,345.38928399137603,0.6101388678763452,338.8155632498348,0.7980084864364073,unclear
760930-02-N2,760930-02-N2,3,1976-09-30 02:10:33.800000,1.0,0.0,3,35,D,DD,isolated,1,0.621769,1976-09-30 02:10:33.800000,291.55802666666665,250.36535111111112,16.317231481481482,sunrise2,19.900000129751625,0.0062925334158544,-1.0,-1.0,-1.0,-1.0,geophone_rock
760831-14-M4,760831-14-M4,3,1976-08-31 14:40:57.933333,1.0,0.0,3,35,B,AA,isolated,1,1.534355,1976-08-31 14:40:57.933333,290.7178172837778,247.48393185173333,16.33053163579861,sunrise1,33.80000012975182,0.0135634777952797,122.2000605816722,59.74481632277383,244.5597455850801,2.3257585835887458,geophone_rock
760831-14-M4,760831-14-M4,2,1976-08-31 14:40:59.233333,1.0,0.0,3,35,B,AA,isolated,1,5.617008,1976-08-31 14:40:59.233333,290.71849135785186,247.4843940739556,16.33054668209491,sunrise1,30.70000012975178,0.0026578222673253,122.2000605816722,59.74481632277383,244.5597455850801,2.3257585835887458,geophone_rock
760831-14-M4,760831-14-M4,4,1976-08-31 14:40:59.633333,1.0,0.0,3,35,B,AA,isolated,1,4.341157,1976-08-31 14:40:59.633333,290.71869876525926,247.48453629617777,16.330551311724534,sunrise1,36.000000129751854,0.0045199584231725,122.2000605816722,59.74481632277383,244.5597455850801,2.3257585835887458,geophone_rock
