evid,mean_arrival_time,grade,Regolith_Temp_K,Rock_Temp_K,interval_day_number,diurnal_interval,PGV_geo1,PGV_geo2,PGV_geo3,PGV_geo4,PGV_mean_124,PGV_mean_123,PGV_mean_234,PGV_mean_134
760815-09-M3,1976-08-15T09:02:48.500000,C,127.92261481481482,257.2825703703704,0.0957002314814814,night1,0.0047156622323482,0.0042641795324518,0.0050160608546057,0.0039226928273773,0.0043008448640591,0.0046653008731352,0.0044009777381449,0.0045514719714437
760815-09-N2,1976-08-15T09:35:03.000000,D,127.06648888888888,256.7492,0.1180902777777777,night1,0.0030300531218979,0.0030389223051077,0.0032782588860205,0.0044152980213893,0.0034947578161316,0.0031157447710087,0.0035774930708391,0.0035745366764359
760815-09-M1,1976-08-15T09:36:38.666667,B,127.02538765417778,256.7236888888,0.1191975308680555,night1,0.0070862168632584,0.005091896318441,0.0064255410180182,0.0049409576054277,0.0057063569290423,0.0062012180665725,0.0054861316472956,0.0061509051622347
760815-09-N1,1976-08-15T09:40:23.000000,D,126.9290074074074,256.66386666666665,0.1217939814814814,night1,0.0032381246635429,0.003381365673369,0.0048456677614393,0.0046571418715116,0.0037588774028078,0.003821719366117,0.0042947251021066,0.0042469780988312
760815-09-M2,1976-08-15T09:50:55.666667,B,126.65719506158518,256.4951555554667,0.129116512349537,night1,0.0037223254559433,0.0044507111370299,0.0036402971952229,0.0038278037182568,0.0040002801037433,0.0039377779293987,0.0039729373501698,0.0037301421231409
760815-10-M1,1976-08-15T10:36:36.676434,A,125.5113294264,255.7959729934222,0.1608411624305555,night1,0.0045983402994173,0.0046921525889985,0.0048508232749919,0.0056958314541473,0.004995441447521,0.0047137720544692,0.0050796024393792,0.0050483316761855
760815-11-N2,1976-08-15T11:01:25.000000,D,124.916,255.42525925925924,0.1780671296296296,night1,0.0034665464384581,0.0030559204997316,0.0032228403112519,0.0041888510215406,0.0035704393199101,0.0032484357498138,0.0034892039441747,0.0036260792570835
760815-11-M1,1976-08-15T11:31:00.000000,C,124.23022222222222,255.00244444444445,0.1986111111111111,night1,0.0030666590124568,0.0028988815833421,0.0027499360245996,0.004600987306517,0.0035221759674386,0.0029051588734661,0.0034166016381529,0.0034725274478578
760815-11-M3,1976-08-15T11:36:25.500000,C,124.10484444444444,254.92528888888887,0.2023784722222222,night1,0.0028794844996474,0.0036931571365096,0.0026763500298468,0.0028598193349651,0.0031441536570407,0.0030829972220012,0.0030764421671071,0.0028052179548197
760815-11-N1,1976-08-15T11:45:03.000000,D,123.91222222222224,254.8093333333333,0.2083680555555555,night1,0.0035235093495134,0.0036210885544121,0.0033030315249938,0.0044744702143665,0.0038730227060973,0.003482543142973,0.0037995300979241,0.0037670036962912
760815-11-M2,1976-08-15T11:48:27.666667,B,123.83641975296295,254.76385185177776,0.2107368827199074,night1,0.009509345584936,0.0071312653334378,0.0102750052100005,0.0094993241052907,0.0087133116745548,0.0089718720427914,0.0089685315495763,0.0097612249667423
760815-12-N2,1976-08-15T12:12:16.000000,D,123.30831111111112,254.43644444444445,0.2272685185185185,night1,0.0064206788710836,0.0061817515347958,0.0076198323695427,0.0090212868959774,0.0072079057672856,0.006740754258474,0.0076076236001053,0.0076872660455345
