evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,grade_new,isol_or_rpt,num_per_family,emergence_s,picktime_SNR,Regolith_Temp_K,Rock_Temp_K,interval_day_number,diurnal_interval,duration_s,PGV,mean_amplitude,theta_mean_lag_deg,theta_sd_lag_deg,theta_mean_snr_deg,theta_sd_snr_deg
770325-15-M1,770325-15-M1,1,1977-03-25 15:14:47.598075,1.0,0.0,3,35,A,AA,isolated,1,5.064967,1977-03-25 15:14:47.598075,234.82677128,225.54299202222225,15.385273125868055,sunrise8,202.3000001297444,0.0358206350892397,0.0072423083975201,109.56749254574588,0.0040585551659629,102.39263869849756,0.3676547779453461
770325-15-M1,770325-15-M1,2,1977-03-25 15:14:49.598075,1.0,0.0,3,35,A,AA,isolated,1,10.454423,1977-03-25 15:14:49.598075,234.8289046133333,225.5435846148148,15.385296274016206,sunrise8,193.8000001297449,0.0173187580738495,0.0036282074598314,109.56749254574588,0.0040585551659629,102.39263869849756,0.3676547779453461
770325-15-M1,770325-15-M1,3,1977-03-25 15:14:48.098075,1.0,0.0,3,35,A,AA,isolated,1,8.32347,1977-03-25 15:14:48.098075,234.82730461333333,225.5431401703704,15.385278912905092,sunrise8,138.10000012974805,0.0289846480639005,0.0060432580734994,109.56749254574588,0.0040585551659629,102.39263869849756,0.3676547779453461
770325-15-M1,770325-15-M1,4,1977-03-25 15:14:47.898075,1.0,0.0,3,35,A,AA,isolated,1,9.645919,1977-03-25 15:14:47.898075,234.82709128,225.5430809111111,15.385276598090275,sunrise8,177.6000001297458,0.0302645545950843,0.0058804498309684,109.56749254574588,0.0040585551659629,102.39263869849756,0.3676547779453461
770325-12-M5,770325-12-M5,1,1977-03-25 12:25:53.507256,1.0,0.0,3,35,A,AA,isolated,1,4.682314,1977-03-25 12:25:53.507256,223.1802385518222,222.6172835239111,15.267980408055555,sunrise8,174.90000012974596,0.0411522009757839,0.0070212266877082,61.2843368823558,103.96622524671268,98.94501578989622,2.071893747057412
770325-12-M5,770325-12-M5,2,1977-03-25 12:25:54.707256,1.0,0.0,3,35,A,AA,isolated,1,10.87177,1977-03-25 12:25:54.707256,223.1817141073778,222.6176213016889,15.267994296944444,sunrise8,146.40000012974758,0.0160119109478761,0.0031874703894518,61.2843368823558,103.96622524671268,98.94501578989622,2.071893747057412
770325-12-M5,770325-12-M5,3,1977-03-25 12:25:54.507256,1.0,0.0,3,35,A,AA,isolated,1,7.568368,1977-03-25 12:25:54.507256,223.18146818145183,222.6175650053926,15.267991982129631,sunrise8,137.5000001297481,0.0278532862038735,0.0058429400014733,61.2843368823558,103.96622524671268,98.94501578989622,2.071893747057412
770325-12-M5,770325-12-M5,4,1977-03-25 12:25:53.807256,1.0,0.0,3,35,A,AA,isolated,1,9.27177,1977-03-25 12:25:53.807256,223.1806074407111,222.61736796835555,15.267983880277775,sunrise8,157.70000012974694,0.0283751288863401,0.0051353960057387,61.2843368823558,103.96622524671268,98.94501578989622,2.071893747057412
770326-12-M5,770326-12-M5,1,1977-03-26 12:55:57.321157,1.0,0.0,3,35,A,AA,isolated,1,5.008164,1977-03-26 12:55:57.321157,292.04057128373336,252.0237141891556,16.288857883761576,sunrise8,58.40000012975217,0.0099322559449091,0.0021064086121377,83.47962684563132,2.459695799092976,84.61229520620218,0.6031831125804814
770326-12-M5,770326-12-M5,2,1977-03-26 12:55:59.121157,1.0,0.0,3,35,A,AA,isolated,1,5.019389,1977-03-26 12:55:59.121157,292.0415312837333,252.0243541891556,16.288878717094907,sunrise8,132.1000001297484,0.0049736455309269,0.0011898000569297,83.47962684563132,2.459695799092976,84.61229520620218,0.6031831125804814
770326-12-M5,770326-12-M5,3,1977-03-26 12:55:58.621157,1.0,0.0,3,35,A,AA,isolated,1,7.390137,1977-03-26 12:55:58.621157,292.0412646170667,252.02417641137777,16.28887293005787,sunrise8,106.80000012974982,0.0081393222514891,0.0018054032433407,83.47962684563132,2.459695799092976,84.61229520620218,0.6031831125804814
770326-12-M5,770326-12-M5,4,1977-03-26 12:55:58.121157,1.0,0.0,3,35,A,AA,isolated,1,2.209865,1977-03-26 12:55:58.121157,292.0409979504,252.0239986336,16.288867143020834,sunrise8,46.500000129752,0.0066438086391495,0.0016162535753596,83.47962684563132,2.459695799092976,84.61229520620218,0.6031831125804814
760817-13-M1,760817-13-M1,1,1976-08-17 13:52:52.974766,1.0,0.0,3,35,A,AA,isolated,1,6.129593,1976-08-17 13:52:52.974766,100.0286385323852,235.0386385323852,2.297140911643518,night1,100.80000012975016,0.0277008067909485,0.0065075712459669,110.933819913965,0.162701073558775,118.4605945525218,0.1032393998563044
760817-13-M1,760817-13-M1,2,1976-08-17 13:52:55.074766,1.0,0.0,3,35,A,AA,isolated,1,4.046599,1976-08-17 13:52:55.074766,100.02851408794074,235.0385140879408,2.297165217199074,night1,77.60000012975148,0.0134839788872236,0.0031454149492844,110.933819913965,0.162701073558775,118.4605945525218,0.1032393998563044
760817-13-M1,760817-13-M1,3,1976-08-17 13:52:53.274766,1.0,0.0,3,35,A,AA,isolated,1,3.202042,1976-08-17 13:52:53.274766,100.0286207546074,235.0386207546074,2.2971443838657404,night1,106.70000012974982,0.0248531279833847,0.0047586261267823,110.933819913965,0.162701073558775,118.4605945525218,0.1032393998563044
760817-13-M1,760817-13-M1,4,1976-08-17 13:52:52.574766,1.0,0.0,3,35,A,AA,isolated,1,12.014287,1976-08-17 13:52:52.574766,100.02866223608888,235.03866223608887,2.2971362820138888,night1,116.80000012974924,0.0191258904352175,0.0046002477486409,110.933819913965,0.162701073558775,118.4605945525218,0.1032393998563044
770326-13-M1,770326-13-M1,1,1977-03-26 13:05:30.989028,1.0,0.0,3,35,A,AA,isolated,1,2.918028,1977-03-26 13:05:30.989028,292.34652748160005,252.2276849877333,16.295497558194445,sunrise8,60.700000129752205,0.0074101443310792,0.0017341124367789,60.44578750620258,2.1587496532554136,92.85349788668954,0.6323140790604059
770326-13-M1,770326-13-M1,2,1977-03-26 13:05:32.889028,1.0,0.0,3,35,A,AA,isolated,1,9.657484,1977-03-26 13:05:32.889028,292.3475408149334,252.2283605432889,16.295519548935186,sunrise8,44.600000129751976,0.0043672318115429,0.0009996760845721,60.44578750620258,2.1587496532554136,92.85349788668954,0.6323140790604059
770326-13-M1,770326-13-M1,3,1977-03-26 13:05:31.989028,1.0,0.0,3,35,A,AA,isolated,1,12.19864,1977-03-26 13:05:31.989028,292.34706081493334,252.2280405432889,16.29550913226852,sunrise8,40.20000012975191,0.0063274670401643,0.0014030358672199,60.44578750620258,2.1587496532554136,92.85349788668954,0.6323140790604059
770326-13-M1,770326-13-M1,4,1977-03-26 13:05:31.589028,1.0,0.0,3,35,A,AA,isolated,1,2.241497,1977-03-26 13:05:31.589028,292.34684748160004,252.22789832106668,16.295504502638888,sunrise8,57.30000012975216,0.0083050993246401,0.0012857025993467,60.44578750620258,2.1587496532554136,92.85349788668954,0.6323140790604059
761227-12-M1,761227-12-M1,1,1976-12-27 12:12:34.641188,1.0,0.0,3,35,A,AA,isolated,1,14.760885,1976-12-27 12:12:34.641188,282.3395545169778,245.39831686684445,16.01654677300926,sunrise5,143.00000012974778,0.0279903227487919,0.0049020113108208,111.64558439152913,0.0003009076737623,83.51816179665468,0.6809454545836562
761227-12-M1,761227-12-M1,2,1976-12-27 12:12:36.841188,1.0,0.0,3,35,A,AA,isolated,1,19.82279,1976-12-27 12:12:36.841188,282.3409234058667,245.39909908906668,16.016572235972223,sunrise5,159.9000001297468,0.0163923083436008,0.0028728677303993,111.64558439152913,0.0003009076737623,83.51816179665468,0.6809454545836562
761227-12-M1,761227-12-M1,3,1976-12-27 12:12:35.641188,1.0,0.0,3,35,A,AA,isolated,1,13.157144,1976-12-27 12:12:35.641188,282.3401767392,245.3986724224,16.016558347083336,sunrise5,145.70000012974762,0.0240053542952355,0.004044454472316,111.64558439152913,0.0003009076737623,83.51816179665468,0.6809454545836562
761227-12-M1,761227-12-M1,4,1976-12-27 12:12:35.641188,1.0,0.0,3,35,A,AA,isolated,1,18.888436,1976-12-27 12:12:35.641188,282.3401767392,245.3986724224,16.016558347083336,sunrise5,154.40000012974713,0.0208668226581652,0.0037301458786437,111.64558439152913,0.0003009076737623,83.51816179665468,0.6809454545836562
761014-18-M2,761014-18-M2,1,1976-10-14 18:25:19.557003,1.0,0.0,3,35,A,AA,isolated,1,6.941497,1976-10-14 18:25:19.557003,110.9349282664,252.7924163108,1.4550874653125,night3,115.50000012974932,0.0263548862713388,0.0053617741524644,82.92462559758967,0.7673010940253191,67.96517067729343,4.186849958957843
761014-18-M2,761014-18-M2,2,1976-10-14 18:25:20.557003,1.0,0.0,3,35,A,AA,isolated,1,8.390477,1976-10-14 18:25:20.557003,110.93483937751112,252.7923126070963,1.455099039386574,night3,106.60000012974984,0.0158886707595776,0.0031338071395805,82.92462559758967,0.7673010940253191,67.96517067729343,4.186849958957843
761014-18-M2,761014-18-M2,3,1976-10-14 18:25:19.857003,1.0,0.0,3,35,A,AA,isolated,1,3.129593,1976-10-14 18:25:19.857003,110.93490159973334,252.79238519968888,1.4550909375347223,night3,89.5000001297508,0.0249532716661454,0.0045876501270452,82.92462559758967,0.7673010940253191,67.96517067729343,4.186849958957843
761014-18-M2,761014-18-M2,4,1976-10-14 18:25:20.257003,1.0,0.0,3,35,A,AA,isolated,1,2.44898,1976-10-14 18:25:20.257003,110.93486604417778,252.7923437182074,1.455095567164352,night3,94.9000001297505,0.0223043150851926,0.0042487740274323,82.92462559758967,0.7673010940253191,67.96517067729343,4.186849958957843
770223-23-M3,770223-23-M3,1,1977-02-23 23:23:11.373809,1.0,0.0,3,35,A,AA,isolated,1,6.664287,1977-02-23 23:23:11.373809,228.0623689588148,223.8683126277185,15.271312196863429,sunrise7,109.10000012974967,0.0086841183442538,0.0017849958979655,89.21814662600427,0.0317391789537687,88.50010965011943,0.005494750290954
770223-23-M3,770223-23-M3,2,1977-02-23 23:23:14.673809,1.0,0.0,3,35,A,AA,isolated,1,10.949321,1977-02-23 23:23:14.673809,228.066280069926,223.8692415166074,15.271350391307871,sunrise7,83.70000012975113,0.0039086376404338,0.0008518529850968,89.21814662600427,0.0317391789537687,88.50010965011943,0.005494750290954
770223-23-M3,770223-23-M3,3,1977-02-23 23:23:12.473809,1.0,0.0,3,35,A,AA,isolated,1,7.307484,1977-02-23 23:23:12.473809,228.0636726625185,223.8686222573481,15.271324928344908,sunrise7,139.200000129748,0.0074071294834718,0.0015141625862959,89.21814662600427,0.0317391789537687,88.50010965011943,0.005494750290954
770223-23-M3,770223-23-M3,4,1977-02-23 23:23:12.573809,1.0,0.0,3,35,A,AA,isolated,1,8.134355,1977-02-23 23:23:12.573809,228.06379118103703,223.86865040549628,15.271326085752314,sunrise7,99.50000012975023,0.0067566874818815,0.001468341151201,89.21814662600427,0.0317391789537687,88.50010965011943,0.005494750290954
760819-13-M2,760819-13-M2,1,1976-08-19 13:57:19.367539,1.0,0.0,3,35,A,AA,isolated,1,4.353402,1976-08-19 13:57:19.367539,93.4514261469926,226.7171392204889,4.300224161331019,night1,276.0000001297459,0.0378001282194253,0.0073460715217804,84.11844142952346,2.1900148305118203,61.833069087225965,0.7366500830050793
760819-13-M2,760819-13-M2,2,1976-08-19 13:57:20.667539,1.0,0.0,3,35,A,AA,isolated,1,11.09762,1976-08-19 13:57:20.667539,93.45138762847408,226.7170814427111,4.300239207627315,night1,283.4000001297476,0.0167389793356655,0.0039917284664707,84.11844142952346,2.1900148305118203,61.833069087225965,0.7366500830050793
760819-13-M2,760819-13-M2,3,1976-08-19 13:57:20.267539,1.0,0.0,3,35,A,AA,isolated,1,7.543538,1976-08-19 13:57:20.267539,93.45139948032592,226.71709922048888,4.300234577997686,night1,270.60000012974467,0.0336520357708067,0.0062330620046591,84.11844142952346,2.1900148305118203,61.833069087225965,0.7366500830050793
760819-13-M2,760819-13-M2,4,1976-08-19 13:57:20.367539,1.0,0.0,3,35,A,AA,isolated,1,16.193538,1976-08-19 13:57:20.367539,93.45139651736297,226.71709477604443,4.300235735405092,night1,360.7000001297652,0.0248741624943232,0.0054842775858667,84.11844142952346,2.1900148305118203,61.833069087225965,0.7366500830050793
760820-21-M2,760820-21-M2,1,1976-08-20 21:54:50.968276,1.0,0.0,3,35,A,AA,isolated,1,4.817348,1976-08-20 21:54:50.968276,90.70124491442964,222.83248982885928,5.631839910601852,night1,84.40000012975109,0.0071280025965784,0.001325556989071,107.8798324449812,0.0062039504246924,85.31653570024656,0.5819788388184268
760820-21-M2,760820-21-M2,2,1976-08-20 21:54:53.068276,1.0,0.0,3,35,A,AA,isolated,1,12.419729,1976-08-20 21:54:53.068276,90.70121380331852,222.83242760663703,5.631864216157407,night1,62.90000012975224,0.0025875888705314,0.0006259920680921,107.8798324449812,0.0062039504246924,85.31653570024656,0.5819788388184268
760820-21-M2,760820-21-M2,3,1976-08-20 21:54:52.068276,1.0,0.0,3,35,A,AA,isolated,1,6.52347,1976-08-20 21:54:52.068276,90.70122861813331,222.83245723626663,5.6318526420833335,night1,81.00000012975129,0.0047441817007958,0.001054076344904,107.8798324449812,0.0062039504246924,85.31653570024656,0.5819788388184268
760820-21-M2,760820-21-M2,4,1976-08-20 21:54:51.868276,1.0,0.0,3,35,A,AA,isolated,1,8.696259,1976-08-20 21:54:51.868276,90.7012315810963,222.8324631621926,5.631850327268519,night1,64.40000012975223,0.0044226331823741,0.0009846763021719,107.8798324449812,0.0062039504246924,85.31653570024656,0.5819788388184268
770126-03-M2,770126-03-M2,1,1977-01-26 03:36:21.551183,1.0,0.0,3,35,A,AA,isolated,1,7.524491,1977-01-26 03:36:21.551183,284.0227710714074,246.64798191962964,16.033061934988424,sunrise6,126.20000012974872,0.025360996665383,0.0050974171547746,50.52844525745549,0.6289360952133399,77.42342019839982,0.2221932909630386
770126-03-M2,770126-03-M2,2,1977-01-26 03:36:24.151183,1.0,0.0,3,35,A,AA,isolated,1,12.603062,1977-01-26 03:36:24.151183,284.02431181214814,246.6489448825926,16.03309202758102,sunrise6,114.3000001297494,0.013159455119423,0.0026665195141848,50.52844525745549,0.6289360952133399,77.42342019839982,0.2221932909630386
770126-03-M2,770126-03-M2,3,1977-01-26 03:36:23.251183,1.0,0.0,3,35,A,AA,isolated,1,10.501361,1977-01-26 03:36:23.251183,284.0237784788148,246.64861154925927,16.03308161091435,sunrise6,92.00000012975066,0.0214711237894196,0.0039772031958272,50.52844525745549,0.6289360952133399,77.42342019839982,0.2221932909630386
770126-03-M2,770126-03-M2,4,1977-01-26 03:36:22.951183,1.0,0.0,3,35,A,AA,isolated,1,4.917008,1977-01-26 03:36:22.951183,284.023600701037,246.6485004381481,16.03307813869213,sunrise6,106.50000012974984,0.0159735912707651,0.0039176871909908,50.52844525745549,0.6289360952133399,77.42342019839982,0.2221932909630386
761029-15-M5,761029-15-M5,1,1976-10-29 15:51:24.423758,1.0,0.0,3,35,A,AA,isolated,1,3.059865,1976-10-29 15:51:24.423758,295.1693308374815,253.23237916962964,16.348199349050926,sunrise3,78.10000012975145,0.0079573278988456,0.0016188685131792,76.50405597722224,0.5287441920293432,67.57837179942123,0.0646188672094603
761029-15-M5,761029-15-M5,2,1976-10-29 15:51:27.323758,1.0,0.0,3,35,A,AA,isolated,1,9.437076,1976-10-29 15:51:27.323758,295.1708345411852,253.2334532437037,16.34823291386574,sunrise3,50.40000012975206,0.003882028527225,0.0009765678112137,76.50405597722224,0.5287441920293432,67.57837179942123,0.0646188672094603
761029-15-M5,761029-15-M5,3,1976-10-29 15:51:27.323758,1.0,0.0,3,35,A,AA,isolated,1,6.724491,1976-10-29 15:51:27.323758,295.1708345411852,253.2334532437037,16.34823291386574,sunrise3,65.30000012975218,0.0058501557289691,0.0015026407735004,76.50405597722224,0.5287441920293432,67.57837179942123,0.0646188672094603
761029-15-M5,761029-15-M5,4,1976-10-29 15:51:26.423758,1.0,0.0,3,35,A,AA,isolated,1,2.156804,1976-10-29 15:51:26.423758,295.17036787451855,253.2331199103704,16.348222497199075,sunrise3,54.60000012975212,0.0082656048021923,0.0013417075302899,76.50405597722224,0.5287441920293432,67.57837179942123,0.0646188672094603
770319-22-M1,770319-22-M1,1,1977-03-19 22:01:36.104883,1.0,0.0,3,35,A,AA,isolated,1,27.612246,1977-03-19 22:01:36.104883,87.37524289062222,221.67048578124445,9.66777899170139,night8,150.30000012974736,0.0058420037806426,0.0011136702539477,199.2675322527998,60.93634785672212,244.55296283896587,0.1057014990938684
770319-22-M1,770319-22-M1,2,1977-03-19 22:01:28.004883,1.0,0.0,3,35,A,AA,isolated,1,28.24626,1977-03-19 22:01:28.004883,87.37536289062223,221.67072578124444,9.66768524170139,night8,198.40000012974463,0.0054556085585875,0.0009314667640603,199.2675322527998,60.93634785672212,244.55296283896587,0.1057014990938684
770319-22-M1,770319-22-M1,3,1977-03-19 22:01:27.904883,1.0,0.0,3,35,A,AA,isolated,1,44.528233,1977-03-19 22:01:27.904883,87.3753643721037,221.67072874420745,9.66768408429398,night8,409.8000001297763,0.006628658368551,0.0010881547498683,199.2675322527998,60.93634785672212,244.55296283896587,0.1057014990938684
770319-22-M1,770319-22-M1,4,1977-03-19 22:01:29.904883,1.0,0.0,3,35,A,AA,isolated,1,38.089457,1977-03-19 22:01:29.904883,87.37533474247407,221.6706694849481,9.66770723244213,night8,197.40000012974468,0.0048549562598363,0.0010581926506775,199.2675322527998,60.93634785672212,244.55296283896587,0.1057014990938684
760820-13-M1,760820-13-M1,1,1976-08-20 13:49:15.671248,1.0,0.0,3,35,A,AA,isolated,1,5.068708,1976-08-20 13:49:15.671248,91.32575788894816,223.7357578889481,5.294625824629629,night1,127.30000012974864,0.0129442009866058,0.0027660140511628,109.7700377131259,0.0025657007531866,71.14590858361333,0.3313778861986362
760820-13-M1,760820-13-M1,2,1976-08-20 13:49:17.871248,1.0,0.0,3,35,A,AA,isolated,1,16.593198,1976-08-20 13:49:17.871248,91.32569270376295,223.73569270376296,5.294651287592592,night1,79.20000012975139,0.0078991649195487,0.0012502624715376,109.7700377131259,0.0025657007531866,71.14590858361333,0.3313778861986362
760820-13-M1,760820-13-M1,3,1976-08-20 13:49:17.471248,1.0,0.0,3,35,A,AA,isolated,1,6.134355,1976-08-20 13:49:17.471248,91.3257045556148,223.7357045556148,5.2946466579629625,night1,76.60000012975154,0.0128098196098062,0.0022608760237831,109.7700377131259,0.0025657007531866,71.14590858361333,0.3313778861986362
760820-13-M1,760820-13-M1,4,1976-08-20 13:49:17.071248,1.0,0.0,3,35,A,AA,isolated,1,8.081974,1976-08-20 13:49:17.071248,91.32571640746666,223.73571640746667,5.2946420283333335,night1,122.00000012974895,0.0094435697059929,0.0020934205836457,109.7700377131259,0.0025657007531866,71.14590858361333,0.3313778861986362
760928-23-M1,760928-23-M1,1,1976-09-28 23:04:06.768146,1.0,0.0,3,35,A,AA,isolated,1,5.711225,1976-09-28 23:04:06.768146,210.34160412308148,218.35580483893327,15.18775194613426,sunrise2,175.8000001297459,0.0382001163246194,0.0080780191636341,107.03400156745442,0.0124108992338295,74.53176083367508,2.475624979349062
760928-23-M1,760928-23-M1,2,1976-09-28 23:04:08.068146,1.0,0.0,3,35,A,AA,isolated,1,3.093198,1976-09-28 23:04:08.068146,210.3434915304889,218.3561515056,15.187766992430555,sunrise2,171.70000012974614,0.0184674314928512,0.0042831753688905,107.03400156745442,0.0124108992338295,74.53176083367508,2.475624979349062
760928-23-M1,760928-23-M1,3,1976-09-28 23:04:06.768146,1.0,0.0,3,35,A,AA,isolated,1,9.418708,1976-09-28 23:04:06.768146,210.34160412308148,218.35580483893327,15.18775194613426,sunrise2,172.5000001297461,0.0289639991402679,0.0061746129022919,107.03400156745442,0.0124108992338295,74.53176083367508,2.475624979349062
760928-23-M1,760928-23-M1,4,1976-09-28 23:04:07.568146,1.0,0.0,3,35,A,AA,isolated,1,3.100001,1976-09-28 23:04:07.568146,210.34276560456297,218.35601817226663,15.187761205393516,sunrise2,140.30000012974793,0.0348644514475176,0.0058356033793386,107.03400156745442,0.0124108992338295,74.53176083367508,2.475624979349062
770228-01-M1,770228-01-M1,1,1977-02-28 01:19:50.600000,1.0,0.0,3,35,B,AA,isolated,1,44.435716,1977-02-28 01:19:50.600000,371.7906903703703,333.9336059259259,19.35232175925926,sunrise7,117.30000012974922,0.0086588097011766,0.0014083883896814,243.7416650945003,5.4208146160217465,149.96398876123888,0.3059636643950296
770228-01-M1,770228-01-M1,2,1977-02-28 01:19:51.100000,1.0,0.0,3,35,B,AA,isolated,1,29.964627,1977-02-28 01:19:51.100000,371.79077185185184,333.9337096296296,19.35232754629629,sunrise7,139.40000012974798,0.007164484060795,0.0013799455757696,243.7416650945003,5.4208146160217465,149.96398876123888,0.3059636643950296
770228-01-M1,770228-01-M1,3,1977-02-28 01:19:54.300000,1.0,0.0,3,35,B,AA,isolated,1,22.087756,1977-02-28 01:19:54.300000,371.7912933333333,333.9343733333333,19.352364583333333,sunrise7,107.3000001297498,0.0093216340212168,0.001602934222941,243.7416650945003,5.4208146160217465,149.96398876123888,0.3059636643950296
770228-01-M1,770228-01-M1,4,1977-02-28 01:19:49.500000,1.0,0.0,3,35,B,AA,isolated,1,19.617348,1977-02-28 01:19:49.500000,371.7905111111111,333.93337777777776,19.35230902777778,sunrise7,137.60000012974808,0.0070973459899037,0.0015041796919873,243.7416650945003,5.4208146160217465,149.96398876123888,0.3059636643950296
770115-04-M1,770115-04-M1,1,1977-01-15 04:06:48.321034,1.0,0.0,3,35,A,AA,isolated,1,4.733334,1977-01-15 04:06:48.321034,95.78123493232592,234.6618523984889,5.054205104560185,night6,47.90000012975202,0.0109966795113917,0.0027021632081457,89.02873272852264,0.1913334108405954,292.3565499975319,0.7425297567442024
770115-04-M1,770115-04-M1,2,1977-01-15 04:06:23.221034,1.0,0.0,3,35,A,AA,isolated,1,46.77211,1977-01-15 04:06:23.221034,95.78197863602963,234.66296795404443,5.053914595300926,night6,183.0000001297455,0.0056454882475347,0.0009867192297721,89.02873272852264,0.1913334108405954,292.3565499975319,0.7425297567442024
770115-04-M1,770115-04-M1,3,1977-01-15 04:06:47.021034,1.0,0.0,3,35,A,AA,isolated,1,8.694899,1977-01-15 04:06:47.021034,95.78127345084444,234.66191017626667,5.054190058263889,night6,63.500000129752245,0.0118600494698409,0.0020858758609456,89.02873272852264,0.1913334108405954,292.3565499975319,0.7425297567442024
770115-04-M1,770115-04-M1,4,1977-01-15 04:06:50.221034,1.0,0.0,3,35,A,AA,isolated,1,7.561226,1977-01-15 04:06:50.221034,95.78117863602964,234.66176795404445,5.054227095300925,night6,47.00000012975201,0.0120264183370183,0.0022011728189073,89.02873272852264,0.1913334108405954,292.3565499975319,0.7425297567442024
770404-01-M1,770404-01-M1,1,1977-04-04 01:05:42.894779,1.0,0.0,3,35,A,AA,isolated,1,18.264967,1977-04-04 01:05:42.894779,370.6058674401481,357.9595204640889,24.795635356238424,sunset8,127.00000012974868,0.0083196479895565,0.0018455939886875,118.77734726493205,0.8125560501933791,163.5611979147753,0.8073355075862646
770404-01-M1,770404-01-M1,2,1977-04-04 01:05:43.194779,1.0,0.0,3,35,A,AA,isolated,1,20.481974,1977-04-04 01:05:43.194779,370.6058229957037,357.9594937974222,24.79563882846065,sunset8,111.20000012974955,0.0075907189601034,0.0017561518404285,118.77734726493205,0.8125560501933791,163.5611979147753,0.8073355075862646
770404-01-M1,770404-01-M1,3,1977-04-04 01:05:41.594779,1.0,0.0,3,35,A,AA,isolated,1,12.558164,1977-04-04 01:05:41.594779,370.6060600327408,357.95963601964445,24.79562030994213,sunset8,124.5000001297488,0.0108149664636849,0.0021348527016362,118.77734726493205,0.8125560501933791,163.5611979147753,0.8073355075862646
770404-01-M1,770404-01-M1,4,1977-04-04 01:05:40.794779,1.0,0.0,3,35,A,AA,isolated,1,28.307144,1977-04-04 01:05:40.794779,370.6061785512592,357.95970713075553,24.79561105068287,sunset8,113.60000012974945,0.0111896171616083,0.0021488900044103,118.77734726493205,0.8125560501933791,163.5611979147753,0.8073355075862646
761029-18-N6,761029-18-N6,1,1976-10-29 18:40:35.000000,1.0,0.0,3,35,D,AA,isolated,1,2.086735,1976-10-29 18:40:35.000000,300.2443703703704,256.9457777777778,16.46568287037037,sunrise3,529.1000001298034,0.0047727663782194,0.0011023075441703,74.16086371636493,0.85066219445439,54.97767432079491,0.1993269752090716
761029-18-N6,761029-18-N6,2,1976-10-29 18:40:36.700000,1.0,0.0,3,35,D,AA,isolated,1,11.568708,1976-10-29 18:40:36.700000,300.2451762962963,256.9463822222222,16.465702546296296,sunrise3,48.00000012975202,0.0026750446035747,0.0006112025089321,74.16086371636493,0.85066219445439,54.97767432079491,0.1993269752090716
761029-18-N6,761029-18-N6,3,1976-10-29 18:40:36.200000,1.0,0.0,3,35,D,AA,isolated,1,12.187756,1976-10-29 18:40:36.200000,300.24493925925924,256.94620444444445,16.46569675925926,sunrise3,45.900000129752,0.0037646514463817,0.00084675526863,74.16086371636493,0.85066219445439,54.97767432079491,0.1993269752090716
761029-18-N6,761029-18-N6,4,1976-10-29 18:40:36.500000,1.0,0.0,3,35,D,AA,isolated,1,1.411565,1976-10-29 18:40:36.500000,300.24508148148146,256.9463111111112,16.46570023148148,sunrise3,62.90000012975224,0.0056881250141204,0.0008257770392574,74.16086371636493,0.85066219445439,54.97767432079491,0.1993269752090716
760916-20-M2,760916-20-M2,1,1976-09-16 20:58:43.020921,1.0,0.0,3,35,A,AA,isolated,1,6.540477,1976-09-16 20:58:43.020921,101.5834212924,240.695702154,3.1006715384375,night2,287.8000001297486,0.0349581963617508,0.0062213227133155,87.58432422963392,125.23865383853672,92.75305504668536,3.847525491430976
760916-20-M2,760916-20-M2,2,1976-09-16 20:58:43.920921,1.0,0.0,3,35,A,AA,isolated,1,6.881974,1976-09-16 20:58:43.920921,101.5833812924,240.69563548733333,3.1006819551041667,night2,374.30000012976825,0.0157228936898399,0.0027346922464592,87.58432422963392,125.23865383853672,92.75305504668536,3.847525491430976
760916-20-M2,760916-20-M2,3,1976-09-16 20:58:43.520921,1.0,0.0,3,35,A,AA,isolated,1,3.795579,1976-09-16 20:58:43.520921,101.58339907017778,240.69566511696297,3.100677325474537,night2,150.00000012974738,0.028286037136735,0.0043194065509842,87.58432422963392,125.23865383853672,92.75305504668536,3.847525491430976
760916-20-M2,760916-20-M2,4,1976-09-16 20:58:43.420921,1.0,0.0,3,35,A,AA,isolated,1,10.893878,1976-09-16 20:58:43.420921,101.58340351462222,240.6956725243704,3.10067616806713,night2,380.0000001297696,0.0258146957372895,0.0044493863494098,87.58432422963392,125.23865383853672,92.75305504668536,3.847525491430976
770126-13-M5,770126-13-M5,1,1977-01-26 13:36:55.733333,1.0,0.0,3,35,B,AA,isolated,1,4.02347,1977-01-26 13:36:55.733333,303.2670883949037,259.9039753085185,16.450124228391203,sunrise6,67.90000012975203,0.0045608406292234,0.0011248544411292,70.93730034164759,1.0095542967175657,95.32897168065614,0.0122360959002865
770126-13-M5,770126-13-M5,2,1977-01-26 13:36:58.833333,1.0,0.0,3,35,B,AA,isolated,1,3.976191,1977-01-26 13:36:58.833333,303.2685580245333,259.9051234566667,16.450160108020835,sunrise6,53.2000001297521,0.0023464068866276,0.0006173696128464,70.93730034164759,1.0095542967175657,95.32897168065614,0.0122360959002865
770126-13-M5,770126-13-M5,3,1977-01-26 13:36:57.033333,1.0,0.0,3,35,B,AA,isolated,1,7.332314,1977-01-26 13:36:57.033333,303.2677046912,259.90445679,16.4501392746875,sunrise6,41.40000012975193,0.0038712424733183,0.0009445080774172,70.93730034164759,1.0095542967175657,95.32897168065614,0.0122360959002865
