,evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,grade_new
0,760815-09-M3,761226-15-M9,1,1976-08-15 09:02:48.006803,0.6695493199728272,-4.506802721088436,3,35,C,AA
1,760815-10-M1,761226-15-M9,1,1976-08-15 10:36:40.883917,0.6670102012956346,-6.20748299319728,3,35,A,AA
2,760815-11-M1,761226-15-M9,1,1976-08-15 11:30:57.691837,0.6139672697572133,0.4081632653061224,3,35,C,BB
3,760815-11-M2,761226-15-M9,1,1976-08-15 11:48:35.246259,0.6392851191024053,-3.979591836734694,3,35,B,AA
4,760815-11-N1,761226-15-M9,1,1976-08-15 11:45:00.950340,0.635313468589918,-3.350340136054422,3,35,D,CC
5,760815-11-N2,761226-15-M9,1,1976-08-15 11:01:17.244558,0.6836172830775298,-2.644557823129252,3,35,D,AA
6,760815-12-M1,761226-15-M9,1,1976-08-15 12:45:38.477802,0.6306295533183516,-2.993197278911565,3,35,A,AA
7,760815-12-M4,761226-15-M9,1,1976-08-15 12:53:47.247619,0.6796338562904725,-4.047619047619048,3,35,C,AA
8,760815-12-N2,761226-15-M9,1,1976-08-15 12:12:14.609184,0.6498023631397304,-21.70918367346939,3,35,D,AA
9,760815-13-M1,761226-15-M9,1,1976-08-15 13:02:21.682716,0.7218366031116215,-0.3826530612244898,3,35,A,AA
10,760815-13-M2,761226-15-M9,1,1976-08-15 13:58:27.508339,0.7032305556129917,-2.848639455782313,3,35,A,AA
11,760815-13-N1,761226-15-M9,1,1976-08-15 13:18:39.552721,0.6137362417676445,-0.5527210884353742,3,35,D,AA
12,760815-14-M1,761226-15-M9,1,1976-08-15 14:14:54.845578,0.6589118325080766,-3.112244897959184,3,35,B,AA
13,760815-14-M2,761226-15-M9,1,1976-08-15 14:45:50.126543,0.7019731963785214,-4.532312925170069,3,35,A,AA
14,760815-15-M1,761226-15-M9,1,1976-08-15 15:12:07.826190,0.7672158640192712,0.7738095238095238,3,35,B,AA
15,760815-15-M2,761226-15-M9,1,1976-08-15 15:38:37.295554,0.7131688177074592,-4.336734693877552,3,35,A,AA
16,760815-15-N1,761226-15-M9,1,1976-08-15 15:52:09.943537,0.6050673756022639,1.1564625850340138,3,35,D,AA
17,760815-16-M1,761226-15-M9,1,1976-08-15 16:14:38.688647,0.6677225093918611,-6.437074829931974,3,35,A,AA
18,760815-16-M2,761226-15-M9,1,1976-08-15 16:22:40.436723,0.6780552203917187,-5.272108843537415,3,35,A,AA
19,760815-16-M3,761226-15-M9,1,1976-08-15 16:25:01.764539,0.6637207953975099,-0.4081632653061224,3,35,A,AA
20,760815-16-M4,761226-15-M9,1,1976-08-15 16:30:07.094898,0.6174817587810265,-5.994897959183674,3,35,C,BB
21,760815-17-M1,761226-15-M9,1,1976-08-15 17:18:08.799034,0.7179668824242573,-5.170068027210885,3,35,A,AA
22,760815-17-M2,761226-15-M9,1,1976-08-15 17:24:03.808504,0.6569866590318264,-3.341836734693878,3,35,B,AA
23,760815-17-N1,761226-15-M9,1,1976-08-15 17:03:00.746259,0.6292460735273868,-3.146258503401361,3,35,D,AA
24,760815-19-M1,761226-15-M9,1,1976-08-15 19:17:57.085714,0.6073163686493607,-5.9523809523809526,3,35,B,AA
25,760815-19-M2,761226-15-M9,1,1976-08-15 19:55:26.608163,0.6576849707038289,-2.908163265306123,3,35,B,AA
26,760815-20-M1,761226-15-M9,1,1976-08-15 20:29:52.078652,0.648653318112308,-4.6938775510204085,3,35,A,AA
27,760815-20-M2,761226-15-M9,1,1976-08-15 20:41:23.484657,0.690842892041899,-4.872448979591837,3,35,A,AA
28,760815-20-M3,761226-15-M9,1,1976-08-15 20:52:57.091324,0.6629704330698196,-11.709183673469388,3,35,A,AA
29,760815-21-M1,761226-15-M9,1,1976-08-15 21:41:07.146259,0.7541874010181177,1.020408163265306,3,35,B,AA
30,760815-21-M2,761226-15-M9,1,1976-08-15 21:24:16.513266,0.6817413111726399,-2.746598639455782,3,35,B,AA
31,760815-22-M1,761226-15-M9,1,1976-08-15 22:35:08.305102,0.6779281214673751,0.9948979591836736,3,35,B,DD
32,760815-22-M2,761226-15-M9,1,1976-08-15 22:54:09.006122,0.723186905382451,-10.306122448979592,3,35,C,AA
33,760815-22-N1,761226-15-M9,1,1976-08-15 22:19:26.977211,0.6461427235746725,-4.2772108843537415,3,35,D,AA
34,760816-00-M1,761226-15-M9,1,1976-08-16 00:50:37.085384,0.7022303484736536,-16.190476190476193,3,35,A,AA
35,760816-01-N1,761226-15-M9,1,1976-08-16 01:45:11.924830,0.6841274014540252,-0.8248299319727892,3,35,D,CC
36,760816-02-M1,761226-15-M9,1,1976-08-16 02:09:20.010515,0.6284708293125998,-9.923469387755103,3,35,A,BB
37,760816-04-M1,761226-15-M9,1,1976-08-16 04:08:23.823119,0.7125581227841016,-9.88095238095238,3,35,A,AA
38,760816-04-M2,761226-15-M9,1,1976-08-16 04:29:21.846599,0.6530867878076481,-0.2465986394557823,3,35,B,DD
39,760816-04-M3,761226-15-M9,1,1976-08-16 04:02:13.574490,0.684437286221148,-2.474489795918368,3,35,C,AA
40,760816-05-M1,761226-15-M9,1,1976-08-16 05:15:39.662503,0.8162237201688922,0.5017006802721089,3,35,A,AA
41,760816-05-M2,761226-15-M9,1,1976-08-16 05:21:56.932653,0.7074312313326868,-1.6326530612244898,3,35,C,BB
42,760816-06-M1,761226-15-M9,1,1976-08-16 06:26:12.490816,0.6488300234194326,0.042517006802721,3,35,B,DD
43,760816-06-M2,761226-15-M9,1,1976-08-16 06:35:23.064286,0.6828262713974155,-0.2976190476190476,3,35,B,DD
44,760816-06-M4,761226-15-M9,1,1976-08-16 06:56:22.679252,0.6930272236756253,-16.879251700680275,3,35,C,AA
45,760816-07-M1,761226-15-M9,1,1976-08-16 07:09:44.861230,0.8201211867475638,0.4846938775510204,3,35,A,AA
46,760816-07-N1,761226-15-M9,1,1976-08-16 07:28:59.052721,0.6179242509784726,-3.0527210884353746,3,35,D,CC
47,760816-08-M1,761226-15-M9,1,1976-08-16 08:22:11.172109,0.6357861693907998,-2.7721088435374157,3,35,C,AA
48,760816-08-M2,761226-15-M9,1,1976-08-16 08:34:51.771727,0.8126868235561174,-0.1275510204081632,3,35,A,AA
49,760816-08-M3,761226-15-M9,1,1976-08-16 08:38:28.828588,0.7062314370818122,-1.9217687074829932,3,35,A,AA
50,760816-08-M4,761226-15-M9,1,1976-08-16 08:42:22.992238,0.6590660089216153,-14.438775510204083,3,35,A,AA
51,760816-10-M1,761226-15-M9,1,1976-08-16 10:03:36.142195,0.8052775000176616,0.8078231292517007,3,35,A,AA
52,760816-11-M1,761226-15-M9,1,1976-08-16 11:10:48.465646,0.6653593523307434,-12.865646258503402,3,35,B,AA
53,760816-11-N1,761226-15-M9,1,1976-08-16 11:40:43.601020,0.6062553624652742,-3.8010204081632657,3,35,D,AA
54,760816-13-M1,761226-15-M9,1,1976-08-16 13:07:25.859184,0.6883788572332581,-3.7925170068027216,3,35,B,AA
55,760816-13-M2,761226-15-M9,1,1976-08-16 13:14:39.173449,0.8201132216681369,0.0,3,35,A,AA
56,760816-14-M1,761226-15-M9,1,1976-08-16 14:01:16.814951,0.6935751606749655,-15.484693877551022,3,35,A,AA
57,760816-14-M2,761226-15-M9,1,1976-08-16 14:47:58.506421,0.813126446810754,-0.1360544217687075,3,35,A,AA
58,760816-14-M3,761226-15-M9,1,1976-08-16 14:52:48.486055,0.6909631729378771,-7.219387755102042,3,35,B,AA
59,760816-16-M1,761226-15-M9,1,1976-08-16 16:18:11.195949,0.8042113002176293,0.4336734693877551,3,35,A,AA
60,760816-16-M2,761226-15-M9,1,1976-08-16 16:48:15.638435,0.6210602597927518,-17.33843537414966,3,35,C,AA
61,760816-16-N1,761226-15-M9,1,1976-08-16 16:16:12.277211,0.6582012713850018,-1.7772108843537415,3,35,D,BB
62,760816-17-M1,761226-15-M9,1,1976-08-16 17:41:09.997081,0.8060144704365777,0.314625850340136,3,35,A,AA
63,760816-18-M1,761226-15-M9,1,1976-08-16 18:52:04.797163,0.7961919465446746,0.5612244897959184,3,35,A,AA
64,760816-18-M2,761226-15-M9,1,1976-08-16 18:06:46.973129,0.6145855143181105,-3.239795918367347,3,35,B,CC
65,760816-19-M1,761226-15-M9,1,1976-08-16 19:12:29.038112,0.8094430521613799,0.5017006802721089,3,35,A,AA
66,760816-19-M2,761226-15-M9,1,1976-08-16 19:18:32.712095,0.6625061783084801,-0.0085034013605442,3,35,A,AA
67,760816-19-M3,761226-15-M9,1,1976-08-16 19:37:16.091209,0.7867758868956217,0.8843537414965987,3,35,A,AA
68,760816-20-M1,761226-15-M9,1,1976-08-16 20:44:47.465255,0.791326423799188,-0.697278911564626,3,35,A,AA
69,760816-21-M1,761226-15-M9,1,1976-08-16 21:02:19.843877,0.6216105647967609,2.389455782312925,3,35,B,BB
70,760816-21-M2,761226-15-M9,1,1976-08-16 21:07:23.375241,0.6858372497864585,-10.82482993197279,3,35,A,AA
71,760816-22-M1,761226-15-M9,1,1976-08-16 22:27:44.156727,0.7905743743129836,0.4081632653061224,3,35,A,AA
72,760816-22-N1,761226-15-M9,1,1976-08-16 22:22:11.491837,0.6237782939487978,-4.591836734693878,3,35,D,BB
73,760816-23-M1,761226-15-M9,1,1976-08-16 23:17:58.788385,0.7778119079765513,0.8248299319727892,3,35,A,AA
74,760816-23-M2,761226-15-M9,1,1976-08-16 23:48:50.136735,0.7081369906796116,-0.1700680272108843,3,35,B,AA
75,760816-23-N2,761226-15-M9,1,1976-08-16 23:40:21.998299,0.6253891529421995,-1.9982993197278915,3,35,D,AA
76,760817-00-M1,761226-15-M9,1,1976-08-17 00:09:22.674161,0.7960368967499678,0.1020408163265306,3,35,A,AA
77,760817-01-M1,761226-15-M9,1,1976-08-17 01:22:36.469613,0.6690372415456942,-15.314625850340136,3,35,A,AA
78,760817-01-M2,761226-15-M9,1,1976-08-17 01:32:06.187415,0.6532198544968896,1.8792517006802725,3,35,B,BB
79,760817-01-M3,761226-15-M9,1,1976-08-17 01:41:00.651700,0.7202401308670672,1.5816326530612246,3,35,B,AA
80,760817-01-M4,761226-15-M9,1,1976-08-17 01:57:39.067438,0.7901645513324731,-0.9948979591836736,3,35,A,AA
81,760817-01-M5,761226-15-M9,1,1976-08-17 01:45:46.083673,0.6496115331244801,0.8163265306122449,3,35,C,AA
82,760817-03-N2,761226-15-M9,1,1976-08-17 03:23:58.461905,0.6508720651897428,-7.261904761904763,3,35,D,AA
83,760817-05-M1,761226-15-M9,1,1976-08-17 05:13:25.456122,0.596156379891545,-14.056122448979592,3,35,B,BB
84,760817-05-M2,761226-15-M9,1,1976-08-17 05:25:23.253773,0.7780576104084181,0.2636054421768707,3,35,A,AA
85,760817-05-M3,761226-15-M9,1,1976-08-17 05:44:17.164271,0.8027509922899418,-0.119047619047619,3,35,A,AA
86,760817-05-M4,761226-15-M9,1,1976-08-17 05:53:10.569059,0.6264385440425035,-18.562925170068027,3,35,A,AA
87,760817-05-M5,761226-15-M9,1,1976-08-17 05:57:10.761565,0.7025517506736532,-2.6615646258503403,3,35,B,AA
88,760817-05-M6,761226-15-M9,1,1976-08-17 05:17:46.818027,0.6460684602184471,-1.3180272108843538,3,35,C,AA
89,760817-06-M2,761226-15-M9,1,1976-08-17 06:21:03.223720,0.7270885637965233,-4.974489795918368,3,35,A,AA
90,760817-06-M3,761226-15-M9,1,1976-08-17 06:49:04.105524,0.7070424502435584,-2.568027210884354,3,35,A,AA
91,760817-07-M1,761226-15-M9,1,1976-08-17 07:39:27.862301,0.8072608556266555,-0.2551020408163265,3,35,A,AA
92,760817-09-M1,761226-15-M9,1,1976-08-17 09:40:10.351909,0.8009625494349839,-0.2040816326530612,3,35,A,AA
93,760817-09-M2,761226-15-M9,1,1976-08-17 09:49:49.476491,0.6599332867971485,-0.6037414965986395,3,35,A,AA
94,760817-11-M1,761226-15-M9,1,1976-08-17 11:41:43.813582,0.8046502947332324,0.0085034013605442,3,35,A,AA
95,760817-12-M1,761226-15-M9,1,1976-08-17 12:18:02.451840,0.6866492382282922,-2.5000000000000004,3,35,A,BB
96,760817-13-M1,761226-15-M9,1,1976-08-17 13:52:52.974766,0.7940691097170274,0.0,3,35,A,AA
97,760817-16-M1,761226-15-M9,1,1976-08-17 16:14:40.155969,0.8078788269266147,0.0255102040816326,3,35,A,AA
98,760817-16-M2,761226-15-M9,1,1976-08-17 16:34:14.317347,0.725542018740361,-9.617346938775512,3,35,C,AA
99,760817-16-M3,761226-15-M9,1,1976-08-17 16:49:05.465830,0.6746618035291813,-5.748299319727892,3,35,A,AA
100,760817-16-N1,761226-15-M9,1,1976-08-17 16:05:11.189456,0.6435497166211297,-7.389455782312925,3,35,D,AA
101,760817-18-M1,761226-15-M9,1,1976-08-17 18:20:52.978606,0.7717408207283519,-1.5646258503401362,3,35,A,AA
102,760817-18-M2,761226-15-M9,1,1976-08-17 18:30:12.869666,0.8127545305469741,-0.0340136054421768,3,35,A,AA
103,760817-18-M3,761226-15-M9,1,1976-08-17 18:54:03.744984,0.671799023733764,-12.406462585034015,3,35,A,AA
104,760817-20-M1,761226-15-M9,1,1976-08-17 20:46:58.303401,0.7199798725731101,-0.1700680272108843,3,35,B,AA
105,760817-20-M2,761226-15-M9,1,1976-08-17 20:52:53.447685,0.8143310037734681,-0.1105442176870748,3,35,A,AA
106,760817-23-M1,761226-15-M9,1,1976-08-17 23:23:04.087090,0.7344167845302462,1.0034013605442178,3,35,A,AA
107,760817-23-M2,761226-15-M9,1,1976-08-17 23:31:18.625956,0.8098655878899096,-0.119047619047619,3,35,A,AA
108,760817-23-M3,761226-15-M9,1,1976-08-17 23:28:31.765646,0.6926174793934834,-2.8656462585034017,3,35,B,AA
109,760817-23-N1,761226-15-M9,1,1976-08-17 23:56:05.538776,0.700325368578706,-4.438775510204082,3,35,D,AA
110,760818-02-M1,761226-15-M9,1,1976-08-18 02:01:49.934762,0.8104261266587999,-0.0085034013605442,3,35,A,AA
111,760818-04-M1,761226-15-M9,1,1976-08-18 04:09:20.716133,0.6726750199465116,-7.091836734693878,3,35,A,AA
112,760818-04-M2,761226-15-M9,1,1976-08-18 04:31:07.376113,0.820271036621516,0.1105442176870748,3,35,A,AA
113,760818-07-M1,761226-15-M9,1,1976-08-18 07:25:00.067731,0.8037403756293492,-0.2636054421768707,3,35,A,AA
114,760818-07-M2,761226-15-M9,1,1976-08-18 07:33:24.995579,0.618693806454873,-11.02891156462585,3,35,B,AA
115,760818-08-M1,761226-15-M9,1,1976-08-18 08:39:56.341497,0.6836716523361248,0.4251700680272109,3,35,B,CC
116,760818-08-N1,761226-15-M9,1,1976-08-18 08:13:34.554762,0.6458524025368028,-3.154761904761905,3,35,D,AA
117,760818-10-M1,761226-15-M9,1,1976-08-18 10:37:23.885486,0.8123065682087186,-0.119047619047619,3,35,A,AA
118,760818-12-M1,761226-15-M9,1,1976-08-18 12:14:22.975704,0.7053259893952549,-0.0170068027210884,3,35,A,AA
119,760818-12-M2,761226-15-M9,1,1976-08-18 12:30:44.255443,0.7863573255819103,1.8112244897959184,3,35,B,AA
120,760818-12-N1,761226-15-M9,1,1976-08-18 12:02:41.671088,0.6332194838280057,-11.471088435374153,3,35,D,AA
121,760818-14-M1,761226-15-M9,1,1976-08-18 14:23:47.579054,0.8086973457978591,-0.4591836734693878,3,35,A,AA
122,760818-14-M2,761226-15-M9,1,1976-08-18 14:26:12.472109,0.6319591393893688,-0.272108843537415,3,35,A,AA
123,760818-17-M1,761226-15-M9,1,1976-08-18 17:48:20.415257,0.8213374926854918,-0.0340136054421768,3,35,A,AA
124,760818-18-M1,761226-15-M9,1,1976-08-18 18:04:04.998967,0.6661202223903923,-15.807823129251702,3,35,A,AA
125,760818-19-M1,761226-15-M9,1,1976-08-18 19:50:16.013398,0.7608025085511665,1.1989795918367347,3,35,A,AA
126,760818-21-M1,761226-15-M9,1,1976-08-18 21:35:15.191189,0.8073046423069996,-0.3401360544217687,3,35,A,AA
127,760818-21-N1,761226-15-M9,1,1976-08-18 21:09:32.312585,0.691475873794652,-17.712585034013607,3,35,D,AA
128,760819-01-M1,761226-15-M9,1,1976-08-19 01:12:37.705203,0.798376738366737,-0.0340136054421768,3,35,A,AA
129,760819-03-M1,761226-15-M9,1,1976-08-19 03:10:35.642975,0.654173732082066,-5.433673469387756,3,35,A,AA
130,760819-04-M1,761226-15-M9,1,1976-08-19 04:50:49.203531,0.8054502499521857,-0.3741496598639456,3,35,A,AA
131,760819-04-M2,761226-15-M9,1,1976-08-19 04:48:01.116667,0.63802549446214,-0.4166666666666667,3,35,C,AA
132,760819-06-M1,761226-15-M9,1,1976-08-19 06:32:33.329252,0.7531199911441981,1.0374149659863947,3,35,B,AA
133,760819-06-M2,761226-15-M9,1,1976-08-19 06:44:27.819602,0.6902619135387117,-5.3231292517006805,3,35,A,AA
134,760819-06-M3,761226-15-M9,1,1976-08-19 06:51:01.895918,0.7772064466367804,1.0374149659863947,3,35,B,AA
135,760819-09-M1,761226-15-M9,1,1976-08-19 09:10:43.495328,0.8052604600116455,-0.0595238095238095,3,35,A,AA
136,760819-09-M2,761226-15-M9,1,1976-08-19 09:37:46.144207,0.7978931366302487,-0.042517006802721,3,35,A,AA
137,760819-11-M1,761226-15-M9,1,1976-08-19 11:11:10.487575,0.802871543611189,0.5782312925170069,3,35,A,AA
138,760819-11-M2,761226-15-M9,1,1976-08-19 11:16:40.909864,0.6628081880901546,1.5901360544217689,3,35,C,BB
139,760819-11-N1,761226-15-M9,1,1976-08-19 11:29:00.975170,0.6309313838856385,-6.675170068027212,3,35,D,AA
140,760819-13-M1,761226-15-M9,1,1976-08-19 13:04:34.154502,0.8056999963915077,0.3656462585034014,3,35,A,AA
141,760819-13-M2,761226-15-M9,1,1976-08-19 13:57:19.869240,0.804153589178134,-0.5017006802721089,3,35,A,AA
142,760819-19-M1,761226-15-M9,1,1976-08-19 19:05:06.274074,0.7992480795374353,-0.4336734693877551,3,35,A,AA
143,760819-19-M2,761226-15-M9,1,1976-08-19 19:29:34.497204,0.7311981240909137,-5.450680272108844,3,35,A,AA
144,760819-23-M1,761226-15-M9,1,1976-08-19 23:27:48.132024,0.8139104226466108,0.6037414965986395,3,35,A,AA
145,760820-00-M1,761226-15-M9,1,1976-08-20 00:26:01.663226,0.808330836814977,-0.7908163265306123,3,35,A,AA
146,760820-00-N1,761226-15-M9,1,1976-08-20 00:23:06.887075,0.6165847639428136,-2.687074829931973,3,35,D,AA
147,760820-00-N2,761226-15-M9,1,1976-08-20 00:18:32.871769,0.6766241019083916,-18.171768707482997,3,35,D,AA
148,760820-01-M1,761226-15-M9,1,1976-08-20 01:07:13.875047,0.7559271883395771,-4.090136054421769,3,35,A,AA
149,760820-03-M1,761226-15-M9,1,1976-08-20 03:08:56.007565,0.7623543584491366,-5.051020408163266,3,35,A,AA
150,760820-11-M1,761226-15-M9,1,1976-08-20 11:47:16.322062,0.7899661288380044,0.1275510204081632,3,35,A,AA
151,760820-13-M1,761226-15-M9,1,1976-08-20 13:49:15.509683,0.8120666134338617,0.1615646258503401,3,35,A,AA
152,760820-18-M1,761226-15-M9,1,1976-08-20 18:09:47.365395,0.7797489746228943,-0.5527210884353742,3,35,A,AA
153,760820-18-M2,761226-15-M9,1,1976-08-20 18:30:43.658532,0.5930354200441984,-0.6292517006802721,3,35,A,AA
154,760820-21-M1,761226-15-M9,1,1976-08-20 21:09:51.044384,0.6718081403889407,-16.777210884353742,3,35,A,AA
155,760820-21-M2,761226-15-M9,1,1976-08-20 21:54:50.364535,0.8232562093101133,0.6037414965986395,3,35,A,AA
156,760821-11-M1,761226-15-M9,1,1976-08-21 11:41:12.151163,0.8279454105142187,0.1105442176870748,3,35,A,AA
157,760822-01-M1,761226-15-M9,1,1976-08-22 01:22:25.142256,0.8057038002717626,-0.3571428571428571,3,35,A,AA
158,760822-10-M1,761226-15-M9,1,1976-08-22 10:58:45.520736,0.7794691376920067,-0.1615646258503401,3,35,A,AA
159,760822-12-M1,761226-15-M9,1,1976-08-22 12:42:05.661433,0.7680284846001891,-0.5527210884353742,3,35,A,AA
160,760822-13-M1,761226-15-M9,1,1976-08-22 13:54:45.560182,0.8678631132277522,-0.0765306122448979,3,35,A,AA
161,760822-14-M1,761226-15-M9,1,1976-08-22 14:53:05.868962,0.7002036112699821,-16.42857142857143,3,35,A,AA
162,760823-17-M1,761226-15-M9,1,1976-08-23 17:17:27.866906,0.729982050451068,-1.4200680272108843,3,35,A,AA
163,760824-21-M1,761226-15-M9,1,1976-08-24 21:24:36.374476,0.8763442906250102,-0.2551020408163265,3,35,A,AA
164,760824-21-N1,761226-15-M9,1,1976-08-24 21:17:13.376190,0.6592292473584824,-2.9761904761904763,3,35,D,AA
165,760825-09-M1,761226-15-M9,1,1976-08-25 09:52:05.715901,0.7922037499024083,-0.348639455782313,3,35,A,AA
166,760825-17-M1,761226-15-M9,1,1976-08-25 17:24:02.499548,0.8813409813351035,-0.4421768707482993,3,35,A,AA
167,760826-08-M1,761226-15-M9,1,1976-08-26 08:26:37.960307,0.7993829180308738,-0.4336734693877551,3,35,A,AA
168,760826-08-N1,761226-15-M9,1,1976-08-26 08:52:22.811224,0.6726181198112143,-6.811224489795919,3,35,D,AA
169,760827-02-M1,761226-15-M9,1,1976-08-27 02:27:12.474670,0.7435374697409038,-1.3350340136054424,3,35,A,AA
170,760827-11-M1,761226-15-M9,1,1976-08-27 11:26:39.107466,0.8031551533029467,-0.5187074829931974,3,35,A,AA
171,760827-21-M1,761226-15-M9,1,1976-08-27 21:16:49.748694,0.8758222669384307,-0.272108843537415,3,35,A,AA
172,760828-23-M1,761226-15-M9,1,1976-08-28 23:36:01.363150,0.803697585426418,-0.8588435374149661,3,35,A,AA
173,760829-00-M1,761226-15-M9,1,1976-08-29 00:10:59.614377,0.7334852030809764,1.7772108843537415,3,35,A,AA
174,760829-08-M1,761226-15-M9,1,1976-08-29 08:40:32.117563,0.7083738363812176,-1.522108843537415,3,35,A,AA
175,760829-08-M2,761226-15-M9,1,1976-08-29 08:34:14.409184,0.6350884438959009,-4.209183673469388,3,35,C,AA
176,760829-21-M1,761226-15-M9,1,1976-08-29 21:37:10.283139,0.7712744679356007,-2.066326530612245,3,35,A,AA
177,760830-04-M1,761226-15-M9,1,1976-08-30 04:53:54.841218,0.8336295352824126,-0.1785714285714285,3,35,A,AA
178,760830-09-M2,761226-15-M9,1,1976-08-30 09:34:33.590023,0.8439615960921173,-0.2465986394557823,3,35,A,AA
179,760830-09-M3,761226-15-M9,1,1976-08-30 09:37:25.955181,0.8552814737728271,0.6037414965986395,3,35,A,AA
180,760830-09-M4,761226-15-M9,1,1976-08-30 09:43:50.289796,0.7281853427385938,-1.1564625850340138,3,35,B,BB
181,760830-09-M5,761226-15-M9,1,1976-08-30 09:47:01.269265,0.9059404495653964,-0.3826530612244898,3,35,A,AA
182,760830-09-M6,761226-15-M9,1,1976-08-30 09:49:43.608163,0.6837139417835687,2.091836734693877,3,35,B,CC
183,760830-09-M7,761226-15-M9,1,1976-08-30 09:51:39.244557,0.8213894091466298,0.6887755102040817,3,35,B,AA
184,760830-09-M8,761226-15-M9,1,1976-08-30 09:53:43.857143,0.9207709535890272,-0.3571428571428571,3,35,C,AA
185,760830-10-M10,761226-15-M9,1,1976-08-30 10:39:55.648833,0.943270481448346,-0.0170068027210884,3,35,A,AA
186,760830-10-M11,761226-15-M9,1,1976-08-30 10:44:38.055110,0.9530640064144048,-0.0255102040816326,3,35,A,AA
187,760830-10-M13,761226-15-M9,1,1976-08-30 10:56:13.586534,0.9579120923692164,-0.314625850340136,3,35,A,AA
188,760830-10-M14,761226-15-M9,1,1976-08-30 10:00:34.339116,0.8305653808524904,0.9608843537414968,3,35,B,AA
189,760830-10-M16,761226-15-M9,1,1976-08-30 10:50:00.921088,0.9547829983678928,-0.2210884353741496,3,35,C,AA
190,760830-10-M2,761226-15-M9,1,1976-08-30 10:05:55.446871,0.928857049530699,0.0850340136054421,3,35,A,AA
191,760830-10-M4,761226-15-M9,1,1976-08-30 10:11:08.824536,0.9334441566046988,-0.2636054421768707,3,35,A,AA
192,760830-10-M5,761226-15-M9,1,1976-08-30 10:15:57.229473,0.936404268014654,-0.3571428571428571,3,35,A,AA
193,760830-10-M6,761226-15-M9,1,1976-08-30 10:20:55.447321,0.9445083510982308,-0.8503401360544218,3,35,A,AA
194,760830-10-M8,761226-15-M9,1,1976-08-30 10:30:34.289833,0.9410182462620108,-0.1360544217687075,3,35,A,AA
195,760830-10-M9,761226-15-M9,1,1976-08-30 10:35:21.893556,0.9487095441681138,-0.0085034013605442,3,35,A,AA
196,760830-11-M1,761226-15-M9,1,1976-08-30 11:01:45.760824,0.9607499183545044,-0.1615646258503401,3,35,A,AA
197,760830-11-M10,761226-15-M9,1,1976-08-30 11:48:06.910097,0.9330587260684956,0.0510204081632653,3,35,A,AA
198,760830-11-M12,761226-15-M9,1,1976-08-30 11:52:41.845114,0.9518784400808776,-0.2465986394557823,3,35,A,AA
199,760830-11-M13,761226-15-M9,1,1976-08-30 11:57:32.447425,0.9475159277498094,-0.0255102040816326,3,35,A,AA
200,760830-11-M2,761226-15-M9,1,1976-08-30 11:07:09.774972,0.9608753988419668,-0.1530612244897959,3,35,A,AA
201,760830-11-M3,761226-15-M9,1,1976-08-30 11:11:59.894785,0.9468278454031832,-0.2465986394557823,3,35,A,AA
202,760830-11-M4,761226-15-M9,1,1976-08-30 11:17:29.964340,0.9660839106581732,-0.6292517006802721,3,35,A,AA
203,760830-11-M5,761226-15-M9,1,1976-08-30 11:22:16.668325,0.8481754229667712,-0.2210884353741496,3,35,A,AA
204,760830-11-M6,761226-15-M9,1,1976-08-30 11:28:33.419320,0.9625078713085474,-0.1275510204081632,3,35,A,AA
205,760830-11-M7,761226-15-M9,1,1976-08-30 11:33:09.939749,0.956368780957687,-0.2040816326530612,3,35,A,AA
206,760830-11-M8,761226-15-M9,1,1976-08-30 11:38:55.383866,0.8619724671051009,-0.4251700680272109,3,35,A,AA
207,760830-11-N1,761226-15-M9,1,1976-08-30 11:36:45.636395,0.6362189896798,0.2636054421768707,3,35,D,CC
208,760830-12-M1,761226-15-M9,1,1976-08-30 12:02:16.807012,0.9401538499701262,0.0,3,35,A,AA
209,760830-12-M2,761226-15-M9,1,1976-08-30 12:06:51.819278,0.9485332751542072,0.0170068027210884,3,35,A,AA
210,760830-12-M3,761226-15-M9,1,1976-08-30 12:47:24.925510,0.9429275851140472,-0.0255102040816326,3,35,C,AA
211,760830-12-M4,761226-15-M9,1,1976-08-30 12:55:06.534354,0.9299636825819356,0.3656462585034014,3,35,C,AA
212,760830-12-N1,761226-15-M9,1,1976-08-30 12:12:07.691497,0.9275196624546888,0.0085034013605442,3,35,D,AA
213,760830-12-N2,761226-15-M9,1,1976-08-30 12:20:07.191156,0.954010107055534,-0.391156462585034,3,35,D,AA
214,760830-12-N3,761226-15-M9,1,1976-08-30 12:24:26.649320,0.8591171289703292,0.4506802721088436,3,35,D,AA
215,760830-12-N4,761226-15-M9,1,1976-08-30 12:27:12.985034,0.9591155910046544,-0.0850340136054421,3,35,D,AA
216,760830-12-N5,761226-15-M9,1,1976-08-30 12:33:37.908163,0.9532364680012358,-0.4081632653061224,3,35,D,AA
217,760830-12-N6,761226-15-M9,1,1976-08-30 12:40:15.161565,0.9395734590746954,-0.1615646258503401,3,35,D,AA
218,760830-12-N7,761226-15-M9,1,1976-08-30 12:45:25.809184,0.8504219938958422,0.7908163265306123,3,35,D,AA
219,760830-13-M1,761226-15-M9,1,1976-08-30 13:02:47.625510,0.9154270122061594,-0.0255102040816326,3,35,C,AA
