,evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,grade_new,isol_or_rpt,num_per_family,emergence_s,picktime_SNR,Regolith_Temp_K,Rock_Temp_K,interval_day_number,diurnal_interval,duration_s,PGV,theta_mean_lag_deg,theta_sd_lag_deg,theta_mean_snr_deg,theta_sd_snr_deg,possible_source,source_distance_m
0,761127-10-M3,761127-10-M3,3,1976-11-27 10:48:24.600744,1.0,0.0,3,35,A,AA,isolated,1,1.874491,1976-11-27 10:48:24.600744,252.31550287253333,230.63001802026668,15.559659730833332,sunrise4,58.700000129752176,0.0271019134058862,130.85359390545818,1.067048660451463,200.55201174242933,4.094433485934038,geophone_rock,13.614793424800833
1,761127-10-M3,761127-10-M3,4,1976-11-27 10:48:25.800744,1.0,0.0,3,35,A,AA,isolated,1,3.92279,1976-11-27 10:48:25.800744,252.31655176142223,230.6304091313777,15.55967361972222,sunrise4,49.90000012975205,0.0092280628028014,130.85359390545818,1.067048660451463,200.55201174242933,4.094433485934038,geophone_rock,47.48226132989034
2,761127-10-M3,761127-10-M3,2,1976-11-27 10:48:26.300744,1.0,0.0,3,35,A,AA,isolated,1,3.516327,1976-11-27 10:48:26.300744,252.31698879845925,230.63057209434075,15.559679406759258,sunrise4,45.60000012975199,0.0066538273161764,130.85359390545818,1.067048660451463,200.55201174242933,4.094433485934038,geophone_rock,55.99699389252963
3,761127-10-M3,761127-10-M3,1,1976-11-27 10:48:26.800744,1.0,0.0,3,35,A,AA,isolated,1,0.643878,1976-11-27 10:48:26.800744,252.3174258354963,230.63073505730367,15.559685193796296,sunrise4,35.50000012975185,0.0048802403343695,130.85359390545818,1.067048660451463,200.55201174242933,4.094433485934038,geophone_rock,70.08877337348686
4,770125-16-M1,761028-23-M3,1,1977-01-25 16:17:45.072149,0.8427731078096857,-2.023809523809524,3,35,A,AA,repeating,6,4.039797,1977-01-25 16:17:43.048339,255.1876852640445,232.32889054514072,15.561782966886572,sunrise6,243.70000012974205,0.0053024664191787,154.30666390563653,2.1768909701876686,66.35964244154712,0.8393910114338972,geophone_rock,70.08877337348686
5,770125-16-M1,761028-23-M3,3,1977-01-25 16:17:44.271808,0.9101217851725704,0.0765306122448979,3,35,A,AA,repeating,6,0.996599,1977-01-25 16:17:44.348339,255.18878304182223,232.3293335081037,15.561798013182871,sunrise6,31.300000129751787,0.0284252111761173,154.30666390563653,2.1768909701876686,66.35964244154712,0.8393910114338972,geophone_rock,13.614793424800833
6,770125-16-M1,761028-23-M3,4,1977-01-25 16:17:44.773849,0.8599311429687758,-0.0255102040816326,3,35,A,AA,repeating,6,1.191838,1977-01-25 16:17:44.748339,255.1891208196,232.3294698044,15.561802642812498,sunrise6,170.6000001297462,0.0089811128638072,154.30666390563653,2.1768909701876686,66.35964244154712,0.8393910114338972,geophone_rock,47.48226132989034
7,770125-16-M1,761028-23-M3,2,1977-01-25 16:17:45.065686,0.8633558082509001,0.3826530612244898,3,35,A,AA,repeating,6,3.306463,1977-01-25 16:17:45.448339,255.1897119307112,232.3297083229185,15.561810744664353,sunrise6,59.50000012975219,0.0062731366647712,154.30666390563653,2.1768909701876686,66.35964244154712,0.8393910114338972,geophone_rock,55.99699389252963
8,761227-01-M1,761028-23-M3,3,1976-12-27 01:17:58.656296,0.9006240366374733,0.1105442176870748,3,35,A,AA,repeating,6,0.970069,1976-12-27 01:17:58.766840,253.9602737291852,231.59493141451853,15.56196489398148,sunrise5,66.7000001297521,0.0205776338718825,179.98568854627726,6.143853342701022,212.17738708318524,2.438702853258979,geophone_rock,13.614793424800833
9,761227-01-M1,761028-23-M3,4,1976-12-27 01:17:59.167180,0.8337402472011053,0.3996598639455783,3,35,A,AA,repeating,6,3.17177,1976-12-27 01:17:59.566840,253.9609611365926,231.59519215525927,15.56197415324074,sunrise5,30.40000012975177,0.0069496808171098,179.98568854627726,6.143853342701022,212.17738708318524,2.438702853258979,geophone_rock,47.48226132989034
10,761227-01-M1,761028-23-M3,2,1976-12-27 01:17:59.460718,0.8304522591600404,0.3061224489795918,3,35,A,AA,repeating,6,3.286395,1976-12-27 01:17:59.766840,253.96113298844443,231.59525734044445,15.561976468055557,sunrise5,29.600000129751763,0.0043773942494187,179.98568854627726,6.143853342701022,212.17738708318524,2.438702853258979,geophone_rock,55.99699389252963
11,761227-01-M1,761028-23-M3,1,1976-12-27 01:17:59.461058,0.8213879679785753,0.7057823129251701,3,35,A,AA,repeating,6,1.610885,1976-12-27 01:18:00.166840,253.96147669214807,231.59538771081483,15.561981097685186,sunrise5,30.20000012975177,0.0043082299890442,179.98568854627726,6.143853342701022,212.17738708318524,2.438702853258979,geophone_rock,70.08877337348686
12,761028-23-M3,761028-23-M3,3,1976-10-28 23:47:25.628114,1.0,0.0,3,35,A,AA,repeating,6,1.080613,1976-10-28 23:47:25.628114,258.3365024912,232.6629547647704,15.678768843912035,sunrise3,65.30000012975218,0.0270236980381798,165.30022208585763,1.5130107316801298,175.77771162223817,13.306546443733074,geophone_rock,13.614793424800833
13,761028-23-M3,761028-23-M3,4,1976-10-28 23:47:26.128114,1.0,0.0,3,35,A,AA,repeating,6,1.175851,1976-10-28 23:47:26.128114,258.3369024912,232.6631251351408,15.678774630949071,sunrise3,47.20000012975201,0.0090497341975732,165.30022208585763,1.5130107316801298,175.77771162223817,13.306546443733074,geophone_rock,47.48226132989034
14,761028-23-M3,761028-23-M3,1,1976-10-28 23:47:26.428114,1.0,0.0,3,35,A,AA,repeating,6,1.079933,1976-10-28 23:47:26.428114,258.3371424912,232.66322735736296,15.678778103171297,sunrise3,35.90000012975185,0.004467255517497,165.30022208585763,1.5130107316801298,175.77771162223817,13.306546443733074,geophone_rock,70.08877337348686
15,761028-23-M3,761028-23-M3,2,1976-10-28 23:47:26.428114,1.0,0.0,3,35,A,AA,repeating,6,3.613946,1976-10-28 23:47:26.428114,258.3371424912,232.66322735736296,15.678778103171297,sunrise3,33.80000012975182,0.0068806186690308,165.30022208585763,1.5130107316801298,175.77771162223817,13.306546443733074,geophone_rock,55.99699389252963
16,760830-23-M2,761028-23-M3,3,1976-08-30 23:53:49.262673,0.8091318245059169,-0.0680272108843537,3,35,A,AA,repeating,6,2.496599,1976-08-30 23:53:49.194646,256.76884912945184,228.66914492165924,15.71445827136574,sunrise1,65.50000012975217,0.0182011646862997,156.2155675283599,4.867701211136438,120.00915830478156,1.0053000470955538,geophone_rock,13.614793424800833
17,760830-23-M2,761028-23-M3,4,1976-08-30 23:53:49.765054,0.9255302069509432,0.2295918367346939,3,35,A,AA,repeating,6,0.9483,1976-08-30 23:53:49.994646,256.7694772776,228.6694056624,15.714467530625,sunrise1,54.50000012975212,0.008558909891352,156.2155675283599,4.867701211136438,120.00915830478156,1.0053000470955538,geophone_rock,47.48226132989034
18,760830-23-M2,761028-23-M3,1,1976-08-30 23:53:50.060632,0.8812032247102599,0.0340136054421768,3,35,A,AA,repeating,6,6.503062,1976-08-30 23:53:50.094646,256.7695557961185,228.6694382549926,15.714468688032408,sunrise1,27.40000012975173,0.004346452370994,156.2155675283599,4.867701211136438,120.00915830478156,1.0053000470955538,geophone_rock,70.08877337348686
19,760830-23-M2,761028-23-M3,2,1976-08-30 23:53:50.063013,0.8983396287671883,0.3316326530612245,3,35,A,AA,repeating,6,3.320409,1976-08-30 23:53:50.394646,256.7697913516741,228.6695360327704,15.714472160254628,sunrise1,43.40000012975196,0.0070071942656619,156.2155675283599,4.867701211136438,120.00915830478156,1.0053000470955538,geophone_rock,55.99699389252963
20,760929-13-M1,761028-23-M3,3,1976-09-29 13:24:59.864809,0.929006949306622,-0.1445578231292517,3,35,A,AA,repeating,6,0.771429,1976-09-29 13:24:59.720251,262.9231219674222,234.1376824558963,15.78558703994213,sunrise2,38.10000012975188,0.0193064931550236,165.57224415584,2.7118226182107903,167.71118664584228,3.0790044448471736,geophone_rock,13.614793424800833
21,760929-13-M1,761028-23-M3,4,1976-09-29 13:25:00.371271,0.9021108933197658,-0.0510204081632653,3,35,A,AA,repeating,6,1.234355,1976-09-29 13:25:00.320251,262.92357530075554,234.1378869003408,15.785593984386576,sunrise2,37.80000012975188,0.0093944369858656,165.57224415584,2.7118226182107903,167.71118664584228,3.0790044448471736,geophone_rock,47.48226132989034
