,evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,Regolith_Temp_K,Regolith_Temp_K_per_sec,Rock_Temp_K,Rock_Temp_K_per_sec,deltat_AU,deldot_kms,mean_abs_amp_nms
5669,761128-02-M4,760831-13-M1,geo4,1976-11-28T02:36:23.911818,0.8945220371541388,4.630821514301603,5,35,A,291.2637738854222,0.0005481481481481,250.7655228955556,0.0003703703703703,0.0025973899525692,0.0381547622466587,38.40516112922828
5670,761227-18-M3,760831-13-M1,geo4,1976-12-27T18:31:57.949886,0.8494025981075943,-2.5570881261039378,5,35,A,295.2644925334815,0.0005185185185184,253.76035180962964,0.0003703703703703,0.0026455420160037,0.0436253131342136,29.72322920344329
5671,760831-13-M1,760831-13-M1,geo4,1976-08-31T13:02:13.990313,0.9999999999999998,-2.708401409439054e-18,5,35,C,287.5567798752741,0.0005481481481481,245.3329593751852,0.0003703703703703,0.0024676317407745,0.0301921605067895,28.197180995998515
5672,761023-17-M1,761221-23-M1,geo1,1976-10-23T17:54:24.331774,0.8699268005908954,9.368883876894396,5,35,A,86.43497286260741,-1.481481481480134e-05,218.9299457252148,-2.962962962964479e-05,0.0023783288610021,0.0031028082652105,4.1269036423597845
5673,761221-23-M1,761221-23-M1,geo1,1976-12-21T23:15:55.704197,1.0,-0.0,5,35,A,86.46917475263703,-1.4814814814822394e-05,219.83917475263704,-1.481481481480134e-05,0.0024376647146636,0.0430883991018393,3.791658641214632
5674,761222-17-M1,761221-23-M1,geo1,1976-12-22T17:06:15.009605,0.8742827027677046,2.303456576997398,5,35,A,85.62777763548148,-1.481481481480134e-05,218.43555527096296,-2.962962962964479e-05,0.0024596301937314,0.0337397890592055,4.194974105057464
5675,770120-14-M1,761221-23-M1,geo1,1977-01-20T14:02:15.841407,0.8728654024918087,2.078779192669564,5,35,A,86.48132086804445,-1.481481481480134e-05,220.1126417360889,-2.962962962960268e-05,0.0025063958432514,0.0445467943189608,4.009504795823093
5676,770419-02-M1,761221-23-M1,geo1,1977-04-19T02:44:41.359171,0.870627269032773,5.807329686539144,5,35,A,86.38360949376296,-1.4814814814822394e-05,219.93360949376296,-1.481481481480134e-05,0.0026899949347694,0.0030410705206842,4.079352563277108
5677,761023-17-M1,761221-23-M1,geo2,1976-10-23T17:54:29.032274,0.8690970484800384,6.037277037965597,5,35,A,86.43490322557037,-1.481481481480134e-05,218.9298064511408,-2.962962962964479e-05,0.0023783290005198,0.0030926632221469,4.994188712311394
5678,761221-23-M1,761221-23-M1,geo2,1976-12-21T23:16:00.404304,1.0,4.459657557077584e-18,5,35,A,86.46910512142222,-1.4814814814822394e-05,219.83910512142225,-1.481481481480134e-05,0.0024376661552056,0.0428621021282836,4.920703581738736
5679,761222-17-M1,761221-23-M1,geo2,1976-12-22T17:06:19.711357,0.8984462378004742,4.209101508835163,5,35,A,85.6277079798963,-1.481481481480134e-05,218.4354159597925,-2.962962962964479e-05,0.0024596319583261,0.033459649413773,4.8196320047080725
5680,770120-14-M1,761221-23-M1,geo2,1977-01-20T14:02:20.545297,0.8785850941949968,6.723561964065071,5,35,A,86.4812511807852,-1.481481481480134e-05,220.1125023615704,-2.962962962960268e-05,0.0025063974802765,0.0442880101335174,4.973576717769268
5681,770419-02-M1,761221-23-M1,geo2,1977-04-19T02:44:46.063294,0.8511092059403601,3.252844737980214,5,35,A,86.38353980305185,-1.4814814814822394e-05,219.93353980305184,-1.481481481480134e-05,0.0026899955512825,0.0029524751451178,4.726814834065586
5682,761023-17-M1,761221-23-M1,geo3,1976-10-23T17:54:29.032274,0.8255558610962273,3.5357085644634147,5,35,A,86.43490322557037,-1.481481481480134e-05,218.9298064511408,-2.962962962964479e-05,0.0023783290005198,0.0030926632221469,5.2314547838158525
5683,761221-23-M1,761221-23-M1,geo3,1976-12-21T23:16:00.406872,0.9999999999999998,4.551845909560572e-18,5,35,A,86.46910508337777,-1.4814814814822394e-05,219.83910508337777,-1.481481481480134e-05,0.0024376661559927,0.0428619784862839,5.236100834580409
5684,761222-17-M1,761221-23-M1,geo3,1976-12-22T17:06:19.708632,0.8508871538566184,-2.0436914005604194,5,35,A,85.62770802026667,-1.481481481480134e-05,218.4354160405333,-2.962962962964479e-05,0.0024596319573034,0.0334598117746405,5.070585436232022
5685,770120-14-M1,761221-23-M1,geo3,1977-01-20T14:02:20.536596,0.8807503393689997,-5.663708260672518,5,35,A,86.48125130968889,-1.481481481480134e-05,220.1125026193777,-2.962962962960268e-05,0.0025063974772484,0.0442884888184351,5.131988963621016
5686,770419-02-M1,761221-23-M1,geo3,1977-04-19T02:44:46.060285,0.8349072630714198,3.723268923941173,5,35,A,86.38353984762962,-1.4814814814822394e-05,219.93353984762965,-1.481481481480134e-05,0.0026899955508882,0.0029525318152952,5.051469284064694
