evid,pair,cc,dt,quality
760815-11-M2,13,0.8005713523624796,-0.8673469387755103,HQ-HQ
760815-11-M2,14,0.7912365902479769,0.6292517006802721,HQ-HQ
760815-11-M2,23,0.7949457460469505,0.4761904761904762,HQ-HQ
760815-11-M2,34,0.7979802997842054,0.4336734693877551,HQ-HQ
760815-11-M2,24,0.7856167090623978,1.4200680272108843,HQ-HQ
760815-11-M3,12,0.7670569432402848,-0.1275510204081632,LQ-LQ
760815-11-M3,13,0.780536268349223,0.042517006802721,LQ-LQ
760815-11-M3,14,0.7809985880304326,0.54421768707483,HQ-LQ
760815-11-M3,23,0.776466975648288,0.0170068027210884,LQ-LQ
760815-11-M3,34,0.7856412965931597,0.4421768707482993,HQ-LQ
760815-11-M3,24,0.774630202929496,0.1870748299319728,HQ-LQ
760815-11-N1,12,0.7769546867975743,-0.6377551020408164,HQ-LQ
760815-11-N1,13,0.7705443505870576,-0.0680272108843537,HQ-HQ
760815-11-N1,14,0.7670213234522769,-1.054421768707483,HQ-LQ
760815-11-N1,23,0.7681965110096509,-0.0340136054421768,HQ-LQ
760815-11-N1,34,0.7680995935031493,-0.54421768707483,HQ-LQ
760815-11-N1,24,0.7702171879650314,-1.369047619047619,LQ-LQ
760815-11-N2,12,0.7689212768955395,0.2380952380952381,HQ-HQ
760815-11-N2,13,0.781469135151311,0.5187074829931974,HQ-HQ
760815-11-N2,14,0.7881143646905383,-0.2891156462585034,HQ-HQ
760815-11-N2,23,0.7711931762682489,0.0340136054421768,HQ-HQ
760815-11-N2,34,0.7843143568559332,1.2925170068027212,HQ-HQ
760815-11-N2,24,0.7668400364021128,3.639455782312925,HQ-HQ
760815-12-M1,12,0.7868807447641927,1.0374149659863947,HQ-HQ
760815-12-M1,13,0.789506553203724,0.2636054421768707,HQ-HQ
760815-12-M1,14,0.7943674485697249,0.1615646258503401,HQ-HQ
760815-12-M1,23,0.7779946323698513,-0.7568027210884355,HQ-HQ
760815-12-M1,34,0.7853905624880402,-0.9608843537414968,HQ-HQ
760815-12-M1,24,0.7848546120119888,-1.394557823129252,HQ-HQ
760815-12-M2,12,0.7722469911631238,0.6802721088435375,LQ-LQ
760815-12-M2,13,0.7817276813977002,0.6122448979591837,LQ-LQ
760815-12-M2,14,0.772501748131047,-1.011904761904762,HQ-LQ
760815-12-M2,23,0.7836523311091851,-0.0170068027210884,LQ-LQ
760815-12-M2,34,0.7979655492903897,0.1105442176870748,HQ-LQ
760815-12-M2,24,0.7802688876934272,-0.5867346938775511,HQ-LQ
760815-12-M3,12,0.7923384479712624,0.1615646258503401,LQ-LQ
760815-12-M3,13,0.797421399062155,-0.1105442176870748,LQ-LQ
760815-12-M3,14,0.794707865162877,0.0340136054421768,LQ-LQ
760815-12-M3,23,0.782135836878655,-0.9183673469387756,LQ-LQ
760815-12-M3,34,0.7845417913961792,0.7908163265306123,LQ-LQ
760815-12-M3,24,0.7806048528868097,0.2125850340136054,LQ-LQ
760815-12-M4,12,0.7863226619363919,-0.4336734693877551,HQ-HQ
760815-12-M4,13,0.7906256980040974,0.4251700680272109,HQ-HQ
760815-12-M4,14,0.784935858251456,-0.5357142857142858,HQ-HQ
760815-12-M4,23,0.7901308751696179,0.4931972789115647,HQ-HQ
760815-12-M4,34,0.7916425159859143,-1.4540816326530617,HQ-HQ
760815-12-M4,24,0.7935004630567265,0.3741496598639456,HQ-HQ
760815-12-N1,12,0.7964900622074222,-0.5187074829931974,LQ-LQ
760815-12-N1,13,0.7838785721977815,-0.1020408163265306,LQ-LQ
760815-12-N1,14,0.7786958080929288,1.1819727891156464,LQ-LQ
760815-12-N1,23,0.7883272013395595,0.0850340136054421,LQ-LQ
760815-12-N1,34,0.7867707629600953,0.1870748299319728,LQ-LQ
760815-12-N1,24,0.7869671344048039,-1.0034013605442178,LQ-LQ
760815-12-N2,12,0.7977919017888995,-0.4591836734693878,HQ-HQ
760815-12-N2,13,0.7905568428442679,0.0255102040816326,HQ-HQ
760815-12-N2,14,0.7836122130610763,0.1870748299319728,HQ-HQ
760815-12-N2,23,0.7837400369476827,1.641156462585034,HQ-HQ
760815-12-N2,34,0.7715286414410736,0.4506802721088436,HQ-HQ
760815-12-N2,24,0.7785818975990402,0.5017006802721089,HQ-HQ
760815-13-M1,12,0.7968848645830215,0.5187074829931974,HQ-HQ
760815-13-M1,13,0.7822926648919568,1.1309523809523812,HQ-HQ
760815-13-M1,14,0.7873759395081655,1.2329931972789117,HQ-HQ
760815-13-M1,23,0.7967687306977084,-0.1360544217687075,HQ-HQ
760815-13-M1,34,0.7821313200918992,0.272108843537415,HQ-HQ
760815-13-M1,24,0.7942098007165453,2.5935374149659864,HQ-HQ
760815-13-M2,12,0.7819539342588261,0.1275510204081632,HQ-HQ
760815-13-M2,13,0.7849048952262176,-0.391156462585034,HQ-HQ
760815-13-M2,14,0.7682592320056442,-0.2125850340136054,HQ-HQ
760815-13-M2,23,0.7796516618900341,-0.1105442176870748,HQ-HQ
760815-13-M2,34,0.7804515418262797,0.7312925170068028,HQ-HQ
760815-13-M2,24,0.750910464103285,1.513605442176871,HQ-HQ
760815-13-M3,12,0.7835893836867814,0.6802721088435375,LQ-LQ
760815-13-M3,13,0.7858477525757463,0.5697278911564626,HQ-LQ
760815-13-M3,14,0.7884700059730585,-0.0170068027210884,LQ-LQ
760815-13-M3,23,0.7890939930423251,0.2551020408163265,HQ-LQ
760815-13-M3,34,0.7858927645989776,0.0340136054421768,HQ-LQ
760815-13-M3,24,0.7947453150554885,0.0595238095238095,LQ-LQ
760815-13-N1,12,0.7705219854253061,-0.0170068027210884,HQ-HQ
760815-13-N1,13,0.7844916352942262,0.6887755102040817,HQ-HQ
760815-13-N1,14,0.7763075216985998,0.0170068027210884,HQ-HQ
760815-13-N1,23,0.7894541925612724,-0.1275510204081632,HQ-HQ
760815-13-N1,34,0.7824133172645307,-0.2295918367346939,HQ-HQ
760815-13-N1,24,0.7688847503579378,1.7006802721088436,HQ-HQ
760815-14-M1,12,0.7898893338919084,0.2125850340136054,HQ-HQ
760815-14-M1,13,0.7844434420931261,0.6377551020408164,HQ-HQ
760815-14-M1,14,0.7783760616864542,-0.3571428571428571,HQ-HQ
760815-14-M1,23,0.7844741772526393,0.4761904761904762,HQ-HQ
760815-14-M1,34,0.780825094527805,1.0034013605442178,HQ-HQ
760815-14-M1,24,0.7792698870560806,0.6802721088435375,HQ-HQ
760815-14-M2,12,0.7744150274430199,-3.945578231292517,HQ-HQ
760815-14-M2,13,0.794523103020778,-1.2670068027210886,HQ-HQ
760815-14-M2,14,0.7902556075214578,0.0935374149659864,HQ-HQ
760815-14-M2,23,0.7818141279281067,0.8418367346938777,HQ-HQ
760815-14-M2,34,0.7905050827877231,-0.8928571428571429,HQ-HQ
760815-14-M2,24,0.7731548583194593,0.0085034013605442,HQ-HQ
760815-15-M1,12,0.7526587363366295,-3.681972789115647,HQ-HQ
760815-15-M1,13,0.7803312441279634,-2.2448979591836737,HQ-HQ
760815-15-M1,14,0.7785604544519776,-3.112244897959184,HQ-HQ
760815-15-M1,23,0.779379455725729,0.8163265306122449,HQ-HQ
760815-15-M1,34,0.7990524014328122,1.1224489795918369,HQ-HQ
760815-15-M1,24,0.7818474993434412,2.908163265306123,HQ-HQ
760815-15-M2,12,0.8068810668840795,0.1870748299319728,HQ-HQ
760815-15-M2,13,0.7998531415975685,-0.0085034013605442,HQ-HQ
760815-15-M2,14,0.7955584948011808,2.321428571428572,HQ-HQ
760815-15-M2,23,0.8044884775246334,-1.1564625850340138,HQ-HQ
760815-15-M2,34,0.7979287473058093,-0.4421768707482993,HQ-HQ
760815-15-M2,24,0.8017162866735256,0.0170068027210884,HQ-HQ
760815-15-N1,12,0.7812479343498168,0.272108843537415,HQ-HQ
760815-15-N1,13,0.7794356314015786,0.3401360544217687,HQ-HQ
760815-15-N1,14,0.7855892845752684,0.0680272108843537,HQ-HQ
760815-15-N1,23,0.7841426090574489,0.2806122448979592,HQ-HQ
760815-15-N1,34,0.7766242415537579,-0.2125850340136054,HQ-HQ
760815-15-N1,24,0.7849693282019371,1.0714285714285716,HQ-HQ
760815-16-M1,12,0.7856015477314789,-0.7227891156462586,HQ-HQ
760815-16-M1,13,0.7932939879527294,0.9608843537414968,HQ-HQ
760815-16-M1,14,0.7928616422104614,3.358843537414966,HQ-HQ
760815-16-M1,23,0.7802284723543287,-0.5187074829931974,HQ-HQ
760815-16-M1,34,0.794526368558719,-1.7176870748299322,HQ-HQ
760815-16-M1,24,0.7931658871170774,1.8027210884353744,HQ-HQ
760815-16-M2,12,0.7485466764672624,0.0510204081632653,HQ-HQ
760815-16-M2,13,0.7460767549788747,0.3231292517006803,HQ-HQ
760815-16-M2,14,0.7477476067411499,-0.6292517006802721,HQ-HQ
760815-16-M2,23,0.7452604127520649,-0.5017006802721089,HQ-HQ
760815-16-M2,34,0.7523996029829908,0.4336734693877551,HQ-HQ
760815-16-M2,24,0.7451103957921117,0.3826530612244898,HQ-HQ
760815-16-M3,12,0.763027166855993,1.0034013605442178,HQ-HQ
760815-16-M3,13,0.7566840342391913,0.1105442176870748,HQ-HQ
760815-16-M3,14,0.7681175845929787,-0.4166666666666667,HQ-HQ
760815-16-M3,23,0.7561030210672329,0.467687074829932,HQ-HQ
760815-16-M3,34,0.7663124643768254,-0.2465986394557823,HQ-HQ
760815-16-M3,24,0.7642251819428924,0.0850340136054421,HQ-HQ
760815-16-M4,12,0.7356804245853709,0.0,HQ-HQ
760815-16-M4,13,0.7617430439129239,0.0085034013605442,HQ-HQ
760815-16-M4,14,0.7482081719622167,1.522108843537415,HQ-LQ
760815-16-M4,23,0.7596241670453343,0.9523809523809524,HQ-HQ
760815-16-M4,34,0.765184161048396,1.1139455782312926,HQ-LQ
760815-16-M4,24,0.7447528901344919,-0.2976190476190476,HQ-LQ
760815-16-M5,12,0.7057418098687872,0.5527210884353742,LQ-LQ
760815-16-M5,13,0.707393335554217,0.4761904761904762,LQ-LQ
760815-16-M5,14,0.7134372182128851,0.2551020408163265,HQ-LQ
760815-16-M5,23,0.6987716503429517,-0.2380952380952381,LQ-LQ
760815-16-M5,34,0.7126333289931008,-0.1445578231292517,HQ-LQ
760815-16-M5,24,0.7055700351750726,0.2040816326530612,HQ-LQ
760815-17-M1,12,0.7813985729587473,1.3520408163265307,HQ-HQ
760815-17-M1,13,0.7999962052794098,-0.0085034013605442,HQ-HQ
760815-17-M1,14,0.7863957105764012,1.4965986394557824,HQ-HQ
760815-17-M1,23,0.7916683484622182,0.0850340136054421,HQ-HQ
760815-17-M1,34,0.7971446502683569,0.2040816326530612,HQ-HQ
760815-17-M1,24,0.7853246604849272,0.467687074829932,HQ-HQ
760815-17-M2,12,0.7796472516812719,-0.4421768707482993,HQ-HQ
760815-17-M2,13,0.7819733586592861,-0.6292517006802721,HQ-HQ
760815-17-M2,14,0.7720624987107155,0.4421768707482993,HQ-HQ
760815-17-M2,23,0.7803857907708592,-0.272108843537415,HQ-HQ
760815-17-M2,34,0.7769239951164234,1.6496598639455784,HQ-HQ
760815-17-M2,24,0.7726043376542631,1.4370748299319729,HQ-HQ
760815-17-N1,12,0.757940906851994,0.2295918367346939,HQ-HQ
760815-17-N1,13,0.7574971841178615,-0.0255102040816326,HQ-HQ
760815-17-N1,14,0.7519158067778298,-1.1564625850340138,HQ-HQ
760815-17-N1,23,0.7715224636545657,0.0,HQ-HQ
760815-17-N1,34,0.7711479181943871,-0.0595238095238095,HQ-HQ
760815-17-N1,24,0.7625789556483377,-0.4421768707482993,HQ-HQ
760815-17-N2,12,0.7771881676817289,-0.2891156462585034,LQ-LQ
760815-17-N2,13,0.694423100564264,2.5085034013605445,HQ-LQ
760815-17-N2,14,0.7738004358636421,-0.0255102040816326,LQ-LQ
760815-17-N2,23,0.6948830931305342,4.600340136054422,HQ-LQ
760815-17-N2,34,0.7191454015646562,-0.663265306122449,HQ-LQ
760815-17-N2,24,0.7698503406241548,-0.2125850340136054,LQ-LQ
760815-19-M1,12,0.787765496973436,0.5272108843537415,HQ-HQ
760815-19-M1,13,0.7816135635669935,-0.4081632653061224,HQ-HQ
760815-19-M1,14,0.7773416039812057,0.0680272108843537,HQ-HQ
760815-19-M1,23,0.7966151323929082,0.3826530612244898,HQ-HQ
760815-19-M1,34,0.788252195821364,0.348639455782313,HQ-HQ
760815-19-M1,24,0.781802969735963,0.2636054421768707,HQ-HQ
760815-19-M2,12,0.7862189212020007,0.6292517006802721,HQ-HQ
760815-19-M2,13,0.7902253369968133,0.2465986394557823,HQ-HQ
760815-19-M2,14,0.7906271375420659,0.663265306122449,HQ-HQ
760815-19-M2,23,0.8038941350438443,0.0255102040816326,HQ-HQ
760815-19-M2,34,0.7881146604727768,-0.6462585034013606,HQ-HQ
760815-19-M2,24,0.7836442191597291,0.5102040816326531,HQ-HQ
760815-20-M1,12,0.7685113857306586,-0.0680272108843537,HQ-HQ
760815-20-M1,13,0.7680720169535281,-1.7772108843537415,HQ-HQ
760815-20-M1,14,0.7746847312828871,3.299319727891157,HQ-HQ
760815-20-M1,23,0.7821302417957632,-1.1139455782312926,HQ-HQ
760815-20-M1,34,0.7717657514926247,-1.5731292517006803,HQ-HQ
760815-20-M1,24,0.769534781317904,0.6717687074829932,HQ-HQ
760815-20-M2,12,0.7858461100426402,0.4166666666666667,HQ-HQ
760815-20-M2,13,0.7799817257080801,0.2210884353741496,HQ-HQ
760815-20-M2,14,0.7859769903578977,-0.6887755102040817,HQ-HQ
760815-20-M2,23,0.7802163258642639,0.0255102040816326,HQ-HQ
760815-20-M2,34,0.7730682148918758,0.0935374149659864,HQ-HQ
760815-20-M2,24,0.7841350004679631,0.0255102040816326,HQ-HQ
760815-20-M3,12,0.7947689297864463,0.2806122448979592,HQ-HQ
760815-20-M3,13,0.7846462810966934,-0.5697278911564626,HQ-HQ
760815-20-M3,14,0.7910750785389777,1.79421768707483,HQ-HQ
760815-20-M3,23,0.7886059099802261,0.935374149659864,HQ-HQ
760815-20-M3,34,0.8002699762731341,0.3061224489795918,HQ-HQ
760815-20-M3,24,0.7985098579873008,-0.1360544217687075,HQ-HQ
760815-21-M1,12,0.7732247264986986,-1.3180272108843538,HQ-HQ
760815-21-M1,13,0.7496495619710728,1.6071428571428572,HQ-HQ
760815-21-M1,14,0.8017249147359299,-0.0595238095238095,HQ-HQ
760815-21-M1,23,0.6265383821201389,2.8656462585034017,HQ-HQ
760815-21-M1,34,0.690879860252325,-1.3435374149659864,HQ-HQ
760815-21-M1,24,0.7737298901058821,1.3435374149659864,HQ-HQ
760815-21-M2,12,0.7864752044384127,-0.663265306122449,HQ-HQ
760815-21-M2,13,0.7978842793195633,0.2380952380952381,HQ-HQ
760815-21-M2,14,0.784677391224822,-0.195578231292517,HQ-HQ
760815-21-M2,23,0.7926786601899639,-1.85374149659864,HQ-HQ
760815-21-M2,34,0.790773048807705,1.4455782312925172,HQ-HQ
760815-21-M2,24,0.7808059964220526,-0.3826530612244898,HQ-HQ
760815-22-M1,12,0.7611017491966384,-1.1309523809523812,HQ-LQ
760815-22-M1,13,0.7789519853716267,0.348639455782313,HQ-LQ
760815-22-M1,14,0.773743739309988,-0.7312925170068028,HQ-LQ
760815-22-M1,23,0.7780001373311286,-0.0255102040816326,LQ-LQ
760815-22-M1,34,0.781745432545345,-0.1020408163265306,LQ-LQ
760815-22-M1,24,0.7760582344323826,0.9438775510204084,LQ-LQ
760815-22-M2,12,0.8162313246826107,0.6377551020408164,HQ-HQ
760815-22-M2,13,0.8188206825062984,0.0935374149659864,HQ-HQ
760815-22-M2,14,0.8045004958223605,3.5204081632653064,HQ-HQ
760815-22-M2,23,0.8054062009541579,-0.4846938775510204,HQ-HQ
760815-22-M2,34,0.8051053958303999,-1.369047619047619,HQ-HQ
760815-22-M2,24,0.7805566414822862,1.6071428571428572,HQ-HQ
760815-22-N1,12,0.7701275791174388,-0.6122448979591837,HQ-HQ
760815-22-N1,13,0.7769993571304479,-0.2636054421768707,HQ-HQ
760815-22-N1,14,0.7773500491963492,-0.1360544217687075,HQ-HQ
760815-22-N1,23,0.7715337929827123,0.0170068027210884,HQ-HQ
760815-22-N1,34,0.7731028541933335,0.8673469387755103,HQ-HQ
760815-22-N1,24,0.7670691748960711,-0.9778911564625852,HQ-HQ
760816-00-M1,12,0.8107891032531894,0.8078231292517007,HQ-HQ
760816-00-M1,13,0.8009067729750167,1.190476190476191,HQ-HQ
760816-00-M1,14,0.8028884936464962,2.066326530612245,HQ-HQ
760816-00-M1,23,0.7910476024049571,-1.4540816326530617,HQ-HQ
760816-00-M1,34,0.7829664880403042,-1.173469387755102,HQ-HQ
760816-00-M1,24,0.7791083214603255,-4.35374149659864,HQ-HQ
760816-01-M1,12,0.7655650515684436,0.0765306122448979,HQ-LQ
760816-01-M1,13,0.7727713655374752,-0.0765306122448979,LQ-LQ
760816-01-M1,14,0.771618161685643,-0.042517006802721,LQ-LQ
760816-01-M1,23,0.7727196749523787,-0.0765306122448979,HQ-LQ
760816-01-M1,34,0.7775935475243325,0.314625850340136,LQ-LQ
760816-01-M1,24,0.7630131730008092,0.1870748299319728,HQ-LQ
760816-01-M2,12,0.7872276165907567,0.3571428571428571,LQ-LQ
760816-01-M2,13,0.7866298100511846,-1.530612244897959,HQ-LQ
760816-01-M2,14,0.7782224823416172,-0.0850340136054421,HQ-LQ
760816-01-M2,23,0.7775159165397773,-0.7823129251700681,HQ-LQ
760816-01-M2,34,0.7701791475773474,-0.3741496598639456,HQ-HQ
760816-01-M2,24,0.7790060030757705,-0.4931972789115647,HQ-LQ
760816-01-N1,12,0.7342454457812722,-0.4336734693877551,HQ-LQ
760816-01-N1,13,0.7571258899153883,-0.1870748299319728,HQ-LQ
760816-01-N1,14,0.7604431222312298,-0.0595238095238095,HQ-HQ
760816-01-N1,23,0.752928087784834,0.4166666666666667,LQ-LQ
760816-01-N1,34,0.764909615248787,0.620748299319728,HQ-LQ
760816-01-N1,24,0.7406956806088489,0.6547619047619048,HQ-LQ
760816-02-M1,12,0.7883899913042326,-0.2891156462585034,HQ-HQ
760816-02-M1,13,0.7915462941153975,0.7312925170068028,HQ-LQ
760816-02-M1,14,0.7792363775003601,0.2636054421768707,HQ-HQ
760816-02-M1,23,0.7870857905810883,1.5476190476190477,HQ-LQ
760816-02-M1,34,0.7943002931376213,-0.0680272108843537,HQ-LQ
760816-02-M1,24,0.7917627867080914,-0.0085034013605442,HQ-HQ
760816-04-M1,12,0.7875315478983095,1.0714285714285716,HQ-HQ
760816-04-M1,13,0.7881552897332764,2.712585034013605,HQ-HQ
760816-04-M1,14,0.8020530653286794,1.9387755102040816,HQ-HQ
760816-04-M1,23,0.7880220129758263,-1.5646258503401362,HQ-HQ
760816-04-M1,34,0.7975964851188966,0.2380952380952381,HQ-HQ
760816-04-M1,24,0.7924057010383534,2.236394557823129,HQ-HQ
760816-04-M2,12,0.7435128433881605,-0.7823129251700681,HQ-LQ
760816-04-M2,13,0.7550852507345485,-0.6802721088435375,HQ-LQ
760816-04-M2,14,0.7604928783972493,-0.314625850340136,HQ-LQ
760816-04-M2,23,0.7576208383544178,-0.2380952380952381,LQ-LQ
760816-04-M2,34,0.7660138064273079,-0.2551020408163265,LQ-LQ
760816-04-M2,24,0.7613519052473474,0.0595238095238095,LQ-LQ
760816-04-M3,12,0.7955582845634396,-0.1275510204081632,HQ-HQ
760816-04-M3,13,0.7725287171966044,-0.5527210884353742,HQ-HQ
760816-04-M3,14,0.7675418223088388,-0.1105442176870748,HQ-HQ
760816-04-M3,23,0.7792882995528277,-0.8248299319727892,HQ-HQ
760816-04-M3,34,0.7718720828020726,-2.372448979591837,HQ-HQ
760816-04-M3,24,0.7709389744676203,-3.0782312925170072,HQ-HQ
760816-04-N1,12,0.7786988522476603,0.4761904761904762,HQ-LQ
760816-04-N1,13,0.7778606527080761,0.2040816326530612,LQ-LQ
760816-04-N1,14,0.7774793963850318,1.2244897959183674,HQ-LQ
760816-04-N1,23,0.7823203345380061,-1.9387755102040816,HQ-LQ
760816-04-N1,34,0.7853331950393114,-1.1054421768707483,HQ-LQ
760816-04-N1,24,0.7828798833727274,0.0680272108843537,HQ-HQ
760816-05-M1,12,0.7989005808669621,-0.8333333333333334,HQ-HQ
760816-05-M1,13,0.791326692636968,0.5357142857142858,HQ-HQ
760816-05-M1,14,0.802778955928324,-1.870748299319728,HQ-HQ
760816-05-M1,23,0.7625586173570097,2.159863945578232,HQ-HQ
760816-05-M1,34,0.8010675394078544,0.0510204081632653,HQ-HQ
760816-05-M1,24,0.7883504777960572,-0.0170068027210884,HQ-HQ
760816-05-M2,12,0.6944458944614044,-1.7687074829931977,HQ-LQ
760816-05-M2,13,0.748353389226888,-1.5816326530612246,HQ-HQ
760816-05-M2,14,0.7524223534981133,-0.195578231292517,HQ-HQ
760816-05-M2,23,0.7294419759788859,-0.4421768707482993,HQ-LQ
760816-05-M2,34,0.7629373218740401,-0.5187074829931974,HQ-HQ
760816-05-M2,24,0.7300242611945571,-0.5357142857142858,HQ-LQ
760816-06-M1,12,0.7616018037500816,-0.6887755102040817,HQ-LQ
760816-06-M1,13,0.7698996161715418,-0.5017006802721089,HQ-LQ
760816-06-M1,14,0.7674658316569201,-0.1020408163265306,HQ-LQ
760816-06-M1,23,0.7585017895928692,1.1649659863945578,LQ-LQ
760816-06-M1,34,0.7655818943124005,0.0255102040816326,LQ-LQ
760816-06-M1,24,0.7511634742495179,-0.195578231292517,LQ-LQ
760816-06-M2,12,0.7424576585828915,-0.2210884353741496,HQ-LQ
760816-06-M2,13,0.7694804380142927,-0.1530612244897959,HQ-LQ
760816-06-M2,14,0.7762259880521111,-0.348639455782313,HQ-LQ
760816-06-M2,23,0.763995526306209,0.5187074829931974,LQ-LQ
760816-06-M2,34,0.7796629139863823,-0.1360544217687075,LQ-LQ
760816-06-M2,24,0.766223351222474,0.7142857142857143,LQ-LQ
760816-06-M3,12,0.8006558366099611,-2.049319727891157,HQ-LQ
760816-06-M3,13,0.7977259562573527,0.7057823129251701,HQ-LQ
760816-06-M3,14,0.7880002989674573,-1.7006802721088436,LQ-LQ
760816-06-M3,23,0.7980756911315363,0.2551020408163265,HQ-HQ
760816-06-M3,34,0.7937227115784747,-2.100340136054422,HQ-LQ
760816-06-M3,24,0.7915981059333241,-1.020408163265306,HQ-LQ
760816-06-M4,12,0.7771176550357294,0.8333333333333334,HQ-HQ
760816-06-M4,13,0.7916231347597614,1.360544217687075,HQ-HQ
760816-06-M4,14,0.7975028341085497,-0.0340136054421768,HQ-HQ
760816-06-M4,23,0.787731755239185,2.8656462585034017,HQ-HQ
760816-06-M4,34,0.8030938300829391,-3.273809523809524,HQ-HQ
760816-06-M4,24,0.7947969693720913,0.6462585034013606,HQ-HQ
760816-06-N1,12,0.7803862411187591,0.0255102040816326,LQ-LQ
760816-06-N1,13,0.7717050047892857,0.0255102040816326,LQ-LQ
760816-06-N1,14,0.7876750253380584,0.3316326530612245,LQ-LQ
760816-06-N1,23,0.7716295479258244,-0.1530612244897959,LQ-LQ
760816-06-N1,34,0.7802105039440944,-0.042517006802721,LQ-LQ
760816-06-N1,24,0.7802139764508227,0.6802721088435375,LQ-LQ
760816-07-M1,12,0.8041532860765769,-0.8503401360544218,HQ-HQ
760816-07-M1,13,0.8112792774454225,0.8248299319727892,HQ-HQ
760816-07-M1,14,0.8011874499357001,-1.2500000000000002,HQ-HQ
760816-07-M1,23,0.7541469529227566,1.2329931972789117,HQ-HQ
760816-07-M1,34,0.8004399983702959,0.042517006802721,HQ-HQ
760816-07-M1,24,0.8133307968563056,-0.0680272108843537,HQ-HQ
760816-07-N1,12,0.7629895415565905,-0.4251700680272109,HQ-LQ
760816-07-N1,13,0.7694080512694746,-0.0255102040816326,HQ-HQ
760816-07-N1,14,0.7790144565960074,0.3231292517006803,HQ-LQ
760816-07-N1,23,0.7634501475613182,-0.042517006802721,HQ-LQ
760816-07-N1,34,0.7696762888139609,0.2295918367346939,HQ-LQ
760816-07-N1,24,0.7670954540900808,0.0085034013605442,LQ-LQ
760816-08-M1,12,0.7905417231485743,-0.1275510204081632,HQ-HQ
760816-08-M1,13,0.7744332330456928,0.5697278911564626,HQ-HQ
760816-08-M1,14,0.7809569594539405,-0.5187074829931974,HQ-HQ
760816-08-M1,23,0.7746460015103309,0.4336734693877551,HQ-HQ
760816-08-M1,34,0.784277327390028,-0.8843537414965987,HQ-HQ
760816-08-M1,24,0.782404855785828,-0.1020408163265306,HQ-HQ
760816-08-M2,12,0.7969113253374178,-0.8843537414965987,HQ-HQ
760816-08-M2,13,0.8105989949268121,0.8503401360544218,HQ-HQ
